valid_auc,target,rule,selected_races,selected_rate,avg_score,min_score,max_score,avg_payout,median_payout,max_payout,over_30_rate,over_50_rate,over_100_rate,target_hit_rate
0.6228250837701198,is_over_30,ALL,13308,1.0,0.32907669626531166,0.049905078240474,0.7406067990104641,13393.044785091673,3860.0,1240140,0.09723474601743312,0.056732792305380225,0.020889690411782385,0.09723474601743312
0.6228250837701198,is_over_30,top_1pct,133,0.009993988578298767,0.6726011638513484,0.6431838508808306,0.7406067990104641,29486.09022556391,13220.0,276510,0.3157894736842105,0.19548872180451127,0.06015037593984962,0.3157894736842105
0.6228250837701198,is_over_30,top_3pct,399,0.029981965734896303,0.6283783803473391,0.5769785343594862,0.7406067990104641,28799.07268170426,10380.0,778840,0.24812030075187969,0.14285714285714285,0.05012531328320802,0.24812030075187969
0.6228250837701198,is_over_30,top_5pct,665,0.04996994289149384,0.5965511149179842,0.5254791748430986,0.7406067990104641,27495.593984962405,10000.0,778840,0.23609022556390977,0.14135338345864662,0.04661654135338346,0.23609022556390977
0.6228250837701198,is_over_30,top_10pct,1330,0.09993988578298768,0.5380453176995457,0.44237990326892607,0.7406067990104641,26414.21052631579,8065.0,1240140,0.20451127819548873,0.1293233082706767,0.04887218045112782,0.20451127819548873
0.6228250837701198,is_over_30,top_15pct,1996,0.1499849714457469,0.500154521272429,0.41020245222062945,0.7406067990104641,22633.341683366732,7350.0,1240140,0.17585170340681364,0.10771543086172344,0.04008016032064128,0.17585170340681364
0.6228250837701198,is_over_30,top_20pct,2661,0.19995491433724075,0.47507987071028046,0.39081791498151736,0.7406067990104641,21025.385193536265,7050.0,1240140,0.16459977452085683,0.09996242014280346,0.036452461480646375,0.16459977452085683
0.6228250837701198,is_over_30,top_30pct,3992,0.2999699428914938,0.4425347487111544,0.3657188898829817,0.7406067990104641,18580.653807615232,6270.0,1240140,0.14604208416833667,0.08767535070140281,0.02930861723446894,0.14604208416833667
0.6228250837701198,is_over_30,score>=0.05,13307,0.9999248572287346,0.3290976755707918,0.052956581955601864,0.7406067990104641,13394.036221537537,3860.0,1240140,0.0972420530547832,0.05673705568497783,0.02089126023897197,0.0972420530547832
0.6228250837701198,is_over_30,score>=0.08,13273,0.9973700030057109,0.32975739678686833,0.08079557717213934,0.7406067990104641,13423.959918631808,3870.0,1240140,0.09749114744217585,0.05688239282754464,0.020944775107360807,0.09749114744217585
0.6228250837701198,is_over_30,score>=0.10,13204,0.992185151788398,0.3310014616711244,0.10036409082589025,0.7406067990104641,13473.95486216298,3905.0,1240140,0.09792487125113603,0.057103907906694944,0.021054225992123598,0.09792487125113603
0.6228250837701198,is_over_30,score>=0.12,13072,0.9822663059813646,0.3332245825283446,0.12002397088191584,0.7406067990104641,13569.451499388006,3960.0,1240140,0.09853121175030599,0.05760403916768666,0.021266829865361075,0.09853121175030599
0.6228250837701198,is_over_30,score>=0.15,12756,0.9585211902614968,0.33810164067721993,0.15002214221862561,0.7406067990104641,13793.331765443712,4070.0,1240140,0.10034493571652556,0.05863907180934462,0.02171527124490436,0.10034493571652556
0.6228250837701198,is_over_30,score>=0.20,11987,0.900736399158401,0.348441023500556,0.20005930461885468,0.7406067990104641,14250.860098439976,4350.0,1240140,0.10436305998164679,0.06098273129223325,0.022274130307833487,0.10436305998164679
0.6228250837701198,is_over_30,score>=0.25,10844,0.8148482116020439,0.36127981776195034,0.2500040206780916,0.7406067990104641,14676.014385835486,4600.0,1240140,0.1083548506086315,0.0633530062707488,0.02268535595721136,0.1083548506086315
0.6228250837701198,is_over_30,score>=0.30,8534,0.6412684099789601,0.38396187324850956,0.30000424458519975,0.7406067990104641,15421.22802906023,5040.0,1240140,0.11635809702367003,0.06890086711975626,0.024138739161003047,0.11635809702367003
0.6228250837701198,is_over_30,score>=0.35,4983,0.37443642921550946,0.4256457217500366,0.3500016403727974,0.7406067990104641,17506.925546859322,5850.0,1240140,0.13546056592414207,0.0796708809953843,0.027092113184828417,0.13546056592414207
0.6228250837701198,is_over_30,score>=0.40,2311,0.17365494439434925,0.48718272706490245,0.4000008997318272,0.7406067990104641,21867.568152315016,7210.0,1240140,0.1696235395932497,0.10341843357853743,0.038078753786239726,0.1696235395932497
0.6228250837701198,is_over_30,score>=0.50,839,0.06304478509167417,0.5792560035351955,0.5000113344633363,0.7406067990104641,28509.106078665078,9740.0,1240140,0.2300357568533969,0.14064362336114422,0.04886769964243146,0.2300357568533969
