rule,race_count,tickets,avg_tickets_per_race,bet,return,profit,roi,roi_without_max_hit,hit_count,hit_rate_per_ticket,hit_rate_per_race,avg_score,min_score,avg_odds,median_odds,max_hit_payout,max_hit_share,month
direct_v1_middle_odds,166,174,1.0481927710843373,17400,18140,740,1.042528735632184,0.8672413793103448,6,0.034482758620689655,0.03614457831325301,0.9082556922791941,0.9000131336951639,30.353448275862064,30.4,3050,0.1681367144432194,2026-01
direct_v1_middle_odds,145,150,1.0344827586206897,15000,24290,9290,1.6193333333333333,1.4146666666666667,8,0.05333333333333334,0.05517241379310345,0.908622383197079,0.9000122335862817,30.35133333333334,30.3,3070,0.1263894606834088,2026-02
direct_v1_middle_odds,136,145,1.0661764705882353,14500,12510,-1990,0.8627586206896551,0.6289655172413793,4,0.027586206896551724,0.029411764705882353,0.9084648512463206,0.9002405017993961,30.342758620689654,30.3,3390,0.2709832134292566,2026-03
direct_v1_middle_odds,152,157,1.0328947368421053,15700,15230,-470,0.9700636942675159,0.7745222929936306,5,0.03184713375796178,0.03289473684210526,0.9081448575960072,0.9000590346183855,30.384713375796174,30.4,3070,0.20157583716349312,2026-04
direct_v1_middle_odds,147,152,1.034013605442177,15200,15100,-100,0.993421052631579,0.7927631578947368,5,0.03289473684210526,0.034013605442176874,0.9090397107325123,0.900056330905811,30.34605263157895,30.3,3050,0.20198675496688742,2026-05
direct_v1_middle_odds,108,112,1.037037037037037,11200,15170,3970,1.3544642857142857,1.08125,5,0.044642857142857144,0.046296296296296294,0.9083341293710853,0.9000408713653621,30.329464285714284,30.3,3060,0.2017139090309822,2026-06
