valid_auc,target,rule,selected_races,selected_rate,avg_score,min_score,max_score,avg_payout,median_payout,max_payout,over_30_rate,over_50_rate,over_100_rate,target_hit_rate
0.6283290503892636,is_over_50,ALL,13308,1.0,0.25861738116760935,0.033707259466367274,0.7590582992653048,13393.044785091673,3860.0,1240140,0.09723474601743312,0.056732792305380225,0.020889690411782385,0.056732792305380225
0.6283290503892636,is_over_50,top_1pct,133,0.009993988578298767,0.6224331373639352,0.5849929468419232,0.7590582992653048,25861.203007518798,10540.0,276510,0.2556390977443609,0.12781954887218044,0.05263157894736842,0.12781954887218044
0.6283290503892636,is_over_50,top_3pct,399,0.029981965734896303,0.5743043301880042,0.5195733510368747,0.7590582992653048,28620.075187969924,10540.0,778840,0.2581453634085213,0.15037593984962405,0.05012531328320802,0.15037593984962405
0.6283290503892636,is_over_50,top_5pct,665,0.04996994289149384,0.5415576875490823,0.46525131276196224,0.7590582992653048,28022.330827067668,9500.0,778840,0.23759398496240602,0.14887218045112782,0.04962406015037594,0.14887218045112782
0.6283290503892636,is_over_50,top_10pct,1330,0.09993988578298768,0.47415307440053656,0.3587162252180529,0.7590582992653048,26546.06766917293,8120.0,1240140,0.20225563909774436,0.1293233082706767,0.05037593984962406,0.1293233082706767
0.6283290503892636,is_over_50,top_15pct,1996,0.1499849714457469,0.42835950677227824,0.32206623124451766,0.7590582992653048,22738.291583166334,6955.0,1240140,0.1743486973947896,0.10821643286573146,0.041082164328657314,0.10821643286573146
0.6283290503892636,is_over_50,top_20pct,2661,0.19995491433724075,0.39936133718795375,0.3043905987540257,0.7590582992653048,20423.558812476513,6400.0,1240140,0.15745960165351372,0.09545283727921834,0.03494926719278467,0.09545283727921834
0.6283290503892636,is_over_50,top_30pct,3992,0.2999699428914938,0.36367753771043365,0.28136412425116064,0.7590582992653048,18427.094188376752,5870.0,1240140,0.1432865731462926,0.08692384769539079,0.03006012024048096,0.08692384769539079
0.6283290503892636,is_over_50,score>=0.05,13278,0.9977457168620378,0.2591016212791178,0.050200773301855545,0.7590582992653048,13404.703268564543,3860.0,1240140,0.09722849826781142,0.05686097303810815,0.020936888085555053,0.05686097303810815
0.6283290503892636,is_over_50,score>=0.08,13159,0.9888037270814548,0.26083573259521825,0.08002438689471392,0.7590582992653048,13493.70468880614,3900.0,1240140,0.09803176533171214,0.05737518048483927,0.021126225397066645,0.05737518048483927
0.6283290503892636,is_over_50,score>=0.10,12971,0.9746768860835587,0.26330777656323906,0.10001051151932995,0.7590582992653048,13611.532649757151,3980.0,1240140,0.09899005473749133,0.05805257882969701,0.021355331123275,0.05805257882969701
0.6283290503892636,is_over_50,score>=0.12,12725,0.9561917643522693,0.2662639233577056,0.12005781434240542,0.7590582992653048,13758.028290766208,4030.0,1240140,0.10003929273084479,0.05862475442043222,0.02168958742632613,0.05862475442043222
0.6283290503892636,is_over_50,score>=0.15,12124,0.9110309588217613,0.27274325448372055,0.15012683723671377,0.7590582992653048,14084.563675354668,4230.0,1240140,0.10277136258660508,0.060376113493896405,0.022187396898713296,0.060376113493896405
0.6283290503892636,is_over_50,score>=0.20,10292,0.7733694018635408,0.2894738575342758,0.20000502887986876,0.7590582992653048,14840.58006218422,4580.0,1240140,0.10998834045860863,0.06500194325689856,0.023319082782743878,0.06500194325689856
0.6283290503892636,is_over_50,score>=0.25,6527,0.49045686804929367,0.3254584783935745,0.2500074516955416,0.7590582992653048,16469.086869924926,5280.0,1240140,0.12838976558909146,0.07599203309330474,0.025739237015474183,0.07599203309330474
0.6283290503892636,is_over_50,score>=0.30,2889,0.21708746618575292,0.3916807443414245,0.30000703894535086,0.7590582992653048,19901.983385254414,6300.0,1240140,0.15334025614399446,0.09311180339217723,0.033575631706472826,0.09311180339217723
0.6283290503892636,is_over_50,score>=0.35,1422,0.10685302073940486,0.4664059785008123,0.3500412817498058,0.7590582992653048,25793.136427566806,7795.0,1240140,0.1962025316455696,0.12517580872011252,0.04852320675105485,0.12517580872011252
0.6283290503892636,is_over_50,score>=0.40,1016,0.07634505560565073,0.5042719464701677,0.4000869660847228,0.7590582992653048,27519.311023622045,8945.0,778840,0.21358267716535434,0.13976377952755906,0.05216535433070866,0.13976377952755906
0.6283290503892636,is_over_50,score>=0.50,489,0.03674481514878269,0.5624915004407829,0.5000794084115296,0.7590582992653048,29218.71165644172,10380.0,778840,0.2556237218813906,0.15337423312883436,0.053169734151329244,0.15337423312883436
