rule,race_count,tickets,avg_tickets_per_race,bet,return,profit,roi,roi_without_max_hit,hit_count,hit_rate_per_ticket,hit_rate_per_race,avg_race_score,min_race_score,avg_ticket_score,min_ticket_score,avg_odds,median_odds,avg_expected,max_hit_payout,max_hit_share,month_min_roi,month_mean_roi,month_count,plus_months,enough_hits
odds_100_1000_race>=0.35_score>=0.3_expected>=3000_top10_by_ticket_score,2736,26944,9.847953216374268,2694400,2389120,-305280,0.8866983372921615,0.8763286817102138,186,0.0069032066508313535,0.06798245614035088,0.4561456991162416,0.3500368422753134,0.4720898083585734,0.3001780250013258,130.89148975653205,122.0,6098.607243515182,27940,0.011694682560942941,0.741460456089277,0.8832916381845272,6,2,True
odds_100_500_race>=0.35_score>=0.3_expected>=3000_top3_by_ticket_score,2736,8190,2.9934210526315788,819000,734050,-84950,0.8962759462759463,0.8746520146520147,63,0.007692307692307693,0.023026315789473683,0.4557604069481433,0.3500368422753134,0.5188015396605711,0.300679816638363,117.78385836385837,110.8,6075.014673134065,17710,0.024126421905864722,0.5422844175491679,0.8898402373841522,6,2,True
odds_100_1000_race>=0.35_score>=0.3_expected>=3000_top3_by_ticket_score,2736,8190,2.9934210526315788,819000,734050,-84950,0.8962759462759463,0.8746520146520147,63,0.007692307692307693,0.023026315789473683,0.4557604069481433,0.3500368422753134,0.5188015396605711,0.300679816638363,117.78385836385837,110.8,6075.014673134065,17710,0.024126421905864722,0.5422844175491679,0.8898402373841522,6,2,True
odds_100_500_race>=0.4_score>=0.2_expected>=5000_top5_by_ticket_score,1438,7152,4.973574408901252,715200,650720,-64480,0.9098434004474273,0.8730984340044743,51,0.007130872483221477,0.03546592489568846,0.5320441168176121,0.4000830274338122,0.495219636082942,0.2024746902497025,129.20349552572708,118.9,6258.748753660091,26280,0.04038603393164495,0.5512863070539419,0.8923280009749807,6,2,True
odds_100_1000_race>=0.4_score>=0.2_expected>=5000_top5_by_ticket_score,1438,7152,4.973574408901252,715200,650720,-64480,0.9098434004474273,0.8730984340044743,51,0.007130872483221477,0.03546592489568846,0.5320441168176121,0.4000830274338122,0.4952259233322889,0.2024746902497025,129.34977628635346,118.9,6263.525072137443,26280,0.04038603393164495,0.5512863070539419,0.8923280009749807,6,2,True
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top3_by_ticket_score,2741,8219,2.998540678584458,821900,734050,-87850,0.8931135174595449,0.8715658839274851,63,0.007665166078598369,0.022984312294782927,0.45570104341193507,0.3500368422753134,0.5178799652247573,0.2005840838985856,117.97706533641562,110.9,6069.07540396378,17710,0.024126421905864722,0.5406485671191553,0.8864708234191517,6,2,True
odds_100_1000_race>=0.35_score>=0.2_expected>=3000_top3_by_ticket_score,2741,8219,2.998540678584458,821900,734050,-87850,0.8931135174595449,0.8715658839274851,63,0.007665166078598369,0.022984312294782927,0.45570104341193507,0.3500368422753134,0.5178799652247573,0.2005840838985856,117.97706533641562,110.9,6069.07540396378,17710,0.024126421905864722,0.5406485671191553,0.8864708234191517,6,2,True
odds_100_500_race>=0.4_score>=0.5_expected>=3000_top5_by_expected_return,1183,3798,3.210481825866441,379800,349420,-30380,0.920010531858873,0.8707214323328067,29,0.007635597682991048,0.024513947590870666,0.5363968622357467,0.4000830274338122,0.5362417135899085,0.5000002401310523,120.184728804634,114.4,6430.901708527145,18720,0.05357449487722512,0.2659125188536953,0.9113280410039092,6,2,True
odds_100_500_race>=0.4_score>=0.5_expected>=5000_top5_by_expected_return,1183,3798,3.210481825866441,379800,349420,-30380,0.920010531858873,0.8707214323328067,29,0.007635597682991048,0.024513947590870666,0.5363968622357467,0.4000830274338122,0.5362417135899085,0.5000002401310523,120.184728804634,114.4,6430.901708527145,18720,0.05357449487722512,0.2659125188536953,0.9113280410039092,6,2,True
odds_100_1000_race>=0.4_score>=0.5_expected>=3000_top5_by_expected_return,1183,3798,3.210481825866441,379800,349420,-30380,0.920010531858873,0.8707214323328067,29,0.007635597682991048,0.024513947590870666,0.5363968622357467,0.4000830274338122,0.5362417135899085,0.5000002401310523,120.184728804634,114.4,6430.901708527145,18720,0.05357449487722512,0.2659125188536953,0.9113280410039092,6,2,True
odds_100_1000_race>=0.4_score>=0.5_expected>=5000_top5_by_expected_return,1183,3798,3.210481825866441,379800,349420,-30380,0.920010531858873,0.8707214323328067,29,0.007635597682991048,0.024513947590870666,0.5363968622357467,0.4000830274338122,0.5362417135899085,0.5000002401310523,120.184728804634,114.4,6430.901708527145,18720,0.05357449487722512,0.2659125188536953,0.9113280410039092,6,2,True
odds_100_500_race>=0.35_score>=0.4_expected>=5000_top3_by_ticket_score,2664,7785,2.9222972972972974,778500,694680,-83820,0.8923314065510597,0.869582530507386,59,0.007578676942838793,0.022147147147147148,0.45623080774702013,0.3500368422753134,0.5237731408568348,0.4001437315296319,119.13450224791266,112.7,6195.100563308591,17710,0.025493752519145506,0.47700237906423476,0.886820740823131,6,3,True
odds_100_1000_race>=0.35_score>=0.4_expected>=5000_top3_by_ticket_score,2664,7785,2.9222972972972974,778500,694680,-83820,0.8923314065510597,0.869582530507386,59,0.007578676942838793,0.022147147147147148,0.45623080774702013,0.3500368422753134,0.5237731408568348,0.4001437315296319,119.13450224791266,112.7,6195.100563308591,17710,0.025493752519145506,0.47700237906423476,0.886820740823131,6,3,True
odds_100_500_race>=0.4_score>=0.3_expected>=3000_top10_by_ticket_score,1439,14176,9.851285615010424,1417600,1252700,-164900,0.8836766365688488,0.8639672686230249,98,0.006913092550790068,0.06810284920083391,0.5325301152291296,0.4000830274338122,0.4715665489672951,0.3003069404745025,131.63410694130926,122.5,6129.05412611043,27940,0.022303823740720045,0.49210415791684164,0.8798807851056444,6,3,True
odds_100_1000_race>=0.4_score>=0.3_expected>=3000_top10_by_ticket_score,1439,14176,9.851285615010424,1417600,1252700,-164900,0.8836766365688488,0.8639672686230249,98,0.006913092550790068,0.06810284920083391,0.5325301152291296,0.4000830274338122,0.4715685946873953,0.3003069404745025,131.6812217832957,122.5,6130.953901780094,27940,0.022303823740720045,0.49210415791684164,0.8798807851056444,6,3,True
odds_100_500_race>=0.35_score>=0.5_expected>=3000_top2_by_ticket_score,2277,4119,1.8089591567852437,411900,372380,-39520,0.9040543821315853,0.8612527312454479,33,0.008011653313911144,0.014492753623188406,0.45486691646210475,0.3500368422753134,0.5523405927665052,0.5000397302325255,113.16229667394998,107.6,6241.210312771163,17630,0.04734411085450346,0.49319526627218935,0.9014857326252778,6,3,True
odds_100_500_race>=0.35_score>=0.5_expected>=5000_top2_by_ticket_score,2277,4119,1.8089591567852437,411900,372380,-39520,0.9040543821315853,0.8612527312454479,33,0.008011653313911144,0.014492753623188406,0.45486691646210475,0.3500368422753134,0.5523405927665052,0.5000397302325255,113.16229667394998,107.6,6241.210312771163,17630,0.04734411085450346,0.49319526627218935,0.9014857326252778,6,3,True
odds_100_1000_race>=0.35_score>=0.5_expected>=3000_top2_by_ticket_score,2277,4119,1.8089591567852437,411900,372380,-39520,0.9040543821315853,0.8612527312454479,33,0.008011653313911144,0.014492753623188406,0.45486691646210475,0.3500368422753134,0.5523405927665052,0.5000397302325255,113.16229667394998,107.6,6241.210312771163,17630,0.04734411085450346,0.49319526627218935,0.9014857326252778,6,3,True
odds_100_1000_race>=0.35_score>=0.5_expected>=5000_top2_by_ticket_score,2277,4119,1.8089591567852437,411900,372380,-39520,0.9040543821315853,0.8612527312454479,33,0.008011653313911144,0.014492753623188406,0.45486691646210475,0.3500368422753134,0.5523405927665052,0.5000397302325255,113.16229667394998,107.6,6241.210312771163,17630,0.04734411085450346,0.49319526627218935,0.9014857326252778,6,3,True
odds_100_500_race>=0.4_score>=0.2_expected>=5000_top10_by_ticket_score,1438,14175,9.857440890125174,1417500,1239710,-177790,0.8745749559082893,0.8548641975308642,90,0.006349206349206349,0.06258692628650904,0.5325080526140057,0.4000830274338122,0.46334058592600247,0.2018191663776785,142.1751111111111,130.5,6382.261157057423,27940,0.022537528938219423,0.4679615705931495,0.8731945780841096,6,2,True
odds_100_1000_race>=0.4_score>=0.2_expected>=5000_top10_by_ticket_score,1438,14178,9.85952712100139,1417800,1239710,-178090,0.8743898998448301,0.8546833121737903,90,0.006347862886161659,0.06258692628650904,0.5325219304474885,0.4000830274338122,0.4633072594459798,0.2018191663776785,142.38952602623786,130.5,6388.445255018925,27940,0.022537528938219423,0.4679615705931495,0.872993079712653,6,2,True
odds_100_500_race>=0.45_score>=0.3_expected>=3000_top10_by_ticket_score,1043,10314,9.888782358581016,1031400,909400,-122000,0.8817141749078922,0.8546247818499128,71,0.0068838471979833235,0.06807286673058485,0.5744567206866187,0.4500906629413549,0.47280454036158237,0.300679816638363,131.5466162497576,122.5,6145.0872359748255,27940,0.03072355399164284,0.49603815113719735,0.8731640287146308,6,3,True
odds_100_1000_race>=0.45_score>=0.3_expected>=3000_top10_by_ticket_score,1043,10314,9.888782358581016,1031400,909400,-122000,0.8817141749078922,0.8546247818499128,71,0.0068838471979833235,0.06807286673058485,0.5744567206866187,0.4500906629413549,0.47280454036158237,0.300679816638363,131.5466162497576,122.5,6145.0872359748255,27940,0.03072355399164284,0.49603815113719735,0.8731640287146308,6,3,True
odds_200_1000_race>=0.35_score>=0.2_expected>=3000_top5_by_ticket_score,2730,13515,4.950549450549451,1351500,1181540,-169960,0.8742434332223455,0.8531779504254532,54,0.003995560488346282,0.01978021978021978,0.4561650296912013,0.3500368422753134,0.34384122677969636,0.2001305882164407,238.5882130965594,223.2,8128.1840641578865,28470,0.024095671750427407,0.665949656750572,0.8848079112251623,6,2,True
odds_200_2000_race>=0.35_score>=0.2_expected>=3000_top5_by_ticket_score,2730,13526,4.954578754578755,1352600,1181540,-171060,0.8735324560106461,0.852484104687269,54,0.003992311104539406,0.01978021978021978,0.45613611992443,0.3500368422753134,0.34437469807108906,0.2001305882164407,255.65381487505545,223.6,8706.870663583624,28470,0.024095671750427407,0.6644292237442923,0.8841821078601876,6,2,True
odds_100_500_race>=0.45_score>=0.3_expected>=5000_top10_by_ticket_score,1038,10056,9.6878612716763,1005600,884640,-120960,0.8797136038186157,0.8519291964996022,65,0.006463802704852824,0.0626204238921002,0.5749488107304647,0.4500906629413549,0.4702816073436467,0.3003644917307908,138.71663683373112,129.35000000000002,6389.21190548333,27940,0.031583468981732685,0.5955874534821903,0.8711879146501258,6,1,True
odds_100_1000_race>=0.45_score>=0.3_expected>=5000_top10_by_ticket_score,1038,10057,9.688824662813103,1005700,884640,-121060,0.8796261310529979,0.851844486427364,65,0.006463159988068012,0.0626204238921002,0.574949386369015,0.4500906629413549,0.4702701584826883,0.3003644917307908,138.79825991846477,129.4,6392.008416690819,27940,0.031583468981732685,0.5955874534821903,0.8711139189197324,6,1,True
odds_100_500_race>=0.35_score>=0.2_expected>=5000_top3_by_ticket_score,2730,8174,2.994139194139194,817400,720960,-96440,0.8820161487643748,0.849865426963543,60,0.007340347443112307,0.02197802197802198,0.4558844585015814,0.3500368422753134,0.5153348173504648,0.2024746902497025,122.4226327379496,113.9,6200.735859306654,26280,0.03645139813581891,0.4543051359516616,0.8755858787416804,6,3,True
odds_100_1000_race>=0.35_score>=0.2_expected>=5000_top3_by_ticket_score,2730,8174,2.994139194139194,817400,720960,-96440,0.8820161487643748,0.849865426963543,60,0.007340347443112307,0.02197802197802198,0.4558844585015814,0.3500368422753134,0.5153348173504648,0.2024746902497025,122.4226327379496,113.9,6200.735859306654,26280,0.03645139813581891,0.4543051359516616,0.8755858787416804,6,3,True
odds_100_500_race>=0.4_score>=0.3_expected>=5000_top3_by_ticket_score,1430,4265,2.9825174825174825,426500,378230,-48270,0.8868229777256741,0.8454865181711606,32,0.007502930832356389,0.022377622377622378,0.5321149936313516,0.4000830274338122,0.5154972954884103,0.3009832716281505,122.26518171160609,114.1,6227.317720067958,17630,0.046611849932580704,0.33031746031746034,0.8822354481304179,6,2,True
odds_100_1000_race>=0.4_score>=0.3_expected>=5000_top3_by_ticket_score,1430,4265,2.9825174825174825,426500,378230,-48270,0.8868229777256741,0.8454865181711606,32,0.007502930832356389,0.022377622377622378,0.5321149936313516,0.4000830274338122,0.5154972954884103,0.3009832716281505,122.26518171160609,114.1,6227.317720067958,17630,0.046611849932580704,0.33031746031746034,0.8822354481304179,6,2,True
odds_100_500_race>=0.4_score>=0.4_expected>=3000_top10_by_ticket_score,1417,12521,8.836273817925195,1252100,1078590,-173510,0.8614248063253733,0.8449884194553151,87,0.006948326810957591,0.061397318278052226,0.5345656525811318,0.4000830274338122,0.4853087203278456,0.4000031378191538,128.54738439421772,120.2,6188.644150588099,20580,0.019080466164158764,0.5498357578601596,0.8560658471600943,6,1,True
odds_100_1000_race>=0.4_score>=0.4_expected>=3000_top10_by_ticket_score,1417,12521,8.836273817925195,1252100,1078590,-173510,0.8614248063253733,0.8449884194553151,87,0.006948326810957591,0.061397318278052226,0.5345656525811318,0.4000830274338122,0.485310501945682,0.4000031378191538,128.57949844261643,120.2,6190.067738803625,20580,0.019080466164158764,0.5498357578601596,0.8560658471600943,6,1,True
odds_100_500_race>=0.45_score>=0.4_expected>=3000_top10_by_ticket_score,1028,9166,8.916342412451362,916600,794680,-121920,0.8669866899410866,0.8445341479380318,64,0.006982325987344534,0.0622568093385214,0.5763492372953434,0.4500906629413549,0.4857549275110004,0.4000031378191538,128.72189613790093,120.6,6203.770729651449,20580,0.025897216489656212,0.5606135986733002,0.8596873804528854,6,2,True
odds_100_1000_race>=0.45_score>=0.4_expected>=3000_top10_by_ticket_score,1028,9166,8.916342412451362,916600,794680,-121920,0.8669866899410866,0.8445341479380318,64,0.006982325987344534,0.0622568093385214,0.5763492372953434,0.4500906629413549,0.4857549275110004,0.4000031378191538,128.72189613790093,120.6,6203.770729651449,20580,0.025897216489656212,0.5606135986733002,0.8596873804528854,6,2,True
odds_100_500_race>=0.4_score>=0.3_expected>=5000_top10_by_ticket_score,1430,13768,9.627972027972028,1376800,1190580,-186220,0.8647443346891343,0.8444509006391633,88,0.006391632771644393,0.06153846153846154,0.5333098244897571,0.4000830274338122,0.46935189221329443,0.3001976897222904,138.8020918070889,129.2,6376.3120353929435,27940,0.023467553629323522,0.47733276523221135,0.8634391583722444,6,2,True
odds_100_1000_race>=0.4_score>=0.3_expected>=5000_top10_by_ticket_score,1430,13769,9.628671328671329,1376900,1190580,-186320,0.8646815309753795,0.8443895707749292,88,0.006391168567070956,0.06153846153846154,0.5333132690524081,0.4000830274338122,0.46934795946128477,0.3001976897222904,138.92056794247947,129.2,6380.516405837343,27940,0.023467553629323522,0.47733276523221135,0.8633821203160826,6,2,True
odds_100_500_race>=0.4_score>=0.4_expected>=5000_top3_by_expected_return,1400,4101,2.9292857142857143,410100,367170,-42930,0.8953182150694953,0.844379419653743,22,0.0053645452328700315,0.015714285714285715,0.5325034153660373,0.4000830274338122,0.4521514001133666,0.4000078210908384,174.19568397951718,172.4,7800.366214104117,20890,0.05689462646730398,0.36807387862796836,0.8816588317870003,6,3,True
odds_100_1000_race>=0.4_score>=0.4_expected>=5000_top3_by_expected_return,1400,4101,2.9292857142857143,410100,367170,-42930,0.8953182150694953,0.844379419653743,22,0.0053645452328700315,0.015714285714285715,0.5325034153660373,0.4000830274338122,0.4521328713844522,0.4000078210908384,174.33272372592052,172.4,7805.5876044440065,20890,0.05689462646730398,0.36807387862796836,0.8816588317870003,6,3,True
odds_100_500_race>=0.35_score>=0.2_expected>=5000_top2_by_ticket_score,2730,5455,1.9981684981684982,545500,486150,-59350,0.8912007332722273,0.8430247479376719,41,0.007516040329972502,0.015018315018315019,0.45586590329716126,0.3500368422753134,0.5272462528194343,0.2031462291488997,119.27589367552704,110.6,6200.902287202123,26280,0.05405738969453872,0.631573896353167,0.8886272319878135,6,2,True
odds_100_1000_race>=0.35_score>=0.2_expected>=5000_top2_by_ticket_score,2730,5455,1.9981684981684982,545500,486150,-59350,0.8912007332722273,0.8430247479376719,41,0.007516040329972502,0.015018315018315019,0.45586590329716126,0.3500368422753134,0.5272462528194343,0.2031462291488997,119.27589367552704,110.6,6200.902287202123,26280,0.05405738969453872,0.631573896353167,0.8886272319878135,6,2,True
odds_200_1000_race>=0.35_score>=0.2_expected>=5000_top5_by_ticket_score,2725,13448,4.935045871559633,1344800,1161240,-183560,0.8635038667459846,0.8423334324806663,53,0.003941106484235574,0.019449541284403668,0.4563458559233626,0.3500368422753134,0.344437521407236,0.2001305882164407,238.97871058893517,223.4,8150.58132718953,28470,0.024516895732148394,0.6435833333333333,0.8748361047986011,6,2,True
odds_100_500_race>=0.35_score>=0.4_expected>=3000_top10_by_ticket_score,2701,23616,8.743428359866716,2361600,2009680,-351920,0.8509823848238482,0.8422679539295393,161,0.006817411924119241,0.05960755275823769,0.45782197308373346,0.3500368422753134,0.48691251541007974,0.4000016753226429,127.58434959349593,119.8,6162.486563969556,20580,0.010240436288364317,0.6380392156862745,0.8424752156398777,6,1,True
odds_100_1000_race>=0.35_score>=0.4_expected>=3000_top10_by_ticket_score,2701,23616,8.743428359866716,2361600,2009680,-351920,0.8509823848238482,0.8422679539295393,161,0.006817411924119241,0.05960755275823769,0.45782197308373346,0.3500368422753134,0.4869134600085269,0.4000016753226429,127.60137618563687,119.8,6163.241338192395,20580,0.010240436288364317,0.6380392156862745,0.8424752156398777,6,1,True
odds_200_2000_race>=0.35_score>=0.2_expected>=5000_top5_by_ticket_score,2725,13465,4.941284403669725,1346500,1161240,-185260,0.8624136650575567,0.8412699591533606,53,0.003936130709246194,0.019449541284403668,0.45627785808102134,0.3500368422753134,0.3449161659647392,0.2001305882164407,256.3859561826959,223.8,8736.621248346033,28470,0.024516895732148394,0.6427798585101956,0.8739080444110732,6,2,True
odds_100_500_race>=0.35_score>=0.5_expected>=3000_top5_by_expected_return,2277,7439,3.267018006148441,743900,644160,-99740,0.8659228390912758,0.8407581664202177,54,0.007259040193574405,0.023715415019762844,0.4555196678977572,0.3500368422753134,0.5374275149896941,0.5000002401310523,119.34153784110768,114.1,6399.1662098650595,18720,0.029061102831594635,0.27194127243066885,0.8588982689220419,6,2,True
odds_100_500_race>=0.35_score>=0.5_expected>=5000_top5_by_expected_return,2277,7439,3.267018006148441,743900,644160,-99740,0.8659228390912758,0.8407581664202177,54,0.007259040193574405,0.023715415019762844,0.4555196678977572,0.3500368422753134,0.5374275149896941,0.5000002401310523,119.34153784110768,114.1,6399.1662098650595,18720,0.029061102831594635,0.27194127243066885,0.8588982689220419,6,2,True
odds_100_1000_race>=0.35_score>=0.5_expected>=3000_top5_by_expected_return,2277,7439,3.267018006148441,743900,644160,-99740,0.8659228390912758,0.8407581664202177,54,0.007259040193574405,0.023715415019762844,0.4555196678977572,0.3500368422753134,0.5374275149896941,0.5000002401310523,119.34153784110768,114.1,6399.1662098650595,18720,0.029061102831594635,0.27194127243066885,0.8588982689220419,6,2,True
odds_100_1000_race>=0.35_score>=0.5_expected>=5000_top5_by_expected_return,2277,7439,3.267018006148441,743900,644160,-99740,0.8659228390912758,0.8407581664202177,54,0.007259040193574405,0.023715415019762844,0.4555196678977572,0.3500368422753134,0.5374275149896941,0.5000002401310523,119.34153784110768,114.1,6399.1662098650595,18720,0.029061102831594635,0.27194127243066885,0.8588982689220419,6,2,True
odds_100_500_race>=0.35_score>=0.3_expected>=5000_top10_by_ticket_score,2718,26040,9.580573951434879,2604000,2215870,-388130,0.8509485407066052,0.8402188940092166,166,0.006374807987711214,0.061074319352465045,0.45695202070515223,0.3500368422753134,0.4704398102619048,0.3000215682470028,137.71295314900152,128.2,6337.850720400379,27940,0.01260904294927049,0.6895494220334984,0.8483832832826089,6,0,True
odds_100_1000_race>=0.35_score>=0.3_expected>=5000_top10_by_ticket_score,2718,26042,9.5813097866078,2604200,2215870,-388330,0.8508831886951848,0.8401543660241149,166,0.006374318408724368,0.061074319352465045,0.45695319886541497,0.3500368422753134,0.4704311782169991,0.3000215682470028,137.81316719145994,128.2,6341.1320073311645,27940,0.01260904294927049,0.6895494220334984,0.8483178683033473,6,0,True
odds_100_500_race>=0.4_score>=0.5_expected>=3000_top10_by_ticket_score,1183,4583,3.8740490278951816,458300,403650,-54650,0.8807549639973816,0.8399083569714161,34,0.007418721361553567,0.028740490278951817,0.5383148295652952,0.4000830274338122,0.537017927405686,0.5000002401310523,117.60349116299368,111.7,6303.7278509616035,18720,0.0463768115942029,0.21900621118012423,0.8749381092032832,6,2,True
odds_100_500_race>=0.4_score>=0.5_expected>=5000_top10_by_ticket_score,1183,4583,3.8740490278951816,458300,403650,-54650,0.8807549639973816,0.8399083569714161,34,0.007418721361553567,0.028740490278951817,0.5383148295652952,0.4000830274338122,0.537017927405686,0.5000002401310523,117.60349116299368,111.7,6303.7278509616035,18720,0.0463768115942029,0.21900621118012423,0.8749381092032832,6,2,True
odds_100_1000_race>=0.4_score>=0.5_expected>=3000_top10_by_ticket_score,1183,4583,3.8740490278951816,458300,403650,-54650,0.8807549639973816,0.8399083569714161,34,0.007418721361553567,0.028740490278951817,0.5383148295652952,0.4000830274338122,0.537017927405686,0.5000002401310523,117.60349116299368,111.7,6303.7278509616035,18720,0.0463768115942029,0.21900621118012423,0.8749381092032832,6,2,True
odds_100_1000_race>=0.4_score>=0.5_expected>=5000_top10_by_ticket_score,1183,4583,3.8740490278951816,458300,403650,-54650,0.8807549639973816,0.8399083569714161,34,0.007418721361553567,0.028740490278951817,0.5383148295652952,0.4000830274338122,0.537017927405686,0.5000002401310523,117.60349116299368,111.7,6303.7278509616035,18720,0.0463768115942029,0.21900621118012423,0.8749381092032832,6,2,True
odds_100_500_race>=0.35_score>=0.4_expected>=5000_top2_by_ticket_score,2664,5274,1.9797297297297298,527400,459870,-67530,0.8719567690557452,0.8385286310200986,40,0.0075843761850587785,0.015015015015015015,0.45587246635469675,0.3500368422753134,0.5334762482334301,0.4001437315296319,116.97328403488815,109.9,6200.573037189639,17630,0.03833692130384674,0.6554780876494024,0.8723172792432208,6,2,True
odds_100_1000_race>=0.35_score>=0.4_expected>=5000_top2_by_ticket_score,2664,5274,1.9797297297297298,527400,459870,-67530,0.8719567690557452,0.8385286310200986,40,0.0075843761850587785,0.015015015015015015,0.45587246635469675,0.3500368422753134,0.5334762482334301,0.4001437315296319,116.97328403488815,109.9,6200.573037189639,17630,0.03833692130384674,0.6554780876494024,0.8723172792432208,6,2,True
odds_100_500_race>=0.35_score>=0.3_expected>=5000_top3_by_ticket_score,2718,8104,2.9816041206769683,810400,694680,-115720,0.8572063178677196,0.835352912142152,59,0.00728035538005923,0.021707137601177335,0.45594703980658613,0.3500368422753134,0.5175514395049988,0.3009832716281505,121.16913869693978,113.7,6195.716107475982,17710,0.025493752519145506,0.4584603658536585,0.8530772533375693,6,3,True
odds_100_1000_race>=0.35_score>=0.3_expected>=5000_top3_by_ticket_score,2718,8104,2.9816041206769683,810400,694680,-115720,0.8572063178677196,0.835352912142152,59,0.00728035538005923,0.021707137601177335,0.45594703980658613,0.3500368422753134,0.5175514395049988,0.3009832716281505,121.16913869693978,113.7,6195.716107475982,17710,0.025493752519145506,0.4584603658536585,0.8530772533375693,6,3,True
odds_100_500_race>=0.5_score>=0.4_expected>=3000_top10_by_expected_return,783,7067,9.025542784163473,706700,610370,-96330,0.8636903919626433,0.8341304655440781,41,0.005801613131456064,0.05236270753512133,0.6069999542454079,0.5001748065414573,0.4578445530454752,0.4000031378191538,153.4761001839536,149.9,6954.954336270629,20890,0.03422514212690663,0.4577079107505071,0.8445103427743587,6,1,True
odds_100_1000_race>=0.5_score>=0.4_expected>=3000_top10_by_expected_return,783,7067,9.025542784163473,706700,610370,-96330,0.8636903919626433,0.8341304655440781,41,0.005801613131456064,0.05236270753512133,0.6069999542454079,0.5001748065414573,0.4578353547880643,0.4000031378191538,153.53524833734258,149.9,6957.200034652559,20890,0.03422514212690663,0.4577079107505071,0.8445103427743587,6,1,True
odds_100_500_race>=0.35_score>=0.4_expected>=3000_top5_by_ticket_score,2701,12973,4.803035912624954,1297300,1100000,-197300,0.8479149001772913,0.8334849302397287,93,0.007168735065135281,0.03443169196593854,0.45633816681717704,0.3500368422753134,0.5082355012628816,0.4001437315296319,120.7352963847992,114.3,6100.656580231911,18720,0.017018181818181818,0.4956232159847764,0.8337112329783354,6,2,True
odds_100_1000_race>=0.35_score>=0.4_expected>=3000_top5_by_ticket_score,2701,12973,4.803035912624954,1297300,1100000,-197300,0.8479149001772913,0.8334849302397287,93,0.007168735065135281,0.03443169196593854,0.45633816681717704,0.3500368422753134,0.5082355012628816,0.4001437315296319,120.7352963847992,114.3,6100.656580231911,18720,0.017018181818181818,0.4956232159847764,0.8337112329783354,6,2,True
odds_100_500_race>=0.6_score>=0.4_expected>=5000_top10_by_expected_return,382,3416,8.942408376963352,341600,304340,-37260,0.8909250585480094,0.8318208430913349,20,0.00585480093676815,0.05235602094240838,0.6628601215883995,0.600386893407325,0.4571674831230761,0.4000031378191538,159.2989754098361,156.64999999999998,7204.46549982493,20190,0.06634027732141684,0.35838509316770184,0.9275698855930755,6,2,True
odds_100_1000_race>=0.6_score>=0.4_expected>=5000_top10_by_expected_return,382,3416,8.942408376963352,341600,304340,-37260,0.8909250585480094,0.8318208430913349,20,0.00585480093676815,0.05235602094240838,0.6628601215883995,0.600386893407325,0.4571484538241525,0.4000031378191538,159.42134074941453,156.7,7209.111386963428,20190,0.06634027732141684,0.35838509316770184,0.9275698855930755,6,2,True
odds_100_500_race>=0.35_score>=0.2_expected>=5000_top10_by_ticket_score,2730,26930,9.864468864468865,2693000,2265000,-428000,0.8410694392870405,0.8306943928704048,168,0.00623839584106944,0.06153846153846154,0.4561604102178914,0.3500368422753134,0.4635670998784085,0.200146291614528,141.46950241366505,129.8,6343.775303818765,27940,0.012335540838852098,0.6711825487944891,0.8387764911295812,6,0,True
odds_100_1000_race>=0.35_score>=0.2_expected>=5000_top10_by_ticket_score,2730,26937,9.867032967032968,2693700,2265000,-428700,0.8408508742621673,0.8304785239633218,168,0.006236774696514088,0.06153846153846154,0.4561626875574252,0.3500368422753134,0.463515640116719,0.200146291614528,141.7101050599547,129.8,6349.725462452321,27940,0.012335540838852098,0.6705666437256251,0.8385826988454212,6,0,True
odds_200_1000_race>=0.45_score>=0.2_expected>=3000_top5_by_ticket_score,1045,5176,4.95311004784689,517600,457690,-59910,0.8842542503863987,0.830274343122102,21,0.004057187017001545,0.020095693779904306,0.5743634483160169,0.4500906629413549,0.3505658669952703,0.2014862950135232,235.64710200927354,221.6,8195.447050790905,27940,0.06104568594463502,0.0,0.8769644241437716,6,2,True
odds_200_2000_race>=0.45_score>=0.2_expected>=3000_top5_by_ticket_score,1045,5178,4.955023923444976,517800,457690,-60110,0.8839127076091154,0.8299536500579374,21,0.004055619930475087,0.020095693779904306,0.5743699377528425,0.4500906629413549,0.35141965041579815,0.2014862950135232,258.72624565469295,222.0,9022.354452576195,27940,0.06104568594463502,0.0,0.8769644241437716,6,2,True
odds_100_500_race>=0.5_score>=0.4_expected>=5000_top10_by_expected_return,773,6721,8.694695989650711,672100,577770,-94330,0.8596488617765213,0.8285671775033477,38,0.005653920547537569,0.04915912031047866,0.606774066406152,0.5001748065414573,0.45885819799097327,0.4000031378191538,155.8280017854486,152.3,7070.340123694242,20890,0.03615625594959932,0.4873650107991361,0.8383825536466191,6,1,True
odds_100_1000_race>=0.5_score>=0.4_expected>=5000_top10_by_expected_return,773,6721,8.694695989650711,672100,577770,-94330,0.8596488617765213,0.8285671775033477,38,0.005653920547537569,0.04915912031047866,0.606774066406152,0.5001748065414573,0.45884852620327454,0.4000031378191538,155.8901949114715,152.3,7072.701431604541,20890,0.03615625594959932,0.4873650107991361,0.8383825536466191,6,1,True
