strategy,race_count,tickets,avg_tickets_per_race,bet,return,profit,roi,roi_without_max_hit,hit_count,hit_rate_per_ticket,hit_rate_per_race,avg_odds,median_odds,avg_score,max_hit_payout,max_hit_share,day
middle_plus_high_top5,14,55,3.9285714285714284,5500,3030,-2470,0.5509090909090909,0.0,1,0.01818181818181818,0.07142857142857142,144.89454545454547,146.1,0.49486741466134776,3030,1.0,2026-05-03
middle_plus_high_top5,18,66,3.6666666666666665,6600,14190,7590,2.15,0.0,1,0.015151515151515152,0.05555555555555555,142.74242424242425,143.5,0.48315865068928066,14190,1.0,2026-05-04
middle_plus_high_top5,14,52,3.7142857142857144,5200,0,-5200,0.0,0.0,0,0.0,0.0,146.95576923076922,148.75,0.4947658171138816,0,0.0,2026-05-05
middle_plus_high_top5,20,64,3.2,6400,28130,21730,4.3953125,2.0671875,2,0.03125,0.1,135.75937499999998,143.14999999999998,0.508614737361175,14900,0.5296836118023462,2026-05-06
middle_plus_high_top5,2,2,1.0,200,0,-200,0.0,0.0,0,0.0,0.0,30.35,30.35,0.9076789828615199,0,0.0,2026-05-07
middle_plus_high_top5,3,3,1.0,300,0,-300,0.0,0.0,0,0.0,0.0,30.366666666666664,30.2,0.9087651215609993,0,0.0,2026-05-08
middle_plus_high_top5,16,63,3.9375,6300,0,-6300,0.0,0.0,0,0.0,0.0,147.05079365079365,159.3,0.514159803618246,0,0.0,2026-05-09
middle_plus_high_top5,12,44,3.6666666666666665,4400,0,-4400,0.0,0.0,0,0.0,0.0,169.36136363636365,179.85000000000002,0.49157773455682713,0,0.0,2026-05-10
middle_plus_high_top5,15,52,3.466666666666667,5200,0,-5200,0.0,0.0,0,0.0,0.0,161.77884615384616,183.25,0.5207248032103553,0,0.0,2026-05-11
middle_plus_high_top5,13,41,3.1538461538461537,4100,0,-4100,0.0,0.0,0,0.0,0.0,168.71463414634147,186.8,0.5271437910934857,0,0.0,2026-05-12
middle_plus_high_top5,3,4,1.3333333333333333,400,0,-400,0.0,0.0,0,0.0,0.0,30.25,30.200000000000003,0.9141106213036171,0,0.0,2026-05-13
middle_plus_high_top5,12,46,3.8333333333333335,4600,0,-4600,0.0,0.0,0,0.0,0.0,148.6130434782609,158.05,0.49474077258095955,0,0.0,2026-05-14
middle_plus_high_top5,13,55,4.230769230769231,5500,0,-5500,0.0,0.0,0,0.0,0.0,156.8272727272727,161.7,0.49561622031580327,0,0.0,2026-05-15
middle_plus_high_top5,17,69,4.0588235294117645,6900,14990,8090,2.172463768115942,0.4420289855072464,2,0.028985507246376812,0.11764705882352941,164.45507246376812,174.2,0.47985877053549847,11940,0.7965310206804537,2026-05-16
middle_plus_high_top5,15,57,3.8,5700,0,-5700,0.0,0.0,0,0.0,0.0,176.04912280701757,180.5,0.4892751396582006,0,0.0,2026-05-17
middle_plus_high_top5,5,5,1.0,500,0,-500,0.0,0.0,0,0.0,0.0,30.439999999999998,30.5,0.912737277653271,0,0.0,2026-05-18
middle_plus_high_top5,3,3,1.0,300,0,-300,0.0,0.0,0,0.0,0.0,30.433333333333337,30.4,0.9054320998843739,0,0.0,2026-05-19
middle_plus_high_top5,5,5,1.0,500,0,-500,0.0,0.0,0,0.0,0.0,30.419999999999998,30.3,0.9101103797690108,0,0.0,2026-05-20
middle_plus_high_top5,4,4,1.0,400,0,-400,0.0,0.0,0,0.0,0.0,30.525,30.5,0.9069439999815153,0,0.0,2026-05-21
middle_plus_high_top5,10,22,2.2,2200,3000,800,1.3636363636363635,0.0,1,0.045454545454545456,0.1,115.60454545454544,117.6,0.58040917600885,3000,1.0,2026-05-22
middle_plus_high_top5,19,66,3.473684210526316,6600,13000,6400,1.9696969696969697,0.0,1,0.015151515151515152,0.05263157894736842,148.01060606060608,149.39999999999998,0.47923053034355195,13000,1.0,2026-05-23
middle_plus_high_top5,21,83,3.9523809523809526,8300,3000,-5300,0.3614457831325301,0.0,1,0.012048192771084338,0.047619047619047616,148.75903614457832,150.9,0.4792453690136748,3000,1.0,2026-05-24
middle_plus_high_top5,3,3,1.0,300,0,-300,0.0,0.0,0,0.0,0.0,30.166666666666668,30.1,0.9174013171609411,0,0.0,2026-05-25
middle_plus_high_top5,5,5,1.0,500,3020,2520,6.04,0.0,1,0.2,0.2,30.32,30.3,0.9072309696458032,3020,1.0,2026-05-26
middle_plus_high_top5,6,15,2.5,1500,0,-1500,0.0,0.0,0,0.0,0.0,102.95333333333333,126.9,0.6052492006027196,0,0.0,2026-05-27
middle_plus_high_top5,6,7,1.1666666666666667,700,0,-700,0.0,0.0,0,0.0,0.0,30.400000000000002,30.5,0.9162759048125843,0,0.0,2026-05-28
middle_plus_high_top5,6,7,1.1666666666666667,700,0,-700,0.0,0.0,0,0.0,0.0,61.31428571428571,30.7,0.7837470033982952,0,0.0,2026-05-29
middle_plus_high_top5,10,44,4.4,4400,0,-4400,0.0,0.0,0,0.0,0.0,150.24772727272727,148.65,0.46693587927853475,0,0.0,2026-05-30
middle_plus_high_top5,6,24,4.0,2400,0,-2400,0.0,0.0,0,0.0,0.0,139.09166666666667,140.8,0.5358455554189624,0,0.0,2026-05-31
middle_plus_high_top5,11,35,3.1818181818181817,3500,3040,-460,0.8685714285714285,0.0,1,0.02857142857142857,0.09090909090909091,136.23999999999995,150.7,0.5258448209383167,3040,1.0,2026-06-01
middle_plus_high_top5,13,41,3.1538461538461537,4100,0,-4100,0.0,0.0,0,0.0,0.0,155.50243902439024,167.1,0.5237026902175335,0,0.0,2026-06-02
middle_plus_high_top5,6,6,1.0,600,0,-600,0.0,0.0,0,0.0,0.0,30.25,30.25,0.9060502062409778,0,0.0,2026-06-03
middle_plus_high_top5,10,42,4.2,4200,0,-4200,0.0,0.0,0,0.0,0.0,150.11190476190473,142.65,0.4545949301740202,0,0.0,2026-06-04
middle_plus_high_top5,8,36,4.5,3600,0,-3600,0.0,0.0,0,0.0,0.0,149.8361111111111,152.45,0.4643871003552163,0,0.0,2026-06-05
