strategy,race_count,tickets,avg_tickets_per_race,bet,return,profit,roi,roi_without_max_hit,hit_count,hit_rate_per_ticket,hit_rate_per_race,avg_odds,median_odds,avg_score,max_hit_payout,max_hit_share,day
middle_plus_high_top5,12,48,4.0,4800,0,-4800,0.0,0.0,0,0.0,0.0,151.48333333333332,158.95,0.4756604005250346,0,0.0,2026-06-06
middle_plus_high_top5,18,63,3.5,6300,3000,-3300,0.47619047619047616,0.0,1,0.015873015873015872,0.05555555555555555,149.3206349206349,162.9,0.5130202493629297,3000,1.0,2026-06-07
middle_plus_high_top5,1,1,1.0,100,0,-100,0.0,0.0,0,0.0,0.0,30.4,30.4,0.9011130620175738,0,0.0,2026-06-08
middle_plus_high_top5,4,4,1.0,400,0,-400,0.0,0.0,0,0.0,0.0,30.15,30.15,0.904296867123847,0,0.0,2026-06-09
middle_plus_high_top5,6,6,1.0,600,3060,2460,5.1,0.0,1,0.16666666666666666,0.16666666666666666,30.433333333333334,30.45,0.9066850147440828,3060,1.0,2026-06-10
middle_plus_high_top5,20,88,4.4,8800,40360,31560,4.586363636363636,2.35,3,0.03409090909090909,0.15,177.3897727272727,182.95,0.46458924675073326,19680,0.48761149653121905,2026-06-11
middle_plus_high_top5,18,84,4.666666666666667,8400,38810,30410,4.620238095238095,2.216666666666667,3,0.03571428571428571,0.16666666666666666,171.01666666666665,173.55,0.47172751699940124,20190,0.520226745684102,2026-06-12
middle_plus_high_top5,18,83,4.611111111111111,8300,0,-8300,0.0,0.0,0,0.0,0.0,180.95060240963855,185.0,0.46746803739254955,0,0.0,2026-06-13
middle_plus_high_top5,25,98,3.92,9800,18570,8770,1.8948979591836734,0.0,1,0.01020408163265306,0.04,178.69489795918366,191.5,0.4844596709853971,18570,1.0,2026-06-14
middle_plus_high_top5,5,5,1.0,500,0,-500,0.0,0.0,0,0.0,0.0,30.340000000000003,30.3,0.9056515682053796,0,0.0,2026-06-15
middle_plus_high_top5,12,50,4.166666666666667,5000,15310,10310,3.062,0.0,1,0.02,0.08333333333333333,156.52599999999998,156.45,0.4791213718020223,15310,1.0,2026-06-16
middle_plus_high_top5,15,55,3.6666666666666665,5500,0,-5500,0.0,0.0,0,0.0,0.0,152.5109090909091,151.3,0.4870970439405758,0,0.0,2026-06-17
middle_plus_high_top5,16,61,3.8125,6100,20890,14790,3.4245901639344263,0.0,1,0.01639344262295082,0.0625,153.54754098360655,161.1,0.4915945062207971,20890,1.0,2026-06-18
middle_plus_high_top5,21,69,3.2857142857142856,6900,0,-6900,0.0,0.0,0,0.0,0.0,135.37391304347827,142.6,0.5091242715509516,0,0.0,2026-06-19
middle_plus_high_top5,16,65,4.0625,6500,0,-6500,0.0,0.0,0,0.0,0.0,150.71230769230772,157.6,0.47608290150907406,0,0.0,2026-06-20
middle_plus_high_top5,16,63,3.9375,6300,0,-6300,0.0,0.0,0,0.0,0.0,155.15873015873018,164.7,0.4829002847082881,0,0.0,2026-06-21
middle_plus_high_top5,5,5,1.0,500,0,-500,0.0,0.0,0,0.0,0.0,30.24,30.1,0.9032386613349136,0,0.0,2026-06-22
middle_plus_high_top5,5,14,2.8,1400,0,-1400,0.0,0.0,0,0.0,0.0,115.25714285714287,113.65,0.5876113753950564,0,0.0,2026-06-23
middle_plus_high_top5,2,2,1.0,200,0,-200,0.0,0.0,0,0.0,0.0,30.200000000000003,30.200000000000003,0.9056975212662515,0,0.0,2026-06-24
middle_plus_high_top5,2,2,1.0,200,0,-200,0.0,0.0,0,0.0,0.0,30.4,30.4,0.9025505314052666,0,0.0,2026-06-25
middle_plus_high_top5,5,5,1.0,500,0,-500,0.0,0.0,0,0.0,0.0,30.340000000000003,30.3,0.9066251843909241,0,0.0,2026-06-26
