rule,race_count,tickets,avg_tickets_per_race,bet,return,profit,roi,roi_without_max_hit,hit_count,hit_rate_per_ticket,hit_rate_per_race,avg_score,min_score,avg_odds,median_odds,avg_direct_expected_return,avg_hit_payout,max_hit_payout,max_hit_share
odds_30_500_score>=0.5,13076,76979,5.887044967880086,7697900,24095280,16397380,3.130110809441536,3.115796515932917,4008,0.05206614791046909,0.3065157540532273,0.6672681001500804,0.5000002401310523,68.95300926226633,65.8,4385.731118568002,6011.796407185629,110190,0.0045730948135900475
odds_10plus_top10_by_direct_ticket_score,13326,133257,9.9997748761819,13325700,41615100,28289400,3.12292037191292,3.113717103041491,7960,0.059734197828256674,0.5973285306918805,0.5776928645979833,3.4323584620133306e-05,114.84005793316673,82.5,4575.3686712999,5228.027638190954,122640,0.0029470072161306834
odds_30plus_score>=0.8_top1,4845,4845,1.0,484500,1503440,1018940,3.1030753353973166,3.090877192982456,435,0.08978328173374613,0.08978328173374613,0.8326845249473257,0.800013643138211,34.89104231166151,33.8,2898.2801792057,3456.183908045977,5910,0.003930984941201511
odds_30_500_score>=0.8_top1,4845,4845,1.0,484500,1503440,1018940,3.1030753353973166,3.090877192982456,435,0.08978328173374613,0.08978328173374613,0.8326845249473257,0.800013643138211,34.89104231166151,33.8,2898.2801792057,3456.183908045977,5910,0.003930984941201511
odds_30plus_top5_by_direct_ticket_score,13326,66630,5.0,6663000,20612140,13949140,3.0935224373405372,3.080708389614288,3493,0.052423833108209514,0.2621191655410476,0.6410749006808861,8.196950517511168e-05,78.62164040222123,62.5,4257.746921872466,5900.98482679645,85380,0.004142219100006113
odds_30_500_top5_by_direct_ticket_score,13325,66592,4.997523452157599,6659200,20560590,13901390,3.087546552138395,3.074725192215281,3493,0.05245374819798174,0.2621388367729831,0.6412842851062815,1.825891546543702e-05,76.24692005045652,62.5,4230.615218390186,5886.226739192671,85380,0.0041526045701995905
odds_50_500_top2_by_direct_ticket_score,13325,26650,2.0,2665000,8212710,5547710,3.0816923076923075,3.074705440900563,1202,0.04510318949343339,0.09020637898686679,0.6397047797696856,0.0002477642554458,76.01750469043152,67.1,4588.723011913438,6832.537437603994,18620,0.002267217520160824
odds_50_1000_top2_by_direct_ticket_score,13326,26652,2.0,2665200,8212710,5547510,3.081461053579469,3.0744747110911,1202,0.04509980489269098,0.09019960978538195,0.6396782978408471,0.0002477642554458,76.23331457301516,67.1,4591.779547624141,6832.537437603994,18620,0.002267217520160824
odds_50_500_top3_by_direct_ticket_score,13325,39973,2.9998499061913697,3997300,12361950,8364650,3.092574988116979,3.0712155705100943,1677,0.04195331848998074,0.12585365853658537,0.6078563254496506,0.0001296827014009,84.34574838015659,73.5,4721.5498120280145,7371.466905187835,85380,0.006906677344593693
odds_50_1000_top3_by_direct_ticket_score,13326,39978,3.0,3997800,12361950,8364150,3.0921882035119315,3.070831457301516,1677,0.041948071439291613,0.12584421431787482,0.6078298511751781,0.0001296827014009,84.8508779828906,73.5,4728.2041750047765,7371.466905187835,85380,0.006906677344593693
odds_50plus_top3_by_direct_ticket_score,13326,39978,3.0,3997800,12351450,8353650,3.0895617589674322,3.068205012757016,1676,0.04192305768172495,0.12576917304517485,0.607861053278145,0.0001296827014009,86.00102556406023,73.5,4741.747659754285,7369.600238663485,85380,0.006912548729096584
odds_50plus_top2_by_direct_ticket_score,13326,26652,2.0,2665200,8195690,5530490,3.0750750412727,3.068088698784331,1201,0.045062284256340984,0.09012456851268197,0.6396943347993186,0.0002477642554458,76.71664040222122,67.1,4599.927974983322,6824.054954204829,18620,0.0022719258537109138
odds_30plus_score>=0.8_top2,4845,6079,1.2546955624355005,607900,1870640,1262740,3.0772166474749136,3.0674946537259418,539,0.08866589899654548,0.11124871001031991,0.8294933336648277,0.8000017257731068,35.25848001316006,34.3,2918.079982507422,3470.575139146568,5910,0.0031593465338066117
odds_30_500_score>=0.8_top2,4845,6079,1.2546955624355005,607900,1870640,1262740,3.0772166474749136,3.0674946537259418,539,0.08866589899654548,0.11124871001031991,0.8294933336648277,0.8000017257731068,35.25848001316006,34.3,2918.079982507422,3470.575139146568,5910,0.0031593465338066117
odds_30plus_score>=0.8_top3,4845,6314,1.3031991744066047,631400,1923060,1291660,3.0457079505859994,3.0363319607222046,553,0.08758314855875832,0.11413828689370485,0.8288063890956815,0.8000017257731068,35.376211593284765,34.45,2925.398141598633,3477.50452079566,5920,0.0030784270901583932
odds_30_500_score>=0.8_top3,4845,6314,1.3031991744066047,631400,1923060,1291660,3.0457079505859994,3.0363319607222046,553,0.08758314855875832,0.11413828689370485,0.8288063890956815,0.8000017257731068,35.376211593284765,34.45,2925.398141598633,3477.50452079566,5920,0.0030784270901583932
odds_30plus_score>=0.8_top5,4845,6365,1.3137254901960784,636500,1930610,1294110,3.0331657501963867,3.023864886095837,555,0.08719560094265515,0.11455108359133127,0.8286441217402268,0.8000017257731068,35.4019638648861,34.5,2926.9528844880756,3478.5765765765764,5920,0.003066388343580526
odds_30_500_score>=0.8_top5,4845,6365,1.3137254901960784,636500,1930610,1294110,3.0331657501963867,3.023864886095837,555,0.08719560094265515,0.11455108359133127,0.8286441217402268,0.8000017257731068,35.4019638648861,34.5,2926.9528844880756,3478.5765765765764,5920,0.003066388343580526
odds_30plus_score>=0.8,4845,6366,1.3139318885448916,636600,1930610,1294010,3.0326892868363178,3.0233898837574613,555,0.08718190386427899,0.11455108359133127,0.8286417126691341,0.8000017257731068,35.401445177505494,34.5,2926.903208980032,3478.5765765765764,5920,0.003066388343580526
odds_30plus_score>=0.8_top10,4845,6366,1.3139318885448916,636600,1930610,1294010,3.0326892868363178,3.0233898837574613,555,0.08718190386427899,0.11455108359133127,0.8286417126691341,0.8000017257731068,35.4014451775055,34.5,2926.903208980032,3478.5765765765764,5920,0.003066388343580526
odds_30_500_score>=0.8,4845,6366,1.3139318885448916,636600,1930610,1294010,3.0326892868363178,3.0233898837574613,555,0.08718190386427899,0.11455108359133127,0.8286417126691341,0.8000017257731068,35.401445177505494,34.5,2926.903208980032,3478.5765765765764,5920,0.003066388343580526
odds_30_500_score>=0.8_top10,4845,6366,1.3139318885448916,636600,1930610,1294010,3.0326892868363178,3.0233898837574613,555,0.08718190386427899,0.11455108359133127,0.8286417126691341,0.8000017257731068,35.4014451775055,34.5,2926.903208980032,3478.5765765765764,5920,0.003066388343580526
odds_50_1000_top5_by_direct_ticket_score,13326,66627,4.9997748761819,6662700,19990560,13327860,3.000369219685713,2.983830879373227,2394,0.03593137917060651,0.17964880684376408,0.5522609973096626,3.4323584620133306e-05,103.34803458057544,86.2,4966.391087916499,8350.275689223057,110190,0.005512101712008068
odds_50plus_top5_by_direct_ticket_score,13326,66630,5.0,6663000,19990560,13327560,3.000234128770824,2.9836965330932013,2394,0.03592976136875282,0.17964880684376408,0.5523212496046627,8.196950517511168e-05,106.10950923007654,86.2,5000.560062714753,8350.275689223057,110190,0.005512101712008068
odds_50_500_top5_by_direct_ticket_score,13325,66568,4.995722326454033,6656800,19948290,13291490,2.996678584304771,2.9801255858670834,2394,0.035963225573849296,0.17966228893058162,0.5525747460853038,1.825891546543702e-05,101.81200276409086,86.2,4951.18074343608,8332.619047619048,110190,0.005523781737682779
odds_all_top20_by_direct_expected_return,13326,265823,19.94769623292811,26582300,78641980,52059680,2.958433995553432,2.9339428868081394,1939,0.007294327428401606,0.1455050277652709,0.17112264211514405,2.130386201692704e-06,1253.1264931928388,694.3,9054.484533218763,40558.00928313564,651030,0.008278402959844094
odds_10plus_top20_by_direct_expected_return,13326,265714,19.939516734203814,26571400,78606940,52035540,2.9583288799235268,2.9338277245459405,1867,0.007026351641238324,0.14010205613087198,0.1707528914839358,2.130386201692704e-06,1253.7560655441564,694.8,9057.977222036592,42103.34226031066,651030,0.008282093158695656
odds_30plus_top20_by_direct_expected_return,13326,265515,19.924583520936515,26551500,78429290,51877790,2.953855337739864,2.9293358190686027,1773,0.006677588836788882,0.1330481764970734,0.16964815792806132,2.130386201692704e-06,1256.703063480406,696.5,9063.132328737842,44235.3581500282,651030,0.00830085290839685
odds_100plus_score>=0.5_top5,5783,9794,1.6935846446481064,979400,2978030,1998630,3.040667755768838,2.9281600980191955,250,0.025525832142127832,0.04323015735777278,0.5363443318732574,0.5000002401310523,115.90096998162142,110.7,6204.7893610489,11912.12,110190,0.03700097044019033
odds_100_1000_score>=0.5_top5,5783,9794,1.6935846446481064,979400,2978030,1998630,3.040667755768838,2.9281600980191955,250,0.025525832142127832,0.04323015735777278,0.5363443318732574,0.5000002401310523,115.90096998162142,110.7,6204.7893610489,11912.12,110190,0.03700097044019033
odds_50plus_top20_by_direct_expected_return,13326,265195,19.90057031367252,26519500,78137450,51617950,2.9464149022417465,2.9218657968664568,1691,0.006376439978129301,0.12689479213567462,0.16670968702293443,2.130386201692704e-06,1266.9181877486378,701.4,9067.912742375136,46207.83560023655,651030,0.008331856235390327
odds_100plus_score>=0.5,5783,9862,1.7053432474494208,986200,2978030,1991830,3.019701886027175,2.9079699858040966,250,0.025349827621172175,0.04323015735777278,0.5361571629580336,0.5000002401310523,116.01504765767592,110.8,6208.474605041857,11912.12,110190,0.03700097044019033
odds_100plus_score>=0.5_top10,5783,9862,1.7053432474494208,986200,2978030,1991830,3.019701886027175,2.9079699858040966,250,0.025349827621172175,0.04323015735777278,0.5361571629580335,0.5000002401310523,116.01504765767592,110.8,6208.474605041856,11912.12,110190,0.03700097044019033
odds_100_1000_score>=0.5,5783,9862,1.7053432474494208,986200,2978030,1991830,3.019701886027175,2.9079699858040966,250,0.025349827621172175,0.04323015735777278,0.5361571629580336,0.5000002401310523,116.01504765767592,110.8,6208.474605041857,11912.12,110190,0.03700097044019033
odds_100_1000_score>=0.5_top10,5783,9862,1.7053432474494208,986200,2978030,1991830,3.019701886027175,2.9079699858040966,250,0.025349827621172175,0.04323015735777278,0.5361571629580335,0.5000002401310523,116.01504765767592,110.8,6208.474605041856,11912.12,110190,0.03700097044019033
odds_100plus_score>=0.5_top3,5783,9280,1.6047034411205257,928000,2788300,1860300,3.0046336206896553,2.8858943965517243,235,0.025323275862068964,0.040636347916306416,0.5374738568565884,0.5000002401310523,115.41168103448275,110.1,6192.131651945471,11865.106382978724,110190,0.039518703152458486
odds_100_1000_score>=0.5_top3,5783,9280,1.6047034411205257,928000,2788300,1860300,3.0046336206896553,2.8858943965517243,235,0.025323275862068964,0.040636347916306416,0.5374738568565884,0.5000002401310523,115.41168103448275,110.1,6192.131651945471,11865.106382978724,110190,0.039518703152458486
odds_100plus_score>=0.6_top1,327,327,1.0,32700,106320,73620,3.251376146788991,2.879204892966361,10,0.03058103975535168,0.03058103975535168,0.6197105891976287,0.6000995675797837,108.42048929663609,105.1,6718.994444089166,10632.0,12170,0.11446576373212942
odds_100_1000_score>=0.6_top1,327,327,1.0,32700,106320,73620,3.251376146788991,2.879204892966361,10,0.03058103975535168,0.03058103975535168,0.6197105891976287,0.6000995675797837,108.42048929663609,105.1,6718.994444089166,10632.0,12170,0.11446576373212942
odds_100plus_top20_by_direct_expected_return,13326,264481,19.84699084496473,26448100,76617350,50169250,2.8968942948642815,2.872278916065804,1440,0.005444625511851513,0.1080594326879784,0.15372527016986856,1.5160490568725183e-06,1302.3917759687843,722.7,9055.730417803914,53206.493055555555,651030,0.008497161543697347
odds_100plus_score>=0.5_top2,5783,8264,1.429016081618537,826400,2465430,1639030,2.983337366892546,2.85,208,0.02516940948693127,0.035967490921666956,0.5394777280960217,0.5000002401310523,114.72497579864472,109.5,6178.591832201039,11853.028846153846,110190,0.04469402903347489
odds_100_1000_score>=0.5_top2,5783,8264,1.429016081618537,826400,2465430,1639030,2.983337366892546,2.85,208,0.02516940948693127,0.035967490921666956,0.5394777280960217,0.5000002401310523,114.72497579864472,109.5,6178.591832201039,11853.028846153846,110190,0.04469402903347489
odds_30plus_top10_by_direct_ticket_score,13326,133253,9.9994747110911,13325300,37854400,24529100,2.8407915769250973,2.8235762046633095,4857,0.03644946080013208,0.3644754615038271,0.5235512995358252,3.4323584620133306e-05,134.03735525654207,96.3,4956.568760236679,7793.782170063825,229400,0.006060061710131451
odds_30_500_top10_by_direct_ticket_score,13325,131952,9.902589118198874,13195200,37193140,23997940,2.8186870983387897,2.8103363344246395,4854,0.03678610403783194,0.36427767354596624,0.5276054000757722,1.1117716509794324e-05,117.09927852552444,95.6,4844.670842660414,7662.369180057684,110190,0.0029626431110683312
odds_all_top30_by_direct_expected_return,13326,395511,29.679648806843765,39551100,110831750,71280650,2.802241909833102,2.785781432121989,3961,0.010014892126894069,0.2972384811646406,0.18983005401545214,1.5160490568725183e-06,1147.1986341719953,548.2,7880.712797572596,27980.749810653877,651030,0.005874038802058074
odds_10plus_top30_by_direct_expected_return,13326,395026,29.64325378958427,39502600,110664610,71162010,2.801451296876661,2.7849706095294993,3627,0.009181674117653015,0.27217469608284556,0.18874678149754573,1.5160490568725183e-06,1149.0865008885492,549.3,7889.714945088868,30511.334436173147,651030,0.005882910534813253
odds_30plus_top30_by_direct_expected_return,13326,394188,29.580369203061682,39418800,109970440,70551640,2.7897967467299867,2.773281023268085,3257,0.00826255492303165,0.24440942518385111,0.18599498805004136,1.5160490568725183e-06,1156.2644489431439,552.7,7901.7847641211265,33764.335277863065,651030,0.005920045423115521
odds_50plus_top30_by_direct_expected_return,13326,392664,29.466006303466905,39266400,109143460,69877060,2.779563698225455,2.762983874253815,2979,0.007586638958498869,0.22354795137325528,0.18024467605281744,1.5160490568725183e-06,1173.4986591589757,561.3,7915.761533563067,36637.61664988251,651030,0.00596490160748065
odds_100plus_score>=0.6,327,344,1.0519877675840978,34400,106320,71920,3.0906976744186045,2.7369186046511627,10,0.029069767441860465,0.03058103975535168,0.6197139237912996,0.6000995675797837,108.46627906976742,105.0,6721.681686754036,10632.0,12170,0.11446576373212942
odds_100plus_score>=0.6_top2,327,344,1.0519877675840978,34400,106320,71920,3.0906976744186045,2.7369186046511627,10,0.029069767441860465,0.03058103975535168,0.6197139237912996,0.6000995675797837,108.46627906976742,105.0,6721.681686754036,10632.0,12170,0.11446576373212942
odds_100plus_score>=0.6_top3,327,344,1.0519877675840978,34400,106320,71920,3.0906976744186045,2.7369186046511627,10,0.029069767441860465,0.03058103975535168,0.6197139237912996,0.6000995675797837,108.46627906976742,105.0,6721.681686754036,10632.0,12170,0.11446576373212942
odds_100plus_score>=0.6_top5,327,344,1.0519877675840978,34400,106320,71920,3.0906976744186045,2.7369186046511627,10,0.029069767441860465,0.03058103975535168,0.6197139237912996,0.6000995675797837,108.46627906976742,105.0,6721.681686754036,10632.0,12170,0.11446576373212942
odds_100plus_score>=0.6_top10,327,344,1.0519877675840978,34400,106320,71920,3.0906976744186045,2.7369186046511627,10,0.029069767441860465,0.03058103975535168,0.6197139237912996,0.6000995675797837,108.46627906976742,105.0,6721.681686754036,10632.0,12170,0.11446576373212942
odds_100_1000_score>=0.6,327,344,1.0519877675840978,34400,106320,71920,3.0906976744186045,2.7369186046511627,10,0.029069767441860465,0.03058103975535168,0.6197139237912996,0.6000995675797837,108.46627906976742,105.0,6721.681686754036,10632.0,12170,0.11446576373212942
odds_100_1000_score>=0.6_top2,327,344,1.0519877675840978,34400,106320,71920,3.0906976744186045,2.7369186046511627,10,0.029069767441860465,0.03058103975535168,0.6197139237912996,0.6000995675797837,108.46627906976742,105.0,6721.681686754036,10632.0,12170,0.11446576373212942
odds_100_1000_score>=0.6_top3,327,344,1.0519877675840978,34400,106320,71920,3.0906976744186045,2.7369186046511627,10,0.029069767441860465,0.03058103975535168,0.6197139237912996,0.6000995675797837,108.46627906976742,105.0,6721.681686754036,10632.0,12170,0.11446576373212942
odds_100_1000_score>=0.6_top5,327,344,1.0519877675840978,34400,106320,71920,3.0906976744186045,2.7369186046511627,10,0.029069767441860465,0.03058103975535168,0.6197139237912996,0.6000995675797837,108.46627906976742,105.0,6721.681686754036,10632.0,12170,0.11446576373212942
odds_100_1000_score>=0.6_top10,327,344,1.0519877675840978,34400,106320,71920,3.0906976744186045,2.7369186046511627,10,0.029069767441860465,0.03058103975535168,0.6197139237912996,0.6000995675797837,108.46627906976742,105.0,6721.681686754036,10632.0,12170,0.11446576373212942
odds_100plus_top30_by_direct_expected_return,13326,388756,29.172745009755367,38875600,106046570,67170970,2.727843943244606,2.711097449299818,2329,0.005990904320447787,0.17477112411826504,0.15898592357033076,1.5160490568725183e-06,1228.089148720534,596.0,7909.92187847275,45533.09145556032,651030,0.006139095305015523
odds_all_top20_by_direct_ticket_score,13326,265823,19.94769623292811,26582300,72247230,45664930,2.717869785533983,2.709239982996204,11852,0.044586059144618786,0.8893891640402222,0.4322323764741109,1.2067853248077654e-05,249.40577677627596,145.8,5395.049420771702,6095.783833952076,229400,0.003175208239817637
odds_50plus_top10_by_direct_ticket_score,13326,133218,9.9968482665466,13321800,36302460,22980660,2.725041661036797,2.7078217658274406,3445,0.025859868786500324,0.2585171844514483,0.45126123903930154,3.384889470717796e-05,166.695486345689,120.0,5469.923887296693,10537.724238026125,229400,0.006319130990021062
odds_100plus_score>=0.5_top1,5783,5783,1.0,578300,1672950,1094650,2.892875670067439,2.70233442849732,140,0.024208888120352757,0.024208888120352757,0.5440941808717552,0.5000002401310523,113.57049974061904,108.4,6169.053659957235,11949.642857142857,110190,0.0658656863624137
odds_100_1000_score>=0.5_top1,5783,5783,1.0,578300,1672950,1094650,2.892875670067439,2.70233442849732,140,0.024208888120352757,0.024208888120352757,0.5440941808717552,0.5000002401310523,113.57049974061904,108.4,6169.053659957235,11949.642857142857,110190,0.0658656863624137
odds_all_top30_by_direct_ticket_score,13326,395511,29.679648806843765,39551100,107451740,67900640,2.7167825926459694,2.7003221149348566,12544,0.03171593204740197,0.9413177247486118,0.3379676076216723,1.5160490568725183e-06,481.20800306439014,222.7,5912.724564738244,8565.986926020409,651030,0.006058813007588337
odds_all_top50_by_direct_expected_return,13326,586858,44.038571214167796,58685800,159040260,100354460,2.710029683500949,2.6989361992168464,10777,0.018363897228971915,0.8087197958877382,0.2251797146959182,1.3730244733451562e-06,1036.8659299183107,455.1,6735.2818765494885,14757.377748909716,651030,0.004093491798869041
odds_10plus_top20_by_direct_ticket_score,13326,265714,19.939516734203814,26571400,71891910,45320510,2.7056124253897047,2.6965963404261726,9345,0.03516939265526092,0.7012606933813598,0.41790922385776985,1.2067853248077654e-05,266.7883498799461,150.8,5495.66682480659,7693.088282504013,239570,0.003332363822299338
odds_10plus_top50_by_direct_expected_return,13326,583220,43.76557106408524,58322000,157915180,99593180,2.7076434278659853,2.696480744830424,8646,0.014824594492644285,0.6488068437640703,0.22044640971000007,1.3730244733451562e-06,1043.3191257158533,459.6,6773.717307300312,18264.536201711773,651030,0.004122656225956238
odds_50_500_top10_by_direct_ticket_score,13325,131270,9.85140712945591,13127000,35394610,22267610,2.696321322465148,2.687927173002209,3438,0.02619029481221909,0.25801125703564726,0.45633182421563606,1.1117716509794324e-05,142.7882326502628,118.9,5317.274756297401,10295.116346713205,110190,0.0031131858777367514
odds_all_expected>=800,13308,656293,49.315674782085964,65629300,177459520,111830220,2.703967892389527,2.685071759107594,11156,0.01699850524079946,0.8382927562368501,0.22898366745903548,0.0008001012962008,1073.3988922630595,446.4,6490.316858145992,15907.092147723199,1240140,0.006988297950991866
odds_10plus_expected>=800,13308,655351,49.24489029155395,65535100,177122370,111587270,2.702709998153661,2.6837867036137886,10782,0.016452252304490267,0.8101893597835889,0.22791146565055673,0.0008001012962008,1074.9287864060634,447.4,6498.377999533537,16427.59877573734,1240140,0.007001600080215729
odds_50_1000_top10_by_direct_ticket_score,13326,133026,9.982440342188204,13302600,35797280,22494680,2.690998752123645,2.682715409017786,3442,0.025874641047614753,0.25829206063334836,0.45154543076277354,1.2067853248077654e-05,152.9918512170553,119.9,5352.736474683684,10400.139453805927,110190,0.0030781668327872955
odds_all_expected>=500,13311,660105,49.59093982420554,66010500,178209400,112198900,2.6997129244589875,2.680925913301672,12169,0.018434945955567675,0.914206295545038,0.23055746402276764,0.0005014560317376,1081.360048174154,445.8,6456.634556199585,14644.539403402086,1240140,0.006958892179649334
odds_all_expected>=300,13317,661742,49.69152211459037,66174200,178493620,112319420,2.6973294728156896,2.6785889364737314,12871,0.01945017846834567,0.9665089734925284,0.23156745497859157,0.0003061916863872,1083.1850039743588,445.2,6441.671525513501,13867.890606790459,1240140,0.006947811355946504
odds_all_expected>=200,13319,662195,49.71807192732187,66219500,178568440,112348940,2.6966141393396206,2.6778864231835033,13160,0.01987330016082876,0.9880621668293416,0.2319458708902283,0.0002009297833442,1083.1619699635305,444.9,6437.440013856122,13569.030395136779,1240140,0.006944900229850247
odds_all_expected>=150,13319,662349,49.7296343569337,66234900,178589900,112355000,2.696311159222706,2.6775877973696645,13279,0.020048343094048605,0.9969967715293941,0.2320880611500692,0.0002009297833442,1083.036087168547,444.8,6435.984960411338,13449.047368024701,1240140,0.006944065705843387
odds_10plus_expected>=500,13311,657226,49.37465254300954,65722600,177211450,111488850,2.696354830758369,2.6774855224838943,10784,0.016408358768521026,0.8101570129967696,0.2272804639096732,0.0005014560317376,1086.0644654958871,449.0,6481.738816460175,16432.8125,1240140,0.00699808054163543
odds_all_expected>=100,13319,662390,49.73271266611607,66239000,178593640,112354640,2.69620072766799,2.6774785247361828,13305,0.020086353960657617,0.998948870035288,0.23211275032649123,0.0001393654795295,1083.036211144492,444.8,6435.594920608956,13423.046974821496,1240140,0.00694392028741897
odds_all_expected>=80,13320,662401,49.72980480480481,66240100,178593640,112353540,2.6961559538708424,2.677434061844713,13305,0.02008602040153925,0.9988738738738738,0.23210903395084462,0.0001393654795295,1083.0356762746433,444.8,6435.489527158083,13423.046974821496,1240140,0.00694392028741897
odds_all_expected>=50,13324,662435,49.71742719903933,66243500,178593640,112350140,2.6960175715353203,2.6772966404250984,13305,0.020084989470665046,0.9985740018012609,0.2320973649623054,7.120309502326525e-05,1083.0621750058497,444.8,6435.162407984573,13423.046974821496,1240140,0.00694392028741897
odds_10plus_top30_by_direct_ticket_score,13326,395026,29.64325378958427,39502600,106358220,66855620,2.6924359409254075,2.6759552535782456,10025,0.025378076379782597,0.7522887588173496,0.3279817046364621,1.5160490568725183e-06,504.65646919443276,228.6,5977.017616887941,10609.298753117208,651030,0.006121106577375966
odds_10plus_expected>=300,13316,657808,49.399819765695405,65780800,177211450,111430650,2.693969212901029,2.675116599372461,10784,0.016393841364045435,0.8098528086512466,0.22708391993575155,0.0003061916863872,1089.6238996789336,449.5,6476.3701179501795,16432.8125,1240140,0.00699808054163543
odds_10plus_expected>=200,13319,657902,49.39575043171409,65790200,177211450,111421250,2.6935843028292967,2.6747343829324124,10784,0.016391499037850622,0.809670395675351,0.22705230311859553,0.0002009297833442,1090.1894466045094,449.5,6475.481281106249,16432.8125,1240140,0.00699808054163543
odds_10plus_expected>=150,13319,657925,49.397477288084694,65792500,177211450,111418950,2.6934901394535853,2.6746408785195883,10784,0.0163909260174032,0.809670395675351,0.22704457892383625,0.0002009297833442,1090.2777799901205,449.5,6475.2611218961465,16432.8125,1240140,0.00699808054163543
odds_10plus_expected>=100,13319,657940,49.39860349876117,65794000,177211450,111417450,2.6934287321032313,2.6745799009028177,10784,0.016390552329999697,0.809670395675351,0.2270395814411286,0.0001393654795295,1090.3204815028726,449.6,6475.116251294838,16432.8125,1240140,0.00699808054163543
odds_10plus_expected>=80,13320,657951,49.39572072072072,65795100,177211450,111416350,2.69338370182582,2.6745351857509148,10784,0.016390278303399494,0.8096096096096096,0.227035924746197,0.0001393654795295,1090.319821232888,449.6,6475.0094842834815,16432.8125,1240140,0.00699808054163543
odds_10plus_expected>=50,13324,657985,49.38344341038727,65798500,177211450,111412950,2.693244526850916,2.6743969847336944,10784,0.016389431370016035,0.8093665565896128,0.22702443898176466,7.120309502326525e-05,1090.346122783954,449.6,6474.6781106682065,16432.8125,1240140,0.00699808054163543
odds_all_top100_by_direct_ticket_score,13326,659797,49.512006603631995,65979700,177510930,111531230,2.6903870432875565,2.6715912621609372,13300,0.020157715176031415,0.9980489269098004,0.2328926346778357,1.3730244733451562e-06,1063.3469809653577,441.1,6425.4334851228305,13346.686466165413,1240140,0.00698627402830913
odds_all_expected>=1000,13308,653253,49.08724075743913,65325300,175650260,110324960,2.6888550071718003,2.6698709382123007,10717,0.01640558864635907,0.8053050796513376,0.22836823310028959,0.0010000111184665,1064.7194087130101,446.1,6516.320916899765,16389.872165718018,1240140,0.007060279899386428
odds_10plus_expected>=1000,13308,653253,49.08724075743913,65325300,175650260,110324960,2.6888550071718003,2.6698709382123007,10717,0.01640558864635907,0.8053050796513376,0.22836823310028959,0.0010000111184665,1064.7194087130101,446.1,6516.320916899765,16389.872165718018,1240140,0.007060279899386428
odds_all_top75_by_direct_expected_return,13326,639647,47.9999249587273,63964700,171546650,107581950,2.681895639313559,2.6697195484384357,12754,0.019939122672348968,0.9570763920156086,0.23248224575374576,1.3730244733451562e-06,1040.084114675751,442.5,6528.247680302919,13450.419476242747,778840,0.004540106146054149
odds_10plus_top100_by_direct_ticket_score,13326,655360,49.17904847666217,65536000,176128740,110592740,2.687511291503906,2.6685882568359376,10779,0.01644744873046875,0.8088698784331382,0.22780032011128845,1.3730244733451562e-06,1070.6527481079102,445.8,6464.997098888181,16339.988867241858,1240140,0.007041099595670758
odds_10plus_top75_by_direct_expected_return,13326,635319,47.675146330481766,63531900,170212630,106680730,2.6791679455517623,2.666908907178913,10304,0.01621862402981809,0.7732252739006453,0.22737439190755193,1.3730244733451562e-06,1047.1285360582638,447.2,6568.70530764864,16519.082880434784,778840,0.004575688654831313
odds_all_top100_by_direct_expected_return,13326,659797,49.512006603631995,65979700,177092750,111113050,2.6840490332632614,2.665253252136642,13209,0.020019793966932254,0.9912201710941018,0.2316792866615779,1.3730244733451562e-06,1079.043603562914,444.6,6443.402767205346,13406.976304035128,1240140,0.007002771146757843
odds_30plus_top50_by_direct_expected_return,13326,574903,43.14145279903947,57490300,153743320,96253020,2.6742480035762557,2.662923832368243,6384,0.011104481973480743,0.4790634849167042,0.2098305468308532,1.3730244733451562e-06,1058.8584945634304,470.5,6844.9588569761445,24082.600250626565,651030,0.004234525441495604
odds_10plus_top100_by_direct_expected_return,13326,655360,49.17904847666217,65536000,175716080,110180080,2.681214599609375,2.6622915649414063,10696,0.01632080078125,0.8026414527990394,0.22659798392655423,1.3730244733451562e-06,1086.3081800842285,449.4,6483.018991676737,16428.20493642483,1240140,0.007057635248862825
odds_all_top75_by_direct_ticket_score,13326,639647,47.9999249587273,63964700,170561710,106597010,2.6664974587545944,2.6563195012248944,13267,0.020741127528152246,0.9955725649107009,0.23918227293245947,1.3730244733451562e-06,957.31555029571,420.3,6412.137914744771,12856.087284239089,651030,0.003816976272107028
odds_10plus_top75_by_direct_ticket_score,13326,635319,47.675146330481766,63531900,169179520,105647620,2.66290666578522,2.652659372693088,10746,0.016914337521780398,0.8063935164340387,0.23393494005836935,1.3730244733451562e-06,965.0418471665414,425.1,6452.662077344208,15743.487809417458,651030,0.0038481608175741366
odds_all_top50_by_direct_ticket_score,13326,586858,44.038571214167796,58685800,156269300,97583500,2.6628128099131305,2.6517193256290277,13139,0.022388720951235223,0.9859672820051028,0.2551053399784431,1.3730244733451562e-06,860.2010755583121,370.8,6316.003541506177,11893.545931958291,651030,0.004166077406118796
odds_100_1000_expected>=100_top1,13306,13306,1.0,1330600,3623050,2292450,2.7228693822335788,2.6480986021343753,84,0.006312941530136781,0.006312941530136781,0.21090077733644275,0.030675490110876,554.0565759807605,517.6,9840.26620593314,43131.54761904762,99490,0.027460288983039153
