rule,race_count,tickets,avg_tickets_per_race,bet,return,profit,roi,roi_without_max_hit,hit_count,hit_rate_per_ticket,hit_rate_per_race,avg_score,min_score,avg_odds,median_odds,avg_direct_expected_return,avg_hit_payout,max_hit_payout,max_hit_share
odds_all_score>=0.6_top10,13264,71115,5.361504825090471,7111500,24861960,17750460,3.4960219363003584,3.484016030373339,9065,0.12746959150671447,0.6834288299155609,0.770264913488823,0.6000133209781857,47.47033818463053,46.8,3406.971634359318,2742.632101489244,85380,0.0034341620692817463
odds_all_score>=0.6,13264,71896,5.420386007237636,7189600,25047520,17857920,3.4838544564370757,3.4719789696227883,9090,0.12643262490263715,0.6853136308805791,0.7687564090592616,0.6000133209781857,47.82587904751308,47.1,3424.827288458691,2755.5027502750277,85380,0.003408720703686433
odds_100plus_expected>=300_top1,13306,13306,1.0,1330600,4864910,3534310,3.6561776642116337,3.467495866526379,44,0.0033067788967383136,0.0033067788967383136,0.1242762397737664,0.0050049898780224,1892.695152562754,1567.1999999999998,17612.545719171732,110566.13636363637,251060,0.05160629898600385
odds_100plus_expected>=500_top1,13306,13306,1.0,1330600,4864910,3534310,3.6561776642116337,3.467495866526379,44,0.0033067788967383136,0.0033067788967383136,0.1242762397737664,0.0050049898780224,1892.695152562754,1567.1999999999998,17612.545719171732,110566.13636363637,251060,0.05160629898600385
odds_100plus_expected>=800_top1,13306,13306,1.0,1330600,4864910,3534310,3.6561776642116337,3.467495866526379,44,0.0033067788967383136,0.0033067788967383136,0.1242762397737664,0.0050049898780224,1892.695152562754,1567.1999999999998,17612.545719171732,110566.13636363637,251060,0.05160629898600385
odds_100plus_expected>=1000_top1,13306,13306,1.0,1330600,4864910,3534310,3.6561776642116337,3.467495866526379,44,0.0033067788967383136,0.0033067788967383136,0.1242762397737664,0.0050049898780224,1892.695152562754,1567.1999999999998,17612.545719171732,110566.13636363637,251060,0.05160629898600385
odds_100plus_expected>=200_top1,13307,13307,1.0,1330700,4864910,3534210,3.6559029082437813,3.4672352896971517,44,0.0033065303975351318,0.0033065303975351318,0.12426696185837299,0.0008150196338287,1892.7715638385814,1567.3,17611.239984163338,110566.13636363637,251060,0.05160629898600385
odds_100plus_expected>=150_top1,13308,13308,1.0,1330800,4864910,3534110,3.655628193567779,3.4669747520288547,44,0.0033062819356777877,0.0033062819356777877,0.12425765745498397,0.0004439615574002,1892.8936579501053,1567.35,17609.928361675604,110566.13636363637,251060,0.05160629898600385
odds_100plus_expected>=100_top1,13311,13311,1.0,1331100,4864910,3533810,3.6548042971978063,3.4661933739012847,44,0.003305536774096612,0.003305536774096612,0.12422981894205061,0.0004439615574002,1892.8435955225002,1567.4,17605.987079476443,110566.13636363637,251060,0.05160629898600385
odds_100plus_expected>=80_top1,13312,13312,1.0,1331200,4864910,3533710,3.654529747596154,3.4659329927884617,44,0.0033052884615384615,0.0033052884615384615,0.12422052269514937,0.0004439615574002,1892.8344426081733,1567.5,17604.670875948246,110566.13636363637,251060,0.05160629898600385
odds_100plus_expected>=50_top1,13317,13317,1.0,1331700,4864910,3533210,3.6531576180821506,3.4646316738004055,44,0.003304047458136217,0.003304047458136217,0.12417402904801061,0.0001154516203323,1893.1750093864985,1567.6,17598.08690181704,110566.13636363637,251060,0.05160629898600385
odds_100plus_top1_by_direct_expected_return,13326,13326,1.0,1332600,4864910,3532310,3.65069037970884,3.4622917604682577,44,0.0033018159987993397,0.0033018159987993397,0.12409034687540871,1.941874750968996e-05,1893.7818400120066,1567.65,17586.221219615254,110566.13636363637,251060,0.05160629898600385
odds_50_500_top1_by_direct_ticket_score,13325,13325,1.0,1332500,4588230,3255730,3.4433245778611634,3.4311969981238275,717,0.05380863039399625,0.05380863039399625,0.6745197716386019,0.000851392312311,68.27374859287055,62.1,4449.775010880359,6399.205020920502,16160,0.0035220553459612966
odds_50plus_top1_by_direct_ticket_score,13326,13326,1.0,1332600,4588230,3255630,3.4430661864025214,3.430939516734204,717,0.05380459252588924,0.05380459252588924,0.6744865253201947,0.000851392312311,68.56438541197659,62.1,4453.603331600387,6399.205020920502,16160,0.0035220553459612966
odds_50_1000_top1_by_direct_ticket_score,13326,13326,1.0,1332600,4588230,3255630,3.4430661864025214,3.430939516734204,717,0.05380459252588924,0.05380459252588924,0.6744745963518981,0.000851392312311,68.41640402221222,62.1,4450.711578836027,6399.205020920502,16160,0.0035220553459612966
odds_30plus_expected>=500_top1,13306,13306,1.0,1330600,4806790,3476190,3.612498121148354,3.4238163234630994,40,0.0030061626333984666,0.0030061626333984666,0.1254920261801225,0.0050049898780224,1891.635344957162,1566.35,17615.07681640818,120169.75,251060,0.05223028257943451
odds_30plus_expected>=800_top1,13306,13306,1.0,1330600,4806790,3476190,3.612498121148354,3.4238163234630994,40,0.0030061626333984666,0.0030061626333984666,0.1254920261801225,0.0050049898780224,1891.635344957162,1566.35,17615.07681640818,120169.75,251060,0.05223028257943451
odds_30plus_expected>=1000_top1,13306,13306,1.0,1330600,4806790,3476190,3.612498121148354,3.4238163234630994,40,0.0030061626333984666,0.0030061626333984666,0.1254920261801225,0.0050049898780224,1891.635344957162,1566.35,17615.07681640818,120169.75,251060,0.05223028257943451
odds_50plus_expected>=300_top1,13306,13306,1.0,1330600,4806790,3476190,3.612498121148354,3.4238163234630994,40,0.0030061626333984666,0.0030061626333984666,0.1254920261801225,0.0050049898780224,1891.635344957162,1566.35,17615.07681640818,120169.75,251060,0.05223028257943451
odds_50plus_expected>=500_top1,13306,13306,1.0,1330600,4806790,3476190,3.612498121148354,3.4238163234630994,40,0.0030061626333984666,0.0030061626333984666,0.1254920261801225,0.0050049898780224,1891.635344957162,1566.35,17615.07681640818,120169.75,251060,0.05223028257943451
odds_50plus_expected>=800_top1,13306,13306,1.0,1330600,4806790,3476190,3.612498121148354,3.4238163234630994,40,0.0030061626333984666,0.0030061626333984666,0.1254920261801225,0.0050049898780224,1891.635344957162,1566.35,17615.07681640818,120169.75,251060,0.05223028257943451
odds_50plus_expected>=1000_top1,13306,13306,1.0,1330600,4806790,3476190,3.612498121148354,3.4238163234630994,40,0.0030061626333984666,0.0030061626333984666,0.1254920261801225,0.0050049898780224,1891.635344957162,1566.35,17615.07681640818,120169.75,251060,0.05223028257943451
odds_all_expected>=800_top1,13308,13308,1.0,1330800,4806790,3475990,3.611955214908326,3.423301773369402,40,0.003005710850616171,0.003005710850616171,0.12557132480045055,0.0050049898780224,1891.3540126239855,1566.05,17612.619297198482,120169.75,251060,0.05223028257943451
odds_all_expected>=1000_top1,13308,13308,1.0,1330800,4806790,3475990,3.611955214908326,3.423301773369402,40,0.003005710850616171,0.003005710850616171,0.12557132480045055,0.0050049898780224,1891.3540126239855,1566.05,17612.619297198482,120169.75,251060,0.05223028257943451
odds_10plus_expected>=800_top1,13308,13308,1.0,1330800,4806790,3475990,3.611955214908326,3.423301773369402,40,0.003005710850616171,0.003005710850616171,0.12557132480045055,0.0050049898780224,1891.3540126239855,1566.05,17612.619297198482,120169.75,251060,0.05223028257943451
odds_10plus_expected>=1000_top1,13308,13308,1.0,1330800,4806790,3475990,3.611955214908326,3.423301773369402,40,0.003005710850616171,0.003005710850616171,0.12557132480045055,0.0050049898780224,1891.3540126239855,1566.05,17612.619297198482,120169.75,251060,0.05223028257943451
odds_30plus_expected>=300_top1,13308,13308,1.0,1330800,4806790,3475990,3.611955214908326,3.423301773369402,40,0.003005710850616171,0.003005710850616171,0.12549034901747638,0.0050049898780224,1891.3556883077847,1566.05,17612.48243943234,120169.75,251060,0.05223028257943451
odds_50plus_expected>=200_top1,13308,13308,1.0,1330800,4806790,3475990,3.611955214908326,3.423301773369402,40,0.003005710850616171,0.003005710850616171,0.12547639368572763,0.0008150196338287,1891.5736474301173,1566.35,17612.46402792768,120169.75,251060,0.05223028257943451
odds_50plus_expected>=150_top1,13310,13310,1.0,1331000,4806790,3475790,3.611412471825695,3.422787377911345,40,0.003005259203606311,0.003005259203606311,0.12545934405653214,0.0004439615574002,1891.5594665664914,1566.35,17609.84286496057,120169.75,251060,0.05223028257943451
odds_all_expected>=500_top1,13311,13311,1.0,1331100,4806790,3475690,3.611141161445421,3.4225302381488993,40,0.00300503343099692,0.00300503343099692,0.12562415708973088,0.0050049898780224,1890.931492750357,1565.8,17608.772238661048,120169.75,251060,0.05223028257943451
odds_10plus_expected>=500_top1,13311,13311,1.0,1331100,4806790,3475690,3.611141161445421,3.4225302381488993,40,0.00300503343099692,0.00300503343099692,0.12562415708973088,0.0050049898780224,1890.931492750357,1565.8,17608.772238661048,120169.75,251060,0.05223028257943451
odds_30plus_expected>=200_top1,13311,13311,1.0,1331100,4806790,3475690,3.611141161445421,3.4225302381488993,40,0.00300503343099692,0.00300503343099692,0.12546938082268208,0.0008150196338287,1891.1550071369545,1566.0,17608.564074814218,120169.75,251060,0.05223028257943451
odds_50plus_expected>=100_top1,13311,13311,1.0,1331100,4806790,3475690,3.611141161445421,3.4225302381488993,40,0.00300503343099692,0.00300503343099692,0.12544996632209934,0.0004439615574002,1891.555405303884,1566.6,17608.52863959228,120169.75,251060,0.05223028257943451
odds_30plus_expected>=150_top1,13312,13312,1.0,1331200,4806790,3475590,3.610869891826923,3.4222731370192307,40,0.0030048076923076925,0.0030048076923076925,0.1254599888891435,0.0004439615574002,1891.277185997596,1566.05,17607.253047458646,120169.75,251060,0.05223028257943451
odds_50plus_expected>=80_top1,13313,13313,1.0,1331300,4806790,3475490,3.6105986629610154,3.422016074513633,40,0.0030045819875309846,0.0030045819875309846,0.1254323117999579,0.0004439615574002,1891.4088860512281,1566.6,17605.89679546195,120169.75,251060,0.05223028257943451
odds_30plus_expected>=100_top1,13314,13314,1.0,1331400,4806790,3475390,3.610327474838516,3.421759050623404,40,0.0030043563166591556,0.0030043563166591556,0.1254440079593648,0.0004439615574002,1891.1333708877876,1566.05,17604.625389436456,120169.75,251060,0.05223028257943451
odds_10plus_expected>=300_top1,13316,13316,1.0,1331600,4806790,3475190,3.6097852207870234,3.4212451186542507,40,0.0030039050765995794,0.0030039050765995794,0.12563574694778754,0.0050049898780224,1890.2312931811355,1565.55,17602.30665882303,120169.75,251060,0.05223028257943451
odds_30plus_expected>=80_top1,13316,13316,1.0,1331600,4806790,3475190,3.6097852207870234,3.4212451186542507,40,0.0030039050765995794,0.0030039050765995794,0.12542750378836665,0.0004439615574002,1890.9845824571944,1566.05,17601.994520993783,120169.75,251060,0.05223028257943451
odds_all_expected>=300_top1,13317,13317,1.0,1331700,4806790,3475090,3.6095141548396787,3.4209882105579337,40,0.003003679507396561,0.003003679507396561,0.12566808847435493,0.0050049898780224,1890.0899977472404,1565.5,17601.020793785676,120169.75,251060,0.05223028257943451
odds_50plus_expected>=50_top1,13317,13317,1.0,1331700,4806790,3475090,3.6095141548396787,3.4209882105579337,40,0.003003679507396561,0.003003679507396561,0.12539472415587574,0.0001154516203323,1891.8158143726064,1566.9,17600.628538992223,120169.75,251060,0.05223028257943451
odds_all_expected>=100_top1,13319,13319,1.0,1331900,4806790,3474890,3.6089721450559353,3.4204745100983556,40,0.003003228470605901,0.003003228470605901,0.12566086190579046,0.0050049898780224,1889.8108266386364,1565.3,17598.410486297606,120169.75,251060,0.05223028257943451
odds_all_expected>=150_top1,13319,13319,1.0,1331900,4806790,3474890,3.6089721450559353,3.4204745100983556,40,0.003003228470605901,0.003003228470605901,0.12566086190579046,0.0050049898780224,1889.8108266386364,1565.3,17598.410486297606,120169.75,251060,0.05223028257943451
odds_all_expected>=200_top1,13319,13319,1.0,1331900,4806790,3474890,3.6089721450559353,3.4204745100983556,40,0.003003228470605901,0.003003228470605901,0.12566086190579046,0.0050049898780224,1889.8108266386364,1565.3,17598.410486297606,120169.75,251060,0.05223028257943451
odds_10plus_expected>=100_top1,13319,13319,1.0,1331900,4806790,3474890,3.6089721450559353,3.4204745100983556,40,0.003003228470605901,0.003003228470605901,0.12561915360662296,0.0008150196338287,1890.0286282753962,1565.5,17598.39236842134,120169.75,251060,0.05223028257943451
odds_10plus_expected>=150_top1,13319,13319,1.0,1331900,4806790,3474890,3.6089721450559353,3.4204745100983556,40,0.003003228470605901,0.003003228470605901,0.12561915360662296,0.0008150196338287,1890.0286282753962,1565.5,17598.39236842134,120169.75,251060,0.05223028257943451
odds_10plus_expected>=200_top1,13319,13319,1.0,1331900,4806790,3474890,3.6089721450559353,3.4204745100983556,40,0.003003228470605901,0.003003228470605901,0.12561915360662296,0.0008150196338287,1890.0286282753962,1565.5,17598.39236842134,120169.75,251060,0.05223028257943451
odds_all_expected>=80_top1,13320,13320,1.0,1332000,4806790,3474790,3.6087012012012014,3.4202177177177178,40,0.003003003003003003,0.003003003003003003,0.12565372822957493,0.0050049898780224,1889.671201201201,1565.05,17597.09618527642,120169.75,251060,0.05223028257943451
odds_10plus_expected>=80_top1,13320,13320,1.0,1332000,4806790,3474790,3.6087012012012014,3.4202177177177178,40,0.003003003003003003,0.003003003003003003,0.12561202306166114,0.0008150196338287,1889.8889864864866,1565.4,17597.078068760362,120169.75,251060,0.05223028257943451
odds_30plus_expected>=50_top1,13322,13322,1.0,1332200,4806790,3474590,3.608159435520192,3.41970424861132,40,0.0030025521693439424,0.0030025521693439424,0.12537327781673632,0.0001154516203323,1891.1134889656207,1566.05,17594.095359753635,120169.75,251060,0.05223028257943451
odds_all_expected>=50_top1,13324,13324,1.0,1332400,4806790,3474390,3.6076178324827377,3.4191909336535575,40,0.003002101471029721,0.003002101471029721,0.1256170623182091,0.0001154516203323,1889.844851395977,1565.05,17591.83339428399,120169.75,251060,0.05223028257943451
odds_10plus_expected>=50_top1,13324,13324,1.0,1332400,4806790,3474390,3.6076178324827377,3.4191909336535575,40,0.003002101471029721,0.003002101471029721,0.1255753696706099,0.0001154516203323,1890.06257129991,1565.4,17591.81528320669,120169.75,251060,0.05223028257943451
odds_all_top1_by_direct_expected_return,13326,13326,1.0,1332600,4806790,3474190,3.6070763920156086,3.4186777727750264,40,0.0030016509079994,0.0030016509079994,0.12559900588778058,0.0001154516203323,1889.7525664115265,1565.05,17589.199787508453,120169.75,251060,0.05223028257943451
odds_10plus_top1_by_direct_expected_return,13326,13326,1.0,1332600,4806790,3474190,3.6070763920156086,3.4186777727750264,40,0.0030016509079994,0.0030016509079994,0.12555731949752005,0.0001154516203323,1889.9702536395018,1565.4,17589.18167914931,120169.75,251060,0.05223028257943451
odds_30plus_top1_by_direct_expected_return,13326,13326,1.0,1332600,4806790,3474190,3.6070763920156086,3.4186777727750264,40,0.0030016509079994,0.0030016509079994,0.1253364685145552,1.941874750968996e-05,1891.5821251688428,1566.05,17588.82550672276,120169.75,251060,0.05223028257943451
odds_50plus_top1_by_direct_expected_return,13326,13326,1.0,1332600,4806790,3474190,3.6070763920156086,3.4186777727750264,40,0.0030016509079994,0.0030016509079994,0.12531049118912518,1.941874750968996e-05,1892.4148206513582,1567.0,17588.762415325058,120169.75,251060,0.05223028257943451
odds_all_expected>=1000_top10,13308,133045,9.997370003005711,13304500,45984520,32680020,3.4563132774625127,3.4073802097034838,676,0.005080987635762336,0.050796513375413285,0.14422267851225,0.0014039643965742,1505.7287241159008,1161.8,11200.046219522192,68024.43786982249,651030,0.014157590423907872
odds_10plus_expected>=1000_top10,13308,133045,9.997370003005711,13304500,45984520,32680020,3.4563132774625127,3.4073802097034838,676,0.005080987635762336,0.050796513375413285,0.14422267851225,0.0014039643965742,1505.7287241159008,1161.8,11200.046219522192,68024.43786982249,651030,0.014157590423907872
odds_all_expected>=800_top10,13308,133053,9.997971145175834,13305300,45984520,32679220,3.4561054617332942,3.407175336144243,676,0.005080682134187129,0.050796513375413285,0.14421502862460758,0.0014039643965742,1505.67623804048,1161.7,11199.429543387789,68024.43786982249,651030,0.014157590423907872
odds_10plus_expected>=800_top10,13308,133053,9.997971145175834,13305300,45984520,32679220,3.4561054617332942,3.407175336144243,676,0.005080682134187129,0.050796513375413285,0.14421502862460758,0.0014039643965742,1505.67623804048,1161.7,11199.429543387789,68024.43786982249,651030,0.014157590423907872
odds_10plus_expected>=500_top10,13311,133060,9.996243708211253,13306000,45984520,32678520,3.4559236434691116,3.4069960919885767,676,0.005080414850443409,0.050785064983847945,0.14421582254715207,0.0014039643965742,1505.6196069442356,1161.7,11198.869553215012,68024.43786982249,651030,0.014157590423907872
odds_all_expected>=500_top10,13311,133062,9.996393959882804,13306200,45985100,32678900,3.4559152876102868,3.406988471539583,677,0.00508785378244728,0.05086019081962287,0.1442357931979249,0.0014039643965742,1505.5933083825587,1161.65,11198.7106613599,67924.8153618907,651030,0.014157411857319
odds_10plus_expected>=300_top10,13316,133068,9.99309101832382,13306800,45984520,32677720,3.455715874590435,3.406791264616587,676,0.005080109417741305,0.05076599579453289,0.14421456128550084,0.0014039643965742,1505.5347183394956,1161.6,11198.218896529037,68024.43786982249,651030,0.014157590423907872
odds_all_expected>=300_top10,13317,133072,9.992640985206878,13307200,45985100,32677900,3.455655584946495,3.406732445593363,677,0.005087471444030299,0.05083727566268679,0.14424246011944686,0.0014039643965742,1505.4858895936036,1161.55,11197.897626023836,67924.8153618907,651030,0.014157411857319
odds_10plus_expected>=200_top10,13319,133075,9.991365718147009,13307500,45984520,32677020,3.455534097313545,3.4066120608679316,676,0.005079842194251362,0.05075456115323973,0.14420960396268506,0.0008150196338287,1505.483821904941,1161.5,11197.642093922304,68024.43786982249,651030,0.014157590423907872
odds_all_expected>=200_top10,13319,133080,9.991741121705834,13308000,45985100,32677100,3.455447850916742,3.406527652539826,677,0.005087165614667869,0.05082964186500488,0.14424167966761015,0.0008150196338287,1505.423713555756,1161.5,11197.2387174526,67924.8153618907,651030,0.014157411857319
odds_10plus_expected>=150_top10,13319,133080,9.991741121705834,13308000,45984520,32676520,3.4554042681094077,3.4064840697324916,676,0.005079651337541328,0.05075456115323973,0.144205024257023,0.0004439615574002,1505.4746565975354,1161.5,11197.227711751713,68024.43786982249,651030,0.014157590423907872
odds_all_expected>=150_top10,13319,133085,9.99211652526466,13308500,45985100,32676600,3.4553180298305595,3.406399669384228,677,0.005086974489987602,0.05082964186500488,0.14423709892892406,0.0004439615574002,1505.4145508509598,1161.5,11196.82436600518,67924.8153618907,651030,0.014157411857319
odds_10plus_expected>=100_top10,13319,133089,9.99241684811172,13308900,45984520,32675620,3.4551706001247284,3.4062537099234347,676,0.005079307831601409,0.05075456115323973,0.14419612709571042,0.0003310813937004,1505.460420470512,1161.5,11196.47867229485,68024.43786982249,651030,0.014157590423907872
odds_all_expected>=100_top10,13319,133094,9.992792251670545,13309400,45985100,32675700,3.455084376455738,3.406169323936466,677,0.005086630501750643,0.05082964186500488,0.14422819993292144,0.0003310813937004,1505.4003193231854,1161.5,11196.0753819626,67924.8153618907,651030,0.014157411857319
odds_10plus_expected>=80_top10,13320,133099,9.992417417417418,13309900,45984520,32674620,3.4549110060932087,3.4059977911178896,676,0.00507892621281903,0.05075075075075075,0.14418585424493624,0.0003310813937004,1505.43376584347,1161.5,11195.644151007782,68024.43786982249,651030,0.014157590423907872
odds_all_expected>=80_top10,13320,133104,9.992792792792793,13310400,45985100,32674700,3.4548247986536844,3.4059134210842648,677,0.00508624834715711,0.05082582582582582,0.1442179250584356,0.0003310813937004,1505.373670212766,1161.5,11195.24092232289,67924.8153618907,651030,0.014157411857319
odds_30plus_expected>=1000_top10,13306,133032,9.997895686156621,13303200,45958420,32655220,3.4546890973600335,3.4057512478200733,664,0.004991280293463227,0.04990229971441455,0.1439595067404614,0.0014039643965742,1506.2818261771604,1162.05,11200.890503936318,69214.48795180723,651030,0.01416563058521159
odds_30plus_expected>=800_top10,13306,133044,9.998797534946641,13304400,45958420,32654020,3.454377499173206,3.405444063618051,664,0.004990830101319864,0.04990229971441455,0.14394810304105604,0.0014039643965742,1506.2230855957428,1161.9,11199.964808922427,69214.48795180723,651030,0.01416563058521159
odds_30plus_expected>=500_top10,13306,133049,9.999173305275816,13304900,45958420,32653520,3.454247683184391,3.4053160865545777,664,0.004990642545227698,0.04990229971441455,0.14394309253792784,0.0014039643965742,1506.1908492359958,1161.9,11199.564727403684,69214.48795180723,651030,0.01416563058521159
odds_10plus_expected>=50_top10,13324,133126,9.991444010807566,13312600,45984520,32671920,3.4542102970118536,3.4053070023887146,676,0.005077896128479786,0.05073551486040228,0.14415759327203648,7.120309502326525e-05,1505.4957694214504,1161.5,11193.386184133637,68024.43786982249,651030,0.014157590423907872
odds_all_expected>=50_top10,13324,133131,9.991819273491444,13313100,45985100,32672000,3.4541241333723924,3.4052226754099344,677,0.005085216816519068,0.05081056739717803,0.14418965864272312,7.120309502326525e-05,1505.4356836499387,1161.5,11192.983122029096,67924.8153618907,651030,0.014157411857319
odds_30plus_expected>=300_top10,13308,133054,9.9980462879471,13305400,45958420,32653020,3.454117876952215,3.4051881191095346,664,0.00499045500323177,0.049894800120228434,0.14393962028468413,0.0014039643965742,1506.1457122672,1161.85,11199.157680112208,69214.48795180723,651030,0.01416563058521159
odds_30plus_expected>=200_top10,13311,133059,9.996168582375478,13305900,45958420,32652520,3.4539880804755785,3.4050601612818374,664,0.0049902674753304925,0.04988355495454887,0.1439354722574996,0.0008150196338287,1506.1170713743527,1161.8,11198.745976568956,69214.48795180723,651030,0.01416563058521159
odds_30plus_expected>=150_top10,13312,133064,9.99579326923077,13306400,45958420,32652020,3.453858293753382,3.4049322130704023,664,0.004990079961522275,0.049879807692307696,0.14393090230190692,0.0004439615574002,1506.1078811699633,1161.8,11198.33150309247,69214.48795180723,651030,0.01416563058521159
odds_30plus_expected>=100_top10,13314,133073,9.994967703169596,13307300,45958420,32651120,3.453624702231106,3.404701930519339,664,0.004989742472176925,0.049872314856541984,0.14392202261027653,0.0003310813937004,1506.093600504986,1161.8,11197.582298923357,69214.48795180723,651030,0.01416563058521159
odds_30plus_expected>=80_top10,13316,133084,9.994292580354461,13308400,45958420,32650020,3.4533392443870037,3.4044205163656036,664,0.004989330047188242,0.04986482427155302,0.143910814403882,0.0003310813937004,1506.0559706651438,1161.8,11196.66412252039,69214.48795180723,651030,0.01416563058521159
odds_30plus_expected>=50_top10,13322,133112,9.99189310914277,13311200,45958420,32647220,3.4526128373099345,3.4037043993028426,664,0.0049882805457058714,0.049842366011109446,0.14388152706070936,7.120309502326525e-05,1506.1275392150972,1161.8,11194.322138841557,69214.48795180723,651030,0.01416563058521159
odds_10plus_score>=0.5_top10,13207,85104,6.44385553115772,8510400,29074230,20563830,3.416317681895093,3.403369994359842,7144,0.08394435044181237,0.5409252669039146,0.7115167617112519,0.5000002401310523,60.14370534874977,57.4,3954.4586942211067,4069.741041433371,110190,0.003789954196551379
odds_10plus_top10_by_direct_expected_return,13326,133257,9.9997748761819,13325700,45984520,32658820,3.45081459135355,3.4019593717403214,676,0.005072904237676069,0.050727900345189855,0.1440174218496794,7.901670971187696e-06,1506.2528407513303,1161.5,11182.404153352003,68024.43786982249,651030,0.014157590423907872
odds_all_top10_by_direct_expected_return,13326,133259,9.9999249587273,13325900,45985100,32659200,3.450806324525923,3.4019518381497686,677,0.0050803322852490266,0.05080294161788984,0.14405268339286936,7.901670971187696e-06,1506.1451579255433,1161.4,11182.25311511432,67924.8153618907,651030,0.014157411857319
odds_50plus_expected>=1000_top10,13306,132989,9.994664061325718,13298900,45874480,32575580,3.4494943190790215,3.40054064621886,644,0.004842505771154005,0.04839921839771532,0.14281134581464264,0.0013895266920479,1508.569893750611,1163.2,11202.541855818581,71233.66459627329,651030,0.014191550509128388
odds_50plus_expected>=800_top10,13306,133006,9.995941680444911,13300600,45874480,32573880,3.449053426161226,3.4001060102551763,644,0.004841886832172984,0.04839921839771532,0.14279520166569626,0.0013895266920479,1508.47901448055,1163.1,11201.228374351256,71233.66459627329,651030,0.014191550509128388
odds_30plus_top10_by_direct_expected_return,13326,133253,9.9994747110911,13325300,45958420,32633120,3.448959498097604,3.4001028119441963,664,0.004983002258860963,0.049827405072790036,0.14373088147382945,7.901670971187696e-06,1506.982204528228,1161.8,11182.499909661456,69214.48795180723,651030,0.01416563058521159
odds_50plus_expected>=500_top10,13306,133013,9.996467758905757,13301300,45874480,32573180,3.4488719147752476,3.3999270747972004,644,0.004841632020930285,0.04839921839771532,0.14278833970354138,0.0013895266920479,1508.430834580079,1163.0,11200.67121319886,71233.66459627329,651030,0.014191550509128388
odds_50plus_expected>=300_top10,13306,133017,9.996768375169097,13301700,45874480,32572780,3.448768202560575,3.3998248344196607,644,0.0048414864265469825,0.04839921839771532,0.1427843712629437,0.0013895266920479,1508.3990452348196,1163.0,11200.346575124253,71233.66459627329,651030,0.014191550509128388
odds_50plus_expected>=200_top10,13308,133020,9.995491433724077,13302000,45874480,32572480,3.448690422492858,3.3997481581717035,644,0.004841377236505789,0.04839194469492035,0.14278150437944423,0.0008150196338287,1508.3923906179523,1162.95,11200.0994909858,71233.66459627329,651030,0.014191550509128388
odds_50plus_expected>=150_top10,13310,133023,9.994214876033057,13302300,45874480,32572180,3.44861264593341,3.399671485382227,644,0.00484126805138961,0.04838467317806161,0.14277846982737136,0.0004439615574002,1508.4052111289022,1163.0,11199.850738268427,71233.66459627329,651030,0.014191550509128388
odds_50plus_expected>=100_top10,13311,133030,9.993989933138007,13303000,45874480,32571480,3.448431180936631,3.3994925956551154,644,0.004841013305269488,0.04838103823905041,0.1427712576878778,0.0003310813937004,1508.4129797789972,1163.0,11199.267844784295,71233.66459627329,651030,0.014191550509128388
odds_50plus_expected>=80_top10,13313,133039,9.993164575978367,13303900,45874480,32570580,3.4481978968573124,3.3992626222385915,644,0.00484068581393426,0.048373769999248854,0.14276188009095508,0.0003310813937004,1508.3973015431566,1163.0,11198.516195352513,71233.66459627329,651030,0.014191550509128388
odds_50plus_expected>=50_top10,13317,133065,9.992115341293085,13306500,45874480,32567980,3.447524142336452,3.398598429339045,644,0.004839739976703115,0.04835924006908463,0.14273454085139445,7.120309502326525e-05,1508.4969578777288,1163.0,11196.340449182371,71233.66459627329,651030,0.014191550509128388
odds_all_score>=0.5_top10,13294,89315,6.718444411012487,8931500,30436060,21504560,3.4077209875160945,3.395383754128646,9663,0.10819011364272518,0.7268692643297728,0.72541142375973,0.5000002401310523,57.348102782287405,55.1,3783.1135246577965,3149.752664803891,110190,0.003620376619049903
odds_50plus_top10_by_direct_expected_return,13326,133218,9.9968482665466,13321800,45874480,32552680,3.4435646834511853,3.394695161314537,644,0.004834181567055503,0.04832657961879033,0.14257163733832304,6.343633944286871e-06,1509.5420911588524,1163.1,11183.504296873907,71233.66459627329,651030,0.014191550509128388
odds_100plus_expected>=500_top10,13306,132834,9.9830151811213,13283400,45532970,32249570,3.427809898068266,3.3787991026393844,579,0.004358823795112697,0.043514204118442805,0.1361533185280785,0.0013895266920479,1524.2732109249137,1171.2,11198.10891071671,78640.70811744386,651030,0.014297991104028575
odds_100plus_expected>=300_top10,13306,132839,9.983390951450474,13283900,45532970,32249070,3.427680876850925,3.378671926166261,579,0.004358659730952507,0.043514204118442805,0.13614856749054735,0.0013895266920479,1524.2337694502369,1171.2,11197.70237811067,78640.70811744386,651030,0.014297991104028575
odds_100plus_expected>=200_top10,13307,132841,9.982791012249193,13284100,45532970,32248870,3.4276292710834757,3.3786210582576164,579,0.004358594108746547,0.043510934094837306,0.13614655434203443,0.0008150196338287,1524.2378256712911,1171.2,11197.537643339783,78640.70811744386,651030,0.014297991104028575
odds_100plus_expected>=150_top10,13308,132844,9.982266305981364,13284400,45532970,32248570,3.4275518653458192,3.378544759266508,579,0.004358495679142453,0.04350766456266907,0.13614353203550603,0.0004439615574002,1524.2522620517298,1171.2,11197.288731210772,78640.70811744386,651030,0.014297991104028575
