rule,race_id,combination,race_date,odds,estimated_payout,is_hit,hit_payout,hit_popularity,return_yen,direct_ticket_score,direct_expected_return,direct_ticket_rank,direct_expected_rank,race_score,month,day,expected_return
high_odds_v1_top2,8420260418010008,7-1-9,2026-04-18,101.1,10110,0,430.0,1.0,0.0,0.5865289934166619,5929.808123442452,21,323,0.4568870914185833,2026-04,2026-04-18,5929.808123442452
high_odds_v1_top2,8420260418010008,9-4-7,2026-04-18,102.1,10210,0,430.0,1.0,0.0,0.5728770673452124,5849.074857594618,22,330,0.4568870914185833,2026-04,2026-04-18,5849.074857594618
high_odds_v1_top2,8420260418010010,5-9-3,2026-04-18,112.4,11240,0,380.0,1.0,0.0,0.4611290024950907,5183.08998804482,18,335,0.5117227273436639,2026-04,2026-04-18,5183.08998804482
high_odds_v1_top2,8420260418010010,5-9-8,2026-04-18,137.8,13780,0,380.0,1.0,0.0,0.4342535299485808,5984.013642691443,19,276,0.5117227273436639,2026-04,2026-04-18,5984.013642691444
high_odds_v1_top2,8420260418010011,1-5-4,2026-04-18,101.2,10120,0,880.0,1.0,0.0,0.4996429737182781,5056.386894028974,25,210,0.4579683663513875,2026-04,2026-04-18,5056.386894028974
high_odds_v1_top2,8420260418010011,1-3-4,2026-04-18,144.0,14400,0,880.0,1.0,0.0,0.4007154100445854,5770.3019046420295,29,159,0.4579683663513875,2026-04,2026-04-18,5770.3019046420295
high_odds_v1_top2,8420260418010012,9-5-4,2026-04-18,127.2,12720,0,5390.0,8.0,0.0,0.453288783984179,5765.833332278757,23,333,0.7178624712414617,2026-04,2026-04-18,5765.833332278757
high_odds_v1_top2,8420260418010012,1-9-5,2026-04-18,105.9,10590,0,5390.0,8.0,0.0,0.4506814337814784,4772.716383745857,24,402,0.7178624712414617,2026-04,2026-04-18,4772.716383745857
high_odds_v1_top2,8420260418020001,2-9-5,2026-04-19,102.8,10280,0,6470.0,16.0,0.0,0.637191629955485,6550.329955942385,23,357,0.4707772137789281,2026-04,2026-04-19,6550.329955942385
high_odds_v1_top2,8420260418020001,2-1-7,2026-04-19,100.4,10040,0,6470.0,16.0,0.0,0.5941268392586075,5965.033466156419,27,394,0.4707772137789281,2026-04,2026-04-19,5965.03346615642
high_odds_v1_top2,8420260418020003,2-9-5,2026-04-19,109.4,10940,0,11780.0,37.0,0.0,0.6126389590243188,6702.270211726047,25,288,0.4968329952096219,2026-04,2026-04-19,6702.270211726048
high_odds_v1_top2,8420260418020003,1-7-9,2026-04-19,109.7,10970,0,11780.0,37.0,0.0,0.552597445350646,6061.993975496587,31,331,0.4968329952096219,2026-04,2026-04-19,6061.993975496587
high_odds_v1_top2,8420260418020004,2-7-3,2026-04-19,117.7,11770,0,74930.0,147.0,0.0,0.4981399273864094,5863.106945338039,23,381,0.5573360211314289,2026-04,2026-04-19,5863.106945338039
high_odds_v1_top2,8420260418020004,5-7-1,2026-04-19,102.9,10290,0,74930.0,147.0,0.0,0.4932306308217778,5075.343191156094,24,428,0.5573360211314289,2026-04,2026-04-19,5075.343191156094
high_odds_v1_top2,8420260418020005,4-3-1,2026-04-19,126.9,12690,0,454020.0,354.0,0.0,0.5988404173711968,7599.284896440487,23,132,0.453826787540355,2026-04,2026-04-19,7599.2848964404875
high_odds_v1_top2,8420260418020005,3-4-8,2026-04-19,101.3,10130,0,454020.0,354.0,0.0,0.5730884291093803,5805.385786878022,25,247,0.453826787540355,2026-04,2026-04-19,5805.385786878022
high_odds_v1_top2,8420260418020007,9-3-5,2026-04-19,103.1,10310,0,36420.0,111.0,0.0,0.566335966525008,5838.923814872832,37,248,0.4846438757612443,2026-04,2026-04-19,5838.923814872832
high_odds_v1_top2,8420260418020007,7-1-9,2026-04-19,117.5,11750,0,36420.0,111.0,0.0,0.5227092423259754,6141.833597330211,39,228,0.4846438757612443,2026-04,2026-04-19,6141.833597330211
high_odds_v1_top2,8420260418020008,9-4-5,2026-04-19,105.0,10500,0,2440.0,5.0,0.0,0.4805182954562921,5045.442102291067,31,174,0.48787674212962,2026-04,2026-04-19,5045.442102291067
high_odds_v1_top2,8420260418020008,7-2-5,2026-04-19,107.0,10700,0,2440.0,5.0,0.0,0.4737394568614653,5069.012188417679,32,171,0.48787674212962,2026-04,2026-04-19,5069.012188417678
high_odds_v1_top2,8420260418020009,1-4-2,2026-04-19,122.5,12250,0,9560.0,31.0,0.0,0.5251534292303252,6433.129508071484,33,252,0.5629795546127657,2026-04,2026-04-19,6433.1295080714835
high_odds_v1_top2,8420260418020009,3-9-8,2026-04-19,118.2,11820,0,9560.0,31.0,0.0,0.4791821535297542,5663.933054721694,34,299,0.5629795546127657,2026-04,2026-04-19,5663.933054721694
high_odds_v1_top2,8420260418020010,5-6-9,2026-04-19,113.9,11390,0,320.0,1.0,0.0,0.4606158529322514,5246.414564898343,21,343,0.590638889795988,2026-04,2026-04-19,5246.414564898343
high_odds_v1_top2,8420260418020010,5-2-1,2026-04-19,112.8,11280,0,320.0,1.0,0.0,0.4586189483557756,5173.221737453149,22,351,0.590638889795988,2026-04,2026-04-19,5173.221737453148
high_odds_v1_top2,8420260418020011,1-9-5,2026-04-19,117.0,11700,0,9360.0,17.0,0.0,0.4270685526981972,4996.702066568908,18,240,0.5136732994394995,2026-04,2026-04-19,4996.702066568908
high_odds_v1_top2,8420260418020011,1-2-5,2026-04-19,123.5,12350,0,9360.0,17.0,0.0,0.4190062700533367,5174.727435158708,19,228,0.5136732994394995,2026-04,2026-04-19,5174.727435158708
high_odds_v1_top2,8420260418030001,4-1-8,2026-04-20,106.1,10610,0,16750.0,60.0,0.0,0.5842628323103604,6199.028650812924,22,262,0.5324524068450042,2026-04,2026-04-20,6199.028650812923
high_odds_v1_top2,8420260418030001,4-7-1,2026-04-20,101.9,10190,0,16750.0,60.0,0.0,0.5821781850186616,5932.395705340162,24,279,0.5324524068450042,2026-04,2026-04-20,5932.395705340162
high_odds_v1_top2,8420260418030002,5-8-2,2026-04-20,109.6,10960,0,2300.0,6.0,0.0,0.5914475945144541,6482.265635878416,33,229,0.6236521730149053,2026-04,2026-04-20,6482.265635878416
high_odds_v1_top2,8420260418030002,5-2-8,2026-04-20,108.2,10820,0,2300.0,6.0,0.0,0.5475168980334121,5924.132836721518,34,251,0.6236521730149053,2026-04,2026-04-20,5924.132836721519
high_odds_v1_top2,8420260418030004,3-4-7,2026-04-20,117.5,11750,0,10200.0,30.0,0.0,0.6020200011039627,7073.735012971561,24,306,0.5575519846539239,2026-04,2026-04-20,7073.735012971562
high_odds_v1_top2,8420260418030004,1-7-2,2026-04-20,102.0,10200,1,10200.0,30.0,10200.0,0.5958084194282843,6077.2458781685,27,379,0.5575519846539239,2026-04,2026-04-20,6077.2458781685
high_odds_v1_top2,8420260418030005,1-2-7,2026-04-20,101.2,10120,0,1560.0,1.0,0.0,0.5468990087794593,5534.617968848128,26,394,0.5044295914293214,2026-04,2026-04-20,5534.617968848129
high_odds_v1_top2,8420260418030005,3-2-7,2026-04-20,107.8,10780,0,1560.0,1.0,0.0,0.5454162859536937,5879.5875625808185,28,363,0.5044295914293214,2026-04,2026-04-20,5879.5875625808185
high_odds_v1_top2,8420260418030006,1-7-5,2026-04-20,101.7,10170,0,33750.0,96.0,0.0,0.4965210865514103,5049.619450227843,29,277,0.5559637061006982,2026-04,2026-04-20,5049.619450227843
high_odds_v1_top2,8420260418030006,2-7-3,2026-04-20,102.3,10230,0,33750.0,96.0,0.0,0.4905408292939144,5018.232683676744,30,282,0.5559637061006982,2026-04,2026-04-20,5018.232683676744
high_odds_v1_top2,8420260418030007,2-7-5,2026-04-20,105.9,10590,0,48090.0,140.0,0.0,0.5508325165377207,5833.316350134463,29,416,0.6803438351042552,2026-04,2026-04-20,5833.3163501344625
high_odds_v1_top2,8420260418030007,2-3-1,2026-04-20,101.5,10150,0,48090.0,140.0,0.0,0.5465398986324165,5547.379971119028,30,440,0.6803438351042552,2026-04,2026-04-20,5547.379971119028
high_odds_v1_top2,8420260418030008,9-2-4,2026-04-20,114.0,11400,0,15080.0,36.0,0.0,0.4958271650027128,5652.429681030926,22,309,0.5555806124920736,2026-04,2026-04-20,5652.429681030926
high_odds_v1_top2,8420260418030008,1-3-2,2026-04-20,103.5,10350,0,15080.0,36.0,0.0,0.4738665049063747,4904.518325780979,25,365,0.5555806124920736,2026-04,2026-04-20,4904.518325780979
high_odds_v1_top2,8420260418030009,1-5-9,2026-04-20,112.4,11240,0,1410.0,1.0,0.0,0.5545525349701134,6233.170493064074,28,250,0.4799047559316367,2026-04,2026-04-20,6233.170493064074
high_odds_v1_top2,8420260418030009,1-2-9,2026-04-20,113.4,11340,0,1410.0,1.0,0.0,0.5234908627249456,5936.386383300884,31,266,0.4799047559316367,2026-04,2026-04-20,5936.386383300884
high_odds_v1_top2,8420260418030010,7-3-5,2026-04-20,101.5,10150,0,12930.0,37.0,0.0,0.6163032055320243,6255.477536150047,22,189,0.4597376738647759,2026-04,2026-04-20,6255.477536150047
high_odds_v1_top2,8420260418030010,3-9-5,2026-04-20,103.5,10350,0,12930.0,37.0,0.0,0.586961497922075,6075.051503493476,24,203,0.4597376738647759,2026-04,2026-04-20,6075.051503493476
high_odds_v1_top2,8420260418030012,1-9-8,2026-04-20,105.1,10510,0,46650.0,108.0,0.0,0.5442803686635915,5720.386674654347,26,299,0.7289140360549803,2026-04,2026-04-20,5720.386674654347
high_odds_v1_top2,8420260418030012,1-2-5,2026-04-20,116.4,11640,0,46650.0,108.0,0.0,0.4775975183345606,5559.235113414286,30,313,0.7289140360549803,2026-04,2026-04-20,5559.235113414286
high_odds_v1_top2,8420260418040004,6-5-1,2026-04-21,101.3,10130,0,74800.0,236.0,0.0,0.6006145574581738,6084.225467051301,26,408,0.683101913047832,2026-04,2026-04-21,6084.225467051301
high_odds_v1_top2,8420260418040004,7-9-1,2026-04-21,109.8,10980,0,74800.0,236.0,0.0,0.5789064245201201,6356.392541230918,27,390,0.683101913047832,2026-04,2026-04-21,6356.392541230918
high_odds_v1_top2,8420260418040005,7-9-2,2026-04-21,106.8,10680,0,66490.0,196.0,0.0,0.579521876958972,6189.293645921821,25,277,0.5727711885046932,2026-04,2026-04-21,6189.293645921821
high_odds_v1_top2,8420260418040005,1-5-9,2026-04-21,126.8,12680,0,66490.0,196.0,0.0,0.5728461530539403,7263.689220723962,26,203,0.5727711885046932,2026-04,2026-04-21,7263.6892207239625
high_odds_v1_top2,8420260418040006,1-9-7,2026-04-21,124.0,12400,0,3500.0,6.0,0.0,0.5493673854120409,6812.155579109307,20,275,0.5580216348913923,2026-04,2026-04-21,6812.155579109307
high_odds_v1_top2,8420260418040006,2-9-7,2026-04-21,108.4,10840,0,3500.0,6.0,0.0,0.5492068112255273,5953.401833684716,21,340,0.5580216348913923,2026-04,2026-04-21,5953.401833684716
high_odds_v1_top2,8420260418040008,1-5-7,2026-04-21,108.9,10890,0,3000.0,4.0,0.0,0.5712103019358061,6220.480188080929,21,355,0.5576541165150004,2026-04,2026-04-21,6220.480188080929
high_odds_v1_top2,8420260418040008,5-3-2,2026-04-21,112.5,11250,0,3000.0,4.0,0.0,0.545952342384228,6141.963851822565,24,366,0.5576541165150004,2026-04,2026-04-21,6141.963851822565
high_odds_v1_top2,8420260418040009,2-9-5,2026-04-21,109.3,10930,0,1440.0,2.0,0.0,0.494827583884625,5408.465491858951,31,250,0.4644644117452717,2026-04,2026-04-21,5408.465491858951
high_odds_v1_top2,8420260418040009,9-2-3,2026-04-21,110.7,11070,0,1440.0,2.0,0.0,0.4432929941900033,4907.253445683336,32,294,0.4644644117452717,2026-04,2026-04-21,4907.253445683336
high_odds_v1_top2,8420260418040010,1-9-7,2026-04-21,106.1,10610,0,53840.0,106.0,0.0,0.5535145265943543,5872.789127166099,30,340,0.573096703560475,2026-04,2026-04-21,5872.789127166098
high_odds_v1_top2,8420260418040010,2-1-3,2026-04-21,107.2,10720,0,53840.0,106.0,0.0,0.5072431671526558,5437.64675187647,32,379,0.573096703560475,2026-04,2026-04-21,5437.64675187647
high_odds_v1_top2,8420260418040011,2-6-8,2026-04-21,106.9,10690,0,11700.0,43.0,0.0,0.6010874598251432,6425.624945530781,30,356,0.6942789768558015,2026-04,2026-04-21,6425.624945530781
high_odds_v1_top2,8420260418040011,2-5-9,2026-04-21,103.4,10340,0,11700.0,43.0,0.0,0.6007369198488236,6211.619751236836,31,361,0.6942789768558015,2026-04,2026-04-21,6211.619751236836
high_odds_v1_top2,8420260418040012,1-3-2,2026-04-21,102.7,10270,0,8450.0,30.0,0.0,0.5716597479587145,5870.945611535998,29,286,0.7162013355681945,2026-04,2026-04-21,5870.945611535998
high_odds_v1_top2,8420260418040012,1-8-3,2026-04-21,106.7,10670,0,8450.0,30.0,0.0,0.5305419463418857,5660.88256746792,34,296,0.7162013355681945,2026-04,2026-04-21,5660.88256746792
high_odds_v1_top2,8420260523010001,1-9-5,2026-05-23,101.7,10170,1,10170.0,30.0,10170.0,0.5837680955335066,5936.921531575762,22,349,0.5596211632730276,2026-05,2026-05-23,5936.921531575762
high_odds_v1_top2,8420260523010001,1-4-9,2026-05-23,100.2,10020,0,10170.0,30.0,0.0,0.5771936232219779,5783.4801046842185,23,356,0.5596211632730276,2026-05,2026-05-23,5783.4801046842185
high_odds_v1_top2,8420260523010002,9-2-4,2026-05-23,104.6,10460,0,18830.0,57.0,0.0,0.5398947453039273,5647.29903587908,25,307,0.5656319770699721,2026-05,2026-05-23,5647.299035879079
high_odds_v1_top2,8420260523010002,9-4-5,2026-05-23,118.7,11870,0,18830.0,57.0,0.0,0.5364925585463477,6368.166669945147,26,263,0.5656319770699721,2026-05,2026-05-23,6368.166669945148
high_odds_v1_top2,8420260523010003,5-1-3,2026-05-23,106.7,10670,0,42860.0,129.0,0.0,0.530249656620886,5657.7638361448535,26,421,0.6228440571754499,2026-05,2026-05-23,5657.7638361448535
high_odds_v1_top2,8420260523010003,9-1-5,2026-05-23,116.0,11600,0,42860.0,129.0,0.0,0.4935681710678717,5725.390784387312,28,416,0.6228440571754499,2026-05,2026-05-23,5725.390784387311
high_odds_v1_top2,8420260523010004,9-7-1,2026-05-23,101.1,10110,0,6770.0,18.0,0.0,0.572104429779579,5783.975785071543,29,384,0.600386893407325,2026-05,2026-05-23,5783.975785071543
high_odds_v1_top2,8420260523010004,7-9-3,2026-05-23,140.5,14050,0,6770.0,18.0,0.0,0.5006968022347796,7034.790071398654,32,322,0.600386893407325,2026-05,2026-05-23,7034.790071398654
high_odds_v1_top2,8420260523010005,3-5-2,2026-05-23,109.2,10920,0,3200.0,6.0,0.0,0.5277368953846645,5762.886897600536,23,342,0.5903820331455502,2026-05,2026-05-23,5762.886897600536
high_odds_v1_top2,8420260523010005,3-8-1,2026-05-23,132.5,13250,0,3200.0,6.0,0.0,0.5160914944310359,6838.212301211225,24,273,0.5903820331455502,2026-05,2026-05-23,6838.212301211224
high_odds_v1_top2,8420260523010006,9-7-4,2026-05-23,127.4,12740,0,19400.0,48.0,0.0,0.481750982208565,6137.507513337118,24,345,0.6626596374709353,2026-05,2026-05-23,6137.507513337118
high_odds_v1_top2,8420260523010006,9-7-5,2026-05-23,123.0,12300,0,19400.0,48.0,0.0,0.4552511352957247,5599.588964137413,26,394,0.6626596374709353,2026-05,2026-05-23,5599.588964137413
high_odds_v1_top2,8420260523010007,9-7-2,2026-05-23,104.7,10470,0,13000.0,40.0,0.0,0.5610982613537931,5874.698796374214,20,392,0.6050083416644083,2026-05,2026-05-23,5874.698796374214
high_odds_v1_top2,8420260523010007,5-7-2,2026-05-23,104.5,10450,0,13000.0,40.0,0.0,0.5507765437635921,5755.614882329537,22,401,0.6050083416644083,2026-05,2026-05-23,5755.614882329537
high_odds_v1_top2,8420260523010008,9-6-5,2026-05-23,107.9,10790,0,4330.0,8.0,0.0,0.5923393339991178,6391.34141385048,20,327,0.5706336997475074,2026-05,2026-05-23,6391.341413850481
high_odds_v1_top2,8420260523010008,2-8-5,2026-05-23,130.1,13010,0,4330.0,8.0,0.0,0.5278613929209536,6867.476721901606,27,302,0.5706336997475074,2026-05,2026-05-23,6867.476721901606
high_odds_v1_top2,8420260523010009,2-7-9,2026-05-23,104.8,10480,0,2660.0,3.0,0.0,0.5424699853746346,5685.085446726171,27,408,0.6337422794281296,2026-05,2026-05-23,5685.0854467261715
high_odds_v1_top2,8420260523010009,2-4-8,2026-05-23,103.4,10340,0,2660.0,3.0,0.0,0.5357496309960004,5539.651184498644,29,411,0.6337422794281296,2026-05,2026-05-23,5539.651184498644
high_odds_v1_top2,8420260523010010,7-1-9,2026-05-23,100.1,10010,0,4620.0,12.0,0.0,0.4374056719076882,4378.430775795959,29,310,0.6533321558235151,2026-05,2026-05-23,4378.430775795959
high_odds_v1_top2,8420260523010010,3-5-2,2026-05-23,100.7,10070,0,4620.0,12.0,0.0,0.4140565225798778,4169.54918237937,30,332,0.6533321558235151,2026-05,2026-05-23,4169.549182379369
high_odds_v1_top2,8420260523010011,7-1-5,2026-05-23,101.4,10140,0,19180.0,71.0,0.0,0.4388667197088323,4450.10853784756,24,297,0.7301879932157074,2026-05,2026-05-23,4450.108537847559
high_odds_v1_top2,8420260523010011,7-3-6,2026-05-23,106.8,10680,0,19180.0,71.0,0.0,0.4061677084332499,4337.871126067109,27,308,0.7301879932157074,2026-05,2026-05-23,4337.871126067109
high_odds_v1_top2,8420260523010012,1-4-6,2026-05-23,123.6,12360,0,15720.0,45.0,0.0,0.4977949434924811,6152.745501567068,24,298,0.6738896637596052,2026-05,2026-05-23,6152.745501567066
high_odds_v1_top2,8420260523010012,1-6-8,2026-05-23,167.6,16760,0,15720.0,45.0,0.0,0.4082477399551573,6842.232121648436,32,273,0.6738896637596052,2026-05,2026-05-23,6842.232121648436
high_odds_v1_top2,8420260523020001,9-5-7,2026-05-24,116.6,11660,0,40700.0,234.0,0.0,0.5503189611847126,6416.719087413749,23,335,0.6630588908744963,2026-05,2026-05-24,6416.719087413749
high_odds_v1_top2,8420260523020001,1-5-9,2026-05-24,101.1,10110,0,40700.0,234.0,0.0,0.5497154316324152,5557.623013803718,24,409,0.6630588908744963,2026-05,2026-05-24,5557.623013803717
high_odds_v1_top2,8420260523020002,1-7-9,2026-05-24,106.6,10660,0,14270.0,40.0,0.0,0.5651676980620973,6024.687661341957,22,335,0.6750117676383184,2026-05,2026-05-24,6024.687661341957
high_odds_v1_top2,8420260523020002,7-1-2,2026-05-24,109.2,10920,0,14270.0,40.0,0.0,0.4809938796657587,5252.453165950084,24,408,0.6750117676383184,2026-05,2026-05-24,5252.453165950085
high_odds_v1_top2,8420260523020003,5-7-2,2026-05-24,100.4,10040,0,3440.0,5.0,0.0,0.5403776094196494,5425.39119857328,25,348,0.6836965275217591,2026-05,2026-05-24,5425.39119857328
high_odds_v1_top2,8420260523020003,7-1-5,2026-05-24,134.0,13400,0,3440.0,5.0,0.0,0.5091912743704488,6823.163076564013,30,257,0.6836965275217591,2026-05,2026-05-24,6823.163076564013
high_odds_v1_top2,8420260523020004,9-6-2,2026-05-24,106.4,10640,0,6020.0,12.0,0.0,0.5456411627302339,5805.621971449688,20,338,0.6106869992252972,2026-05,2026-05-24,5805.621971449689
high_odds_v1_top2,8420260523020004,2-4-9,2026-05-24,140.9,14090,0,6020.0,12.0,0.0,0.5394734686869886,7601.18117379967,21,237,0.6106869992252972,2026-05,2026-05-24,7601.18117379967
high_odds_v1_top2,8420260523020005,5-1-2,2026-05-24,102.0,10200,0,1470.0,2.0,0.0,0.5397943279022548,5505.902144602999,21,418,0.6808881422829838,2026-05,2026-05-24,5505.902144602998
high_odds_v1_top2,8420260523020005,7-2-5,2026-05-24,108.1,10810,0,1470.0,2.0,0.0,0.5037043596644257,5445.044127972442,22,420,0.6808881422829838,2026-05,2026-05-24,5445.044127972442
high_odds_v1_top2,8420260523020006,1-8-9,2026-05-24,101.4,10140,0,4780.0,8.0,0.0,0.595389748549402,6037.252050290936,26,393,0.6603580173320621,2026-05,2026-05-24,6037.252050290936
high_odds_v1_top2,8420260523020006,7-4-9,2026-05-24,100.9,10090,0,4780.0,8.0,0.0,0.5338439038332956,5386.484989677952,29,439,0.6603580173320621,2026-05,2026-05-24,5386.484989677953
high_odds_v1_top2,8420260523020007,2-9-4,2026-05-24,106.9,10690,0,10380.0,27.0,0.0,0.4867588603987894,5203.452217663059,27,373,0.6489609631553189,2026-05,2026-05-24,5203.452217663059
high_odds_v1_top2,8420260523020007,6-4-8,2026-05-24,110.2,11020,0,10380.0,27.0,0.0,0.4853506300195905,5348.563942815888,28,368,0.6489609631553189,2026-05,2026-05-24,5348.5639428158875
high_odds_v1_top2,8420260523020008,1-8-7,2026-05-24,114.2,11420,0,2260.0,9.0,0.0,0.5192041291142939,5929.311154485236,20,321,0.512832625379327,2026-05,2026-05-24,5929.311154485236
high_odds_v1_top2,8420260523020008,8-1-2,2026-05-24,147.1,14710,0,2260.0,9.0,0.0,0.4778086622987857,7028.565422415138,24,262,0.512832625379327,2026-05,2026-05-24,7028.565422415138
high_odds_v1_top2,8420260523020009,1-9-8,2026-05-24,107.5,10750,0,7190.0,18.0,0.0,0.5641670587103448,6064.795881136207,20,333,0.5092652004665073,2026-05,2026-05-24,6064.795881136207
high_odds_v1_top2,8420260523020009,1-3-8,2026-05-24,107.7,10770,0,7190.0,18.0,0.0,0.5409584626876155,5826.122643145619,22,350,0.5092652004665073,2026-05,2026-05-24,5826.122643145619
high_odds_v1_top2,8420260523020010,9-3-1,2026-05-24,153.4,15340,0,139850.0,347.0,0.0,0.5376669221083277,8247.810585141746,10,194,0.7111644513421952,2026-05,2026-05-24,8247.810585141746
high_odds_v1_top2,8420260523020010,4-5-8,2026-05-24,106.7,10670,0,139850.0,347.0,0.0,0.4913442544775303,5242.643195275248,15,333,0.7111644513421952,2026-05,2026-05-24,5242.643195275248
high_odds_v1_top2,8420260523020011,1-7-3,2026-05-24,119.9,11990,0,58960.0,172.0,0.0,0.5482985353785103,6574.099439188338,16,228,0.6601828151168279,2026-05,2026-05-24,6574.099439188338
high_odds_v1_top2,8420260523020011,1-7-4,2026-05-24,118.4,11840,0,58960.0,172.0,0.0,0.477680135014246,5655.732798568673,23,276,0.6601828151168279,2026-05,2026-05-24,5655.7327985686725
high_odds_v1_top2,8420260523020012,5-3-6,2026-05-24,107.0,10700,0,5930.0,9.0,0.0,0.4208543064172575,4503.141078664656,25,271,0.6652274790328846,2026-05,2026-05-24,4503.141078664656
high_odds_v1_top2,8420260621030008,1-6-3,2026-06-23,119.8,11980,0,3470.0,8.0,0.0,0.5283340654970509,6329.4421046546695,32,106,0.4570528850861137,2026-06,2026-06-23,6329.4421046546695
high_odds_v1_top2,8420260621030008,1-5-3,2026-06-23,109.6,10960,0,3470.0,8.0,0.0,0.5236526816248077,5739.233390607893,33,127,0.4570528850861137,2026-06,2026-06-23,5739.233390607892
high_odds_v1_top2,8720260220010001,1-5-2,2026-02-20,119.5,11950,0,6830.0,21.0,0.0,0.4764907004638471,5694.063870542973,31,292,0.5476809760604716,2026-02,2026-02-20,5694.063870542973
high_odds_v1_top2,8720260220010001,2-9-1,2026-02-20,132.4,13240,0,6830.0,21.0,0.0,0.468750379583157,6206.255025680999,32,263,0.5476809760604716,2026-02,2026-02-20,6206.255025680999
high_odds_v1_top2,8720260220010002,3-6-4,2026-02-20,106.8,10680,0,13780.0,41.0,0.0,0.5744417624981032,6135.038023479742,24,342,0.5900038639638319,2026-02,2026-02-20,6135.038023479742
high_odds_v1_top2,8720260220010002,7-8-1,2026-02-20,132.0,13200,0,13780.0,41.0,0.0,0.5496954552275013,7255.980009003017,26,276,0.5900038639638319,2026-02,2026-02-20,7255.980009003017
high_odds_v1_top2,8720260220010003,9-7-4,2026-02-20,101.8,10180,0,53610.0,171.0,0.0,0.4875708722903554,4963.471479915818,27,369,0.6732521467515081,2026-02,2026-02-20,4963.471479915817
high_odds_v1_top2,8720260220010003,9-4-7,2026-02-20,147.9,14790,0,53610.0,171.0,0.0,0.4788128984526359,7081.642768114486,28,246,0.6732521467515081,2026-02,2026-02-20,7081.642768114486
high_odds_v1_top2,8720260220010004,9-1-7,2026-02-20,151.3,15130,0,89710.0,221.0,0.0,0.4467403007128754,6759.180749785805,28,280,0.6625259717181768,2026-02,2026-02-20,6759.180749785805
high_odds_v1_top2,8720260220010004,9-5-7,2026-02-20,155.3,15530,0,89710.0,221.0,0.0,0.4463430576665658,6931.707685561768,29,271,0.6625259717181768,2026-02,2026-02-20,6931.707685561767
high_odds_v1_top2,8720260220010005,9-4-7,2026-02-20,139.4,13940,0,9400.0,31.0,0.0,0.5932331067723393,8269.66950840641,25,259,0.6954709753873332,2026-02,2026-02-20,8269.66950840641
high_odds_v1_top2,8720260220010005,5-4-8,2026-02-20,102.3,10230,0,9400.0,31.0,0.0,0.5844249060924999,5978.666789326274,28,340,0.6954709753873332,2026-02,2026-02-20,5978.666789326273
high_odds_v1_top2,8720260220010006,6-3-9,2026-02-20,109.6,10960,0,30790.0,107.0,0.0,0.6007491477543918,6584.210659388134,19,305,0.720374215114552,2026-02,2026-02-20,6584.210659388134
high_odds_v1_top2,8720260220010006,8-7-1,2026-02-20,102.8,10280,0,30790.0,107.0,0.0,0.5583842074848283,5740.189652944035,23,372,0.720374215114552,2026-02,2026-02-20,5740.189652944035
high_odds_v1_top2,8720260220010007,2-7-6,2026-02-20,114.8,11480,0,5720.0,14.0,0.0,0.5264732016846223,6043.912355339464,27,379,0.7591663435677446,2026-02,2026-02-20,6043.912355339464
high_odds_v1_top2,8720260220010007,2-7-8,2026-02-20,102.4,10240,0,5720.0,14.0,0.0,0.5246250121887555,5372.160124812855,28,420,0.7591663435677446,2026-02,2026-02-20,5372.160124812856
high_odds_v1_top2,8720260220010008,2-5-3,2026-02-20,104.3,10430,0,4840.0,9.0,0.0,0.5078771020460944,5297.158174340764,24,358,0.6261765007091494,2026-02,2026-02-20,5297.158174340764
high_odds_v1_top2,8720260220010008,5-7-9,2026-02-20,103.2,10320,0,4840.0,9.0,0.0,0.5043697179509703,5205.095489254013,25,365,0.6261765007091494,2026-02,2026-02-20,5205.095489254013
high_odds_v1_top2,8720260220010009,1-7-3,2026-02-20,102.4,10240,0,480.0,1.0,0.0,0.5079043297911617,5200.940337061496,23,406,0.5502825174254746,2026-02,2026-02-20,5200.940337061496
high_odds_v1_top2,8720260220010009,2-1-7,2026-02-20,144.8,14480,0,480.0,1.0,0.0,0.4640842096190513,6719.939355283864,24,324,0.5502825174254746,2026-02,2026-02-20,6719.939355283863
high_odds_v1_top2,8720260220010010,3-7-8,2026-02-20,102.3,10230,0,19700.0,68.0,0.0,0.4665621279818349,4772.930569254171,26,259,0.5815524720203286,2026-02,2026-02-20,4772.930569254171
high_odds_v1_top2,8720260220010010,3-8-4,2026-02-20,119.5,11950,0,19700.0,68.0,0.0,0.4657834531298555,5566.1122649017725,28,223,0.5815524720203286,2026-02,2026-02-20,5566.1122649017725
high_odds_v1_top2,8720260220010011,2-8-1,2026-02-20,127.1,12710,0,8960.0,22.0,0.0,0.5295892716782102,6731.0796430300525,22,275,0.7119329357580332,2026-02,2026-02-20,6731.079643030052
high_odds_v1_top2,8720260220010011,1-7-3,2026-02-20,122.7,12270,0,8960.0,22.0,0.0,0.5039161052877487,6183.050611880676,27,307,0.7119329357580332,2026-02,2026-02-20,6183.050611880676
high_odds_v1_top2,8720260220010012,1-6-7,2026-02-20,132.2,13220,0,4120.0,7.0,0.0,0.4816344605926018,6367.207569034195,28,303,0.762979509529698,2026-02,2026-02-20,6367.207569034194
high_odds_v1_top2,8720260220010012,4-7-2,2026-02-20,207.7,20770,0,4120.0,7.0,0.0,0.4618476472921052,9592.575634257026,29,226,0.762979509529698,2026-02,2026-02-20,9592.575634257024
