rule,race_count,tickets,avg_tickets_per_race,bet,return,profit,roi,roi_without_max_hit,hit_count,hit_rate_per_ticket,hit_rate_per_race,avg_race_score,min_race_score,avg_score,min_score,avg_odds,median_odds,avg_expected,max_hit_payout,max_hit_share,day
high_odds_v1_top2,11,22,2.0,2200,0,-2200,0.0,0.0,0,0.0,0.0,0.6651991994591032,0.5776354955975559,0.512231925536399,0.4444639277697847,112.78636363636365,108.2,5764.3087687936095,0,0.0,2026-03-21
high_odds_v1_top2,12,24,2.0,2400,10820,8420,4.508333333333334,0.0,1,0.041666666666666664,0.08333333333333333,0.62306303825707,0.4861085446885914,0.5050503030942416,0.431296295273565,120.59166666666665,106.7,6073.817207789337,10820,1.0,2026-03-22
high_odds_v1_top2,1,2,2.0,200,0,-200,0.0,0.0,0,0.0,0.0,0.4551689855375839,0.4551689855375839,0.4850839917835126,0.4813124361515912,122.05000000000001,122.05000000000001,5922.995919769319,0,0.0,2026-03-23
high_odds_v1_top2,1,2,2.0,200,0,-200,0.0,0.0,0,0.0,0.0,0.452820606192552,0.452820606192552,0.5319534120003246,0.511690582660962,113.6,113.6,6042.180247150114,0,0.0,2026-03-26
high_odds_v1_top2,8,16,2.0,1600,10000,8400,6.25,0.0,1,0.0625,0.125,0.5147273284640826,0.4500999430656554,0.49023780222917035,0.4005393133331908,123.6375,111.2,6018.821687720432,10000,1.0,2026-03-28
high_odds_v1_top2,8,16,2.0,1600,0,-1600,0.0,0.0,0,0.0,0.0,0.5226091042243459,0.4541348702907384,0.5133819296725828,0.458525146942752,114.74375,113.05,5892.925569221115,0,0.0,2026-03-29
high_odds_v1_top2,9,18,2.0,1800,0,-1800,0.0,0.0,0,0.0,0.0,0.5383131895379148,0.4739906470281658,0.5198375664094141,0.4710448325342752,117.05555555555556,112.8,6071.439026461913,0,0.0,2026-03-30
high_odds_v1_top2,7,14,2.0,1400,0,-1400,0.0,0.0,0,0.0,0.0,0.5763888616909538,0.4566465067462522,0.5401899368330729,0.4710726250464453,117.85714285714286,105.15,6384.475014574052,0,0.0,2026-03-31
high_odds_v1_top2,10,20,2.0,2000,0,-2000,0.0,0.0,0,0.0,0.0,0.5388975830981126,0.4601247685455173,0.5189170459670601,0.4321562377213931,126.00999999999999,120.30000000000001,6497.9399352973105,0,0.0,2026-04-02
high_odds_v1_top2,5,10,2.0,1000,0,-1000,0.0,0.0,0,0.0,0.0,0.5300344087740507,0.4754433781056038,0.5093664944745463,0.4479971488495791,114.63999999999999,114.55,5842.080184432392,0,0.0,2026-04-03
high_odds_v1_top2,7,14,2.0,1400,0,-1400,0.0,0.0,0,0.0,0.0,0.5538824733644626,0.4728515382881479,0.5290337066675118,0.4286651775783106,114.14999999999999,111.4,6026.221895659454,0,0.0,2026-04-04
high_odds_v1_top2,6,12,2.0,1200,0,-1200,0.0,0.0,0,0.0,0.0,0.551797581094504,0.4651752857124223,0.5308690736126186,0.4453705041911055,114.49166666666667,107.7,6092.344161897396,0,0.0,2026-04-05
high_odds_v1_top2,12,24,2.0,2400,24190,21790,10.079166666666667,4.195833333333334,2,0.08333333333333333,0.16666666666666666,0.5303323878844552,0.4538793868610771,0.5371574981320109,0.4581310518307099,118.62916666666668,113.55000000000001,6367.89921821012,14120,0.5837122778007441,2026-04-09
high_odds_v1_top2,6,12,2.0,1200,0,-1200,0.0,0.0,0,0.0,0.0,0.523279092708313,0.4749169293967769,0.5615927044250615,0.508063617310314,116.77499999999999,109.9,6519.1517135633485,0,0.0,2026-04-10
