rule,race_count,tickets,bet,return,profit,roi,hit_count,hit_rate_per_ticket,hit_rate_per_race,avg_race_score,min_race_score,avg_odds,median_odds,avg_expected_roi,min_expected_roi,avg_hit_payout,max_hit_payout
race_score>=0.40_odds_30plus_ev>=1.2_top1,1444,1444,144400,778840,634440,5.393628808864266,1,0.0006925207756232687,0.0006925207756232687,0.5315119941259788,0.4000830274338122,5880.190443213296,5811.3,13.140200289500683,2.983996962010725,778840.0,778840
race_score>=0.40_odds_30plus_ev>=1.5_top1,1444,1444,144400,778840,634440,5.393628808864266,1,0.0006925207756232687,0.0006925207756232687,0.5315119941259788,0.4000830274338122,5880.190443213296,5811.3,13.140200289500683,2.983996962010725,778840.0,778840
race_score>=0.40_odds_30plus_ev>=2.0_top1,1444,1444,144400,778840,634440,5.393628808864266,1,0.0006925207756232687,0.0006925207756232687,0.5315119941259788,0.4000830274338122,5880.190443213296,5811.3,13.140200289500683,2.983996962010725,778840.0,778840
race_score>=0.40_odds_50plus_top1_by_value_score,1444,1444,144400,778840,634440,5.393628808864266,1,0.0006925207756232687,0.0006925207756232687,0.5315119941259788,0.4000830274338122,5880.190443213296,5811.3,13.140200289500683,2.983996962010725,778840.0,778840
race_score>=0.40_odds_50plus_top1_by_expected_roi,1444,1444,144400,778840,634440,5.393628808864266,1,0.0006925207756232687,0.0006925207756232687,0.5315119941259788,0.4000830274338122,5880.190443213296,5811.3,13.140200289500683,2.983996962010725,778840.0,778840
race_score>=0.40_odds_50plus_ev>=0.8_top1,1444,1444,144400,778840,634440,5.393628808864266,1,0.0006925207756232687,0.0006925207756232687,0.5315119941259788,0.4000830274338122,5880.190443213296,5811.3,13.140200289500683,2.983996962010725,778840.0,778840
race_score>=0.40_odds_50plus_ev>=1.0_top1,1444,1444,144400,778840,634440,5.393628808864266,1,0.0006925207756232687,0.0006925207756232687,0.5315119941259788,0.4000830274338122,5880.190443213296,5811.3,13.140200289500683,2.983996962010725,778840.0,778840
race_score>=0.40_odds_50plus_ev>=1.2_top1,1444,1444,144400,778840,634440,5.393628808864266,1,0.0006925207756232687,0.0006925207756232687,0.5315119941259788,0.4000830274338122,5880.190443213296,5811.3,13.140200289500683,2.983996962010725,778840.0,778840
race_score>=0.40_odds_50plus_ev>=1.5_top1,1444,1444,144400,778840,634440,5.393628808864266,1,0.0006925207756232687,0.0006925207756232687,0.5315119941259788,0.4000830274338122,5880.190443213296,5811.3,13.140200289500683,2.983996962010725,778840.0,778840
race_score>=0.40_odds_50plus_ev>=2.0_top1,1444,1444,144400,778840,634440,5.393628808864266,1,0.0006925207756232687,0.0006925207756232687,0.5315119941259788,0.4000830274338122,5880.190443213296,5811.3,13.140200289500683,2.983996962010725,778840.0,778840
race_score>=0.40_odds_100plus_top1_by_value_score,1444,1444,144400,778840,634440,5.393628808864266,1,0.0006925207756232687,0.0006925207756232687,0.5315119941259788,0.4000830274338122,5880.190443213296,5811.3,13.140200289500683,2.983996962010725,778840.0,778840
race_score>=0.40_odds_100plus_top1_by_expected_roi,1444,1444,144400,778840,634440,5.393628808864266,1,0.0006925207756232687,0.0006925207756232687,0.5315119941259788,0.4000830274338122,5880.190443213296,5811.3,13.140200289500683,2.983996962010725,778840.0,778840
race_score>=0.40_odds_100plus_ev>=0.8_top1,1444,1444,144400,778840,634440,5.393628808864266,1,0.0006925207756232687,0.0006925207756232687,0.5315119941259788,0.4000830274338122,5880.190443213296,5811.3,13.140200289500683,2.983996962010725,778840.0,778840
race_score>=0.40_odds_100plus_ev>=1.0_top1,1444,1444,144400,778840,634440,5.393628808864266,1,0.0006925207756232687,0.0006925207756232687,0.5315119941259788,0.4000830274338122,5880.190443213296,5811.3,13.140200289500683,2.983996962010725,778840.0,778840
race_score>=0.40_odds_100plus_ev>=1.2_top1,1444,1444,144400,778840,634440,5.393628808864266,1,0.0006925207756232687,0.0006925207756232687,0.5315119941259788,0.4000830274338122,5880.190443213296,5811.3,13.140200289500683,2.983996962010725,778840.0,778840
race_score>=0.40_odds_100plus_ev>=1.5_top1,1444,1444,144400,778840,634440,5.393628808864266,1,0.0006925207756232687,0.0006925207756232687,0.5315119941259788,0.4000830274338122,5880.190443213296,5811.3,13.140200289500683,2.983996962010725,778840.0,778840
race_score>=0.40_odds_100plus_ev>=2.0_top1,1444,1444,144400,778840,634440,5.393628808864266,1,0.0006925207756232687,0.0006925207756232687,0.5315119941259788,0.4000830274338122,5880.190443213296,5811.3,13.140200289500683,2.983996962010725,778840.0,778840
race_score>=0.60_odds_50_1000_ev>=3.0_top1,354,354,35400,149170,113770,4.2138418079096045,2,0.005649717514124294,0.005649717514124294,0.6630309677073245,0.600386893407325,879.1725988700564,901.4,4.0950034619780995,3.0003977370331256,74585.0,89380
race_score>=0.60_odds_100_1000_ev>=3.0_top1,354,354,35400,149170,113770,4.2138418079096045,2,0.005649717514124294,0.005649717514124294,0.6630309677073245,0.600386893407325,879.1725988700564,901.4,4.0950034619780995,3.0003977370331256,74585.0,89380
race_score>=0.60_odds_50_1000_top1_by_value_score,390,390,39000,149170,110170,3.824871794871795,2,0.005128205128205128,0.005128205128205128,0.6653700840469999,0.600386893407325,877.8884615384613,900.75,3.9775205305736634,2.4054184432386836,74585.0,89380
race_score>=0.60_odds_50_1000_top1_by_expected_roi,390,390,39000,149170,110170,3.824871794871795,2,0.005128205128205128,0.005128205128205128,0.6653700840469999,0.600386893407325,877.8884615384613,900.75,3.9775205305736634,2.4054184432386836,74585.0,89380
race_score>=0.60_odds_50_1000_ev>=0.8_top1,390,390,39000,149170,110170,3.824871794871795,2,0.005128205128205128,0.005128205128205128,0.6653700840469999,0.600386893407325,877.8884615384613,900.75,3.9775205305736634,2.4054184432386836,74585.0,89380
race_score>=0.60_odds_50_1000_ev>=1.0_top1,390,390,39000,149170,110170,3.824871794871795,2,0.005128205128205128,0.005128205128205128,0.6653700840469999,0.600386893407325,877.8884615384613,900.75,3.9775205305736634,2.4054184432386836,74585.0,89380
race_score>=0.60_odds_50_1000_ev>=1.2_top1,390,390,39000,149170,110170,3.824871794871795,2,0.005128205128205128,0.005128205128205128,0.6653700840469999,0.600386893407325,877.8884615384613,900.75,3.9775205305736634,2.4054184432386836,74585.0,89380
race_score>=0.60_odds_50_1000_ev>=1.5_top1,390,390,39000,149170,110170,3.824871794871795,2,0.005128205128205128,0.005128205128205128,0.6653700840469999,0.600386893407325,877.8884615384613,900.75,3.9775205305736634,2.4054184432386836,74585.0,89380
race_score>=0.60_odds_50_1000_ev>=2.0_top1,390,390,39000,149170,110170,3.824871794871795,2,0.005128205128205128,0.005128205128205128,0.6653700840469999,0.600386893407325,877.8884615384613,900.75,3.9775205305736634,2.4054184432386836,74585.0,89380
race_score>=0.60_odds_100_1000_top1_by_value_score,390,390,39000,149170,110170,3.824871794871795,2,0.005128205128205128,0.005128205128205128,0.6653700840469999,0.600386893407325,877.8884615384613,900.75,3.9775205305736634,2.4054184432386836,74585.0,89380
race_score>=0.60_odds_100_1000_top1_by_expected_roi,390,390,39000,149170,110170,3.824871794871795,2,0.005128205128205128,0.005128205128205128,0.6653700840469999,0.600386893407325,877.8884615384613,900.75,3.9775205305736634,2.4054184432386836,74585.0,89380
race_score>=0.60_odds_100_1000_ev>=0.8_top1,390,390,39000,149170,110170,3.824871794871795,2,0.005128205128205128,0.005128205128205128,0.6653700840469999,0.600386893407325,877.8884615384613,900.75,3.9775205305736634,2.4054184432386836,74585.0,89380
race_score>=0.60_odds_100_1000_ev>=1.0_top1,390,390,39000,149170,110170,3.824871794871795,2,0.005128205128205128,0.005128205128205128,0.6653700840469999,0.600386893407325,877.8884615384613,900.75,3.9775205305736634,2.4054184432386836,74585.0,89380
race_score>=0.60_odds_100_1000_ev>=1.2_top1,390,390,39000,149170,110170,3.824871794871795,2,0.005128205128205128,0.005128205128205128,0.6653700840469999,0.600386893407325,877.8884615384613,900.75,3.9775205305736634,2.4054184432386836,74585.0,89380
race_score>=0.60_odds_100_1000_ev>=1.5_top1,390,390,39000,149170,110170,3.824871794871795,2,0.005128205128205128,0.005128205128205128,0.6653700840469999,0.600386893407325,877.8884615384613,900.75,3.9775205305736634,2.4054184432386836,74585.0,89380
race_score>=0.60_odds_100_1000_ev>=2.0_top1,390,390,39000,149170,110170,3.824871794871795,2,0.005128205128205128,0.005128205128205128,0.6653700840469999,0.600386893407325,877.8884615384613,900.75,3.9775205305736634,2.4054184432386836,74585.0,89380
race_score>=0.45_odds_all_ev>=3.0_top2,1047,2092,209200,778840,569640,3.722944550669216,1,0.0004780114722753346,0.0009551098376313276,0.5736352352907564,0.4500906629413549,6370.222275334608,6469.15,12.763306412779368,3.1437656078847573,778840.0,778840
race_score>=0.45_odds_30plus_ev>=3.0_top2,1047,2092,209200,778840,569640,3.722944550669216,1,0.0004780114722753346,0.0009551098376313276,0.5736352352907564,0.4500906629413549,6370.222275334608,6469.15,12.763306412779368,3.1437656078847573,778840.0,778840
race_score>=0.45_odds_50plus_ev>=3.0_top2,1047,2092,209200,778840,569640,3.722944550669216,1,0.0004780114722753346,0.0009551098376313276,0.5736352352907564,0.4500906629413549,6370.222275334608,6469.15,12.763306412779368,3.1437656078847573,778840.0,778840
race_score>=0.45_odds_100plus_ev>=3.0_top2,1047,2092,209200,778840,569640,3.722944550669216,1,0.0004780114722753346,0.0009551098376313276,0.5736352352907564,0.4500906629413549,6370.222275334608,6469.15,12.763306412779368,3.1437656078847573,778840.0,778840
race_score>=0.45_odds_all_top2_by_value_score,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_all_top2_by_expected_roi,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_all_ev>=0.8_top2,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_all_ev>=1.0_top2,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_all_ev>=1.2_top2,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_all_ev>=1.5_top2,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_all_ev>=2.0_top2,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_30plus_top2_by_value_score,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_30plus_top2_by_expected_roi,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_30plus_ev>=0.8_top2,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
