race_id,entry_count,result_count,diff
1220230605030004,7,6,-1
1220230610010006,7,0,-7
1220230622020002,7,6,-1
1220230627010003,7,6,-1
1220230627020004,7,6,-1
1220230702010002,7,6,-1
1220230702020002,7,5,-2
1220230702030004,7,4,-3
1220230702030007,7,5,-2
1220230702030011,7,6,-1
1220230709020009,7,5,-2
1220230709030012,7,6,-1
1220230719010005,7,6,-1
1220230724010001,7,6,-1
1220230724020006,7,5,-2
1220230724030002,7,5,-2
1220230730010004,7,5,-2
1220230730030003,6,5,-1
1220230807020001,7,6,-1
1220230807030001,6,4,-2
1220230807030003,7,6,-1
1220230807030012,7,4,-3
1220230812020008,7,6,-1
1220230819010006,7,6,-1
1220230819030004,7,6,-1
1220230819030007,7,6,-1
1220230826010002,7,6,-1
1220230901030008,7,6,-1
1220230915010003,9,8,-1
1220230915020003,9,7,-2
1220230915020007,9,7,-2
1220230915030005,9,8,-1
1220230915030007,9,7,-2
1220230915030009,9,8,-1
1220230915030012,9,8,-1
1220230929020002,7,5,-2
1220231008020003,7,5,-2
1220231020020007,7,5,-2
1220231020030003,7,5,-2
1220231028010002,7,6,-1
1220231028020004,7,4,-3
1220231103010002,7,6,-1
1220231103010003,7,6,-1
1220240511010005,7,6,-1
1220240610010002,7,6,-1
1220240619010005,7,6,-1
1220240619010009,7,6,-1
1220240626010002,7,5,-2
1220240626010003,7,6,-1
1220240704020010,7,6,-1
1220240710020002,7,6,-1
1220240710030009,7,6,-1
1220240716010012,7,5,-2
1220240716020005,7,6,-1
1220240726020001,7,6,-1
1220240726020009,7,4,-3
1220240726020010,7,6,-1
1220240726030005,7,6,-1
1220240726030012,7,5,-2
1220240731020005,7,6,-1
1220240813010008,7,6,-1
1220240813010011,7,6,-1
1220240819030006,7,3,-4
1220240824010002,7,6,-1
1220240824020007,7,6,-1
1220240824030003,7,5,-2
1220240830010005,7,6,-1
1220240904010007,7,6,-1
1220240904030002,6,3,-3
1220240926020002,9,7,-2
1220240926020004,9,8,-1
1220240926020010,9,8,-1
1220240926030006,9,8,-1
1220240926030007,9,6,-3
