race_id,entry_count,result_count,diff
2420260309040003,7,5,-2
2420260309040004,7,6,-1
2420260309040005,7,4,-3
2420260317010001,7,4,-3
2420260317010004,7,6,-1
2420260317030004,7,6,-1
2420260401030004,7,6,-1
2420260508030007,7,5,-2
2420260521010004,7,5,-2
2420260521010008,7,5,-2
2420260521010012,7,5,-2
2420260521030006,7,4,-3
2420260530020001,8,6,-2
2420260530020012,9,6,-3
2420260609010002,7,5,-2
2420260609010009,7,6,-1
2420260609020002,6,5,-1
2420260621020004,7,6,-1
2420260621030001,7,6,-1
2420260621030002,7,6,-1
2520230119010012,9,8,-1
2520230119030006,9,8,-1
2520230119030007,9,7,-2
2520230119030008,9,8,-1
2520230314010002,7,6,-1
2520230314010003,7,6,-1
2520230314010006,7,6,-1
2520230314020003,7,6,-1
2520230314030008,7,5,-2
2520230324010001,7,6,-1
2520230324020001,6,0,-6
2520230324030005,7,5,-2
2520230717020004,7,5,-2
2520230824020006,7,6,-1
2520230824030006,7,6,-1
2520230915020004,7,6,-1
2520230915020006,7,6,-1
2520230915030001,6,4,-2
2520231003010010,7,5,-2
2520231003020009,7,5,-2
2520231003030008,7,6,-1
2520231015010005,7,3,-4
2520231104010003,7,6,-1
2520231202010008,7,6,-1
2520231202020003,7,5,-2
2520240105010009,9,6,-3
2520240105020001,8,7,-1
2520240105020003,8,5,-3
2520240105030011,9,7,-2
2520240105040010,9,8,-1
2520240121010004,7,6,-1
2520240121010012,7,6,-1
2520240121020001,6,5,-1
2520240121020002,6,5,-1
2520240121030001,6,5,-1
2520240301030002,7,5,-2
2520240301030012,7,6,-1
2520240318030001,7,6,-1
2520240318030002,7,6,-1
2520240415020001,7,6,-1
2520240415020003,7,4,-3
2520240427020001,7,6,-1
2520240427020008,7,6,-1
2520240427030002,7,6,-1
2520240427030012,7,4,-3
2520240514020001,7,6,-1
2520240514020002,7,6,-1
2520240514030005,7,6,-1
2520240527010004,7,6,-1
2520240527020004,7,6,-1
2520240527020005,7,5,-2
2520240608010011,7,6,-1
2520240608030005,7,6,-1
2520240608030009,7,5,-2
2520240719010004,7,4,-3
2520240719030002,7,5,-2
2520240724010005,7,0,-7
2520240724020003,7,6,-1
2520240724020010,7,6,-1
2520240724030012,7,4,-3
2520240918020005,7,5,-2
2520241119030006,7,5,-2
2520241119030010,7,6,-1
2520241204020003,7,5,-2
2520241217010002,7,6,-1
2520241217010003,7,6,-1
2520241217010005,7,6,-1
2520241217010011,7,6,-1
2520241217030003,7,6,-1
2520241217030004,7,6,-1
2520241217030006,7,4,-3
2520241217030007,7,6,-1
2520250116030012,9,6,-3
2520250124010009,7,5,-2
2520250220010001,7,5,-2
2520250313010009,7,5,-2
2520250319010104,7,6,-1
2520250319010111,7,5,-2
2520250319030009,7,6,-1
2520250319040007,7,6,-1
2520250417020007,7,6,-1
2520250417020010,7,6,-1
2520250417030009,7,5,-2
2520250426030002,7,5,-2
2520250524010005,7,4,-3
2520250524020003,7,6,-1
2520250627010002,7,6,-1
2520250627030004,7,5,-2
2520250705010004,7,6,-1
2520250705030007,7,5,-2
2520250815010007,7,5,-2
2520250815010008,7,6,-1
2520250815010010,7,4,-3
2520250911010010,7,0,-7
2520250911020002,7,6,-1
2520250929020006,7,6,-1
2520251010010003,7,6,-1
2520251010030008,7,6,-1
2520251109010004,7,6,-1
2520251109030002,7,6,-1
2520251116010009,7,5,-2
2520251116030010,7,6,-1
2520251116030011,7,5,-2
2520251125020004,7,6,-1
2520251125020005,7,6,-1
2520251125020012,7,5,-2
2520251217020008,7,6,-1
2520251217020012,7,6,-1
2520251217030011,7,5,-2
2520260115010006,9,6,-3
2520260115020009,9,7,-2
2520260115030011,9,5,-4
2520260115040008,9,8,-1
2520260210010006,7,6,-1
2520260210020002,7,6,-1
2520260427010001,7,4,-3
2520260427010007,7,5,-2
2520260427020008,7,6,-1
2520260427020010,7,6,-1
2520260427030005,7,6,-1
2520260522020005,7,6,-1
2520260605020004,7,6,-1
2620230108030006,7,5,-2
2620230108030009,7,6,-1
2620230207010006,7,5,-2
2620230207020006,7,6,-1
2620230220010005,7,6,-1
2620230220020004,7,6,-1
2620230220030001,7,5,-2
2620230227010009,7,5,-2
2620230320010002,7,6,-1
2620230407010003,7,5,-2
2620230413020002,7,5,-2
2620230419020010,7,4,-3
2620230419020012,7,5,-2
2620230425010002,7,6,-1
2620230425010006,7,5,-2
2620230510030003,7,4,-3
2620230516010002,7,5,-2
2620230525020001,7,6,-1
2620230525020007,7,5,-2
2620230525030004,7,6,-1
2620230525030005,7,6,-1
2620230815010004,9,7,-2
2620230815020003,9,8,-1
2620230815030009,9,7,-2
2620230815040009,9,8,-1
2620230815040011,9,5,-4
2620230815050007,9,5,-4
2620230815050009,9,8,-1
2620230815060011,9,8,-1
2620231010010006,6,3,-3
2620231124030004,7,5,-2
2620231208010003,7,6,-1
2620231208010008,7,6,-1
2620231208020005,7,6,-1
2620231216020009,7,6,-1
2620231216030011,7,5,-2
2620231223010012,7,4,-3
2620240116010009,7,5,-2
2620240116020004,7,6,-1
2620240116020006,7,6,-1
2620240204040008,7,6,-1
2620240204040009,7,6,-1
2620240213010005,7,6,-1
2620240213020004,7,3,-4
2620240213030012,7,6,-1
2620240219010005,7,6,-1
2620240219020005,7,6,-1
2620240219030001,6,5,-1
2620240219030007,7,6,-1
2620240226010001,7,5,-2
2620240308010006,7,6,-1
2620240308020008,7,6,-1
2620240308030001,7,4,-3
2620240308030002,7,6,-1
2620240308030004,7,6,-1
2620240314010004,7,5,-2
2620240314010008,7,6,-1
2620240314020001,6,4,-2
2620240405030003,7,6,-1
2620240420010001,9,7,-2
2620240420010010,9,8,-1
2620240420020012,9,7,-2
2620240420030011,9,7,-2
2620240420040001,7,5,-2
2620240520020012,7,6,-1
2620240520030008,7,6,-1
2620240520030012,7,6,-1
2620240615010011,7,5,-2
2620240615020007,7,5,-2
2620240615030002,7,6,-1
2620240622030005,7,6,-1
2620240712020009,7,4,-3
2620240712030004,7,5,-2
2620240712030009,7,6,-1
2620240810010002,7,6,-1
2620240810010004,7,6,-1
2620240810010010,7,4,-3
2620240810020009,7,6,-1
2620240810030005,7,6,-1
2620240822010002,7,6,-1
2620240822020007,7,5,-2
2620240822030001,6,0,-6
2620240822030002,6,0,-6
2620240822030006,7,6,-1
2620240828010007,7,6,-1
2620241007030001,7,6,-1
2620241012010003,7,6,-1
2620241012030001,7,6,-1
2620241021030004,7,5,-2
2620241101010001,7,5,-2
2620241101030005,7,6,-1
2620241129020002,7,6,-1
2620241209010001,7,6,-1
2620241209020002,7,6,-1
2620241209020009,7,6,-1
2620241209030012,7,5,-2
2620241225010005,7,6,-1
2620241225010010,7,5,-2
2620241225020005,7,6,-1
2620250108010005,7,5,-2
2620250108030003,7,6,-1
2620250108030007,7,6,-1
2620250131010003,7,5,-2
2620250213020007,7,5,-2
2620250213020012,7,6,-1
2620250213030001,7,6,-1
2620250226030001,7,6,-1
2620250226030005,7,5,-2
2620250307030008,7,6,-1
2620250325010009,7,6,-1
2620250325030001,7,6,-1
2620250409030001,7,5,-2
2620250510010001,7,6,-1
2620250510020001,7,6,-1
2620250510020003,7,4,-3
2620250804020004,7,5,-2
2620250804020011,7,6,-1
2620250820010002,7,6,-1
2620250820020002,7,6,-1
2620250828010002,9,6,-3
2620250828010005,9,8,-1
2620250828020003,9,8,-1
2620250828020005,9,8,-1
2620250828030010,9,8,-1
2620250904010002,7,6,-1
2620250904020005,7,3,-4
2620250904030005,7,6,-1
2620250918030002,7,6,-1
2620251017020002,7,6,-1
2620251017030002,7,6,-1
2620251028010004,7,6,-1
2620251028020001,7,5,-2
2620251028020004,7,6,-1
2620251028020005,7,5,-2
2620251028020006,7,6,-1
2620251028020008,7,6,-1
2620251028030002,7,6,-1
2620260127020004,7,5,-2
2620260127020009,7,5,-2
2620260127030004,7,6,-1
2620260204010003,7,6,-1
2620260204030004,7,6,-1
2620260215020009,7,0,-7
2620260226010004,7,6,-1
2620260226010007,7,5,-2
2620260226020002,7,6,-1
2620260226030007,7,6,-1
2620260304010006,7,5,-2
2620260304030002,7,5,-2
2620260304030007,7,4,-3
2620260312010004,9,6,-3
2620260312030009,9,6,-3
2620260312040004,9,7,-2
2620260312040006,9,8,-1
2620260312040008,9,8,-1
2620260322010008,7,6,-1
2620260322010009,7,6,-1
2620260409010003,9,7,-2
2620260409020005,9,8,-1
2620260409030011,9,6,-3
2620260409040011,9,7,-2
2620260501010005,7,4,-3
2620260501020002,6,5,-1
2720230101030004,7,5,-2
2720230101030012,7,6,-1
2720230111010003,7,6,-1
2720230111010009,7,6,-1
2720230111020004,7,6,-1
2720230123020005,7,5,-2
2720230123020012,7,5,-2
2720230129010001,7,5,-2
2720230129010004,7,6,-1
2720230129010009,7,4,-3
2720230129030005,7,6,-1
2720230129030008,7,6,-1
2720230204010005,7,6,-1
2720230204010012,7,6,-1
2720230204030008,7,5,-2
2720230221020007,7,5,-2
2720230221020010,7,4,-3
2720230303010001,7,3,-4
2720230303010005,7,6,-1
2720230303010007,7,6,-1
2720230303020002,6,4,-2
2720230303020003,7,6,-1
2720230303020005,7,6,-1
2720230326010008,7,5,-2
2720230326020001,6,3,-3
2720230326030007,7,6,-1
2720230415020002,7,6,-1
2720230415020005,7,6,-1
2720230415030005,7,5,-2
2720230513010003,7,6,-1
2720230513030001,7,6,-1
2720230523010007,7,6,-1
2720230604020003,7,6,-1
2720230604020011,7,6,-1
2720230604030012,7,5,-2
2720230712020003,7,5,-2
2720230712030012,7,6,-1
2720230810040007,9,7,-2
2720230902010004,7,6,-1
2720230902010006,7,5,-2
2720230902020003,7,5,-2
2720230902030006,7,5,-2
2720230929010006,7,3,-4
2720231011010002,7,6,-1
2720231011020005,7,5,-2
2720231028010012,9,7,-2
2720231028020003,9,8,-1
2720231028020006,9,7,-2
2720231028020011,9,7,-2
2720231028040004,9,7,-2
2720231028040008,9,8,-1
2720231126020007,7,6,-1
2720231202010005,7,6,-1
2720231202020005,7,6,-1
2720231202020009,7,6,-1
2720231202030008,7,6,-1
2720231215010009,7,4,-3
2720231215020011,7,6,-1
2720240101010004,7,6,-1
2720240101010006,6,5,-1
2720240101020005,7,6,-1
2720240206010003,7,5,-2
2720240206030008,7,6,-1
2720240227010008,7,6,-1
2720240227010010,7,6,-1
2720240304020004,7,5,-2
2720240429010007,7,6,-1
2720240429010012,7,4,-3
2720240429030002,7,4,-3
2720240429030007,7,6,-1
2720240511030005,7,4,-3
2720240601010007,7,4,-3
2720240705010002,7,5,-2
2720240705010009,7,5,-2
2720240810010001,7,5,-2
2720240810010009,7,6,-1
2720240810020007,7,6,-1
2720240819020002,7,5,-2
2720240819030002,7,6,-1
2720240825030011,7,5,-2
2720240917010004,7,4,-3
2720240917030004,7,4,-3
2720241026010005,9,7,-2
2720241026010007,9,6,-3
2720241026020003,8,5,-3
2720241026030003,6,4,-2
2720241026030008,9,7,-2
2720241026030009,9,8,-1
2720241026030012,9,8,-1
2720241026040009,9,8,-1
2720241102030007,7,4,-3
2720241116020012,7,6,-1
2720241116030007,7,5,-2
2720241130010001,7,6,-1
2720241218020002,7,3,-4
2720250111020007,7,4,-3
2720250127010004,7,6,-1
2720250127020009,7,6,-1
2720250127020010,7,5,-2
2720250210030002,7,5,-2
2720250228010009,7,6,-1
2720250307010009,7,5,-2
2720250413020002,7,6,-1
2720250413020007,7,6,-1
2720250504010003,7,5,-2
2720250504010007,7,5,-2
2720250524010004,7,6,-1
2720250524020001,7,5,-2
2720250524020010,7,6,-1
2720250524020012,7,5,-2
2720250524030003,7,5,-2
2720250524030012,7,6,-1
2720250609010001,7,6,-1
2720250609020002,7,6,-1
2720250609020005,7,6,-1
2720250609030007,7,5,-2
2720250609030011,7,6,-1
2720250616020005,7,6,-1
2720250616020009,7,6,-1
2720250621030007,7,6,-1
2720250714030006,9,8,-1
2720250726020007,9,7,-2
2720250726020012,9,8,-1
2720250731010001,7,5,-2
2720250812010004,7,4,-3
2720250812030001,7,6,-1
2720250812030009,7,6,-1
2720250910020009,7,6,-1
2720251002010005,9,8,-1
2720251002020002,9,8,-1
2720251002020007,9,6,-3
2720251002020010,9,8,-1
2720251002030004,9,8,-1
2720251002030012,9,8,-1
2720251002040009,9,7,-2
2720251002040012,9,6,-3
2720251104010007,7,6,-1
2720251104020010,7,5,-2
2720251104030004,7,6,-1
2720251104030005,7,6,-1
2720251113010005,7,6,-1
2720251113010011,7,6,-1
2720251113020003,7,5,-2
2720251129010004,7,6,-1
2720260109010005,7,5,-2
2720260123020004,7,5,-2
2720260129020004,7,5,-2
2720260301010010,7,6,-1
2720260401010002,7,6,-1
2720260417010010,7,5,-2
2720260417010012,7,3,-4
2720260428020004,7,6,-1
2720260503010002,7,6,-1
2720260503010009,7,6,-1
2720260503020002,7,3,-4
2720260511010007,7,6,-1
2720260511030008,7,5,-2
2720260518020011,7,5,-2
2720260518030010,7,6,-1
2720260610010004,7,6,-1
2720260610020003,7,5,-2
2720260610020011,7,6,-1
2720260617010001,7,0,-7
2720260617020008,7,5,-2
2720260623010003,7,6,-1
2720260623010010,7,5,-2
2820230104010006,9,8,-1
2820230104030002,9,8,-1
2820230104030007,9,8,-1
2820230104030010,9,8,-1
2820230104040006,9,8,-1
2820230104040007,9,8,-1
2820230213010011,7,6,-1
2820230225020004,7,5,-2
2820230315010007,7,6,-1
2820230315020009,7,6,-1
2820230315030007,7,5,-2
2820230405020007,7,6,-1
2820230405030007,7,6,-1
2820230501010006,7,4,-3
2820230501030002,7,6,-1
2820230506010001,7,6,-1
2820230506010004,7,6,-1
2820230506020005,7,5,-2
2820230506020007,7,6,-1
2820230622010005,7,6,-1
2820230622030007,7,6,-1
2820230709020010,7,6,-1
2820230721010001,7,5,-2
2820230806010004,7,6,-1
2820230806010010,7,6,-1
2820230907010002,9,5,-4
2820230907010005,9,7,-2
2820230907020009,9,8,-1
2820230907030004,9,7,-2
2820230907040010,9,7,-2
2820230907040012,9,8,-1
2820231209010005,7,6,-1
2820231209020002,6,5,-1
2820231209020003,7,6,-1
2820231209020007,7,6,-1
2820231209020010,7,6,-1
2820231228020006,9,4,-5
2820240117010010,7,6,-1
2820240117030010,7,6,-1
2820240209010002,7,6,-1
2820240308010009,7,6,-1
2820240308020011,7,5,-2
2820240308030005,6,5,-1
2820240329010001,7,6,-1
2820240329020012,7,5,-2
2820240408010003,7,4,-3
2820240408010009,7,5,-2
2820240408020006,6,5,-1
2820240408020012,7,5,-2
2820240613010004,7,6,-1
2820240613020004,7,3,-4
2820240613020006,7,3,-4
2820240804010004,7,4,-3
2820240804020002,7,6,-1
2820240804020005,7,6,-1
2820240804020008,7,6,-1
2820240830010001,6,3,-3
2820240830010012,7,6,-1
2820240830020004,7,6,-1
2820240830030006,7,4,-3
2820240830030009,7,2,-5
2820240906020005,7,6,-1
2820241001010010,7,6,-1
2820241022010005,7,5,-2
2820241022010011,7,6,-1
2820241108010001,7,6,-1
2820241108030012,7,6,-1
2820241222030007,7,6,-1
2820241228030003,7,6,-1
2820250104010006,9,7,-2
2820250104010009,9,8,-1
2820250104020008,9,6,-3
2820250104030010,9,8,-1
2820250104030011,9,6,-3
2820250122010004,7,6,-1
2820250122010005,7,6,-1
2820250122020011,7,5,-2
2820250225010001,7,6,-1
2820250225020003,7,6,-1
2820250225030001,7,6,-1
2820250328010004,7,6,-1
2820250328030010,7,5,-2
2820250406030003,7,6,-1
2820250418010005,7,6,-1
2820250426020002,7,6,-1
2820250426020006,7,5,-2
2820250426020007,7,6,-1
2820250702010001,7,5,-2
2820250702030002,7,6,-1
2820250702030004,7,6,-1
2820250906010008,7,6,-1
2820250906030005,7,6,-1
2820250906030011,7,6,-1
2820250916010005,7,4,-3
2820250916020004,7,4,-3
2820250924010011,7,6,-1
2820250924010012,7,5,-2
2820250924020008,7,6,-1
2820250924020012,7,6,-1
2820251008030001,6,5,-1
2820251228020003,7,6,-1
2820260104010005,9,8,-1
2820260104020002,9,8,-1
2820260104040001,9,8,-1
2820260104040007,9,6,-3
2820260104040012,9,8,-1
2820260112030006,7,3,-4
2820260119010001,7,5,-2
2820260209010011,7,6,-1
2820260209020012,7,6,-1
2820260307030002,7,6,-1
2820260322010007,7,6,-1
2820260328010004,7,6,-1
2820260328020012,7,6,-1
2820260328030001,7,6,-1
2820260328030008,7,5,-2
2820260328030012,7,5,-2
3120230105010007,7,4,-3
3120230105020003,5,4,-1
3120230105020005,7,5,-2
3120230117010004,7,6,-1
3120230117010009,7,3,-4
3120230130010004,7,6,-1
3120230205010003,7,6,-1
3120230205030001,7,6,-1
3120230205030007,7,1,-6
3120230217010001,7,6,-1
3120230217010005,7,6,-1
3120230217020004,7,4,-3
3120230223020002,7,6,-1
3120230223030010,7,4,-3
3120230223030012,7,5,-2
3120230322010005,7,6,-1
3120230322020007,7,5,-2
3120230322030005,6,3,-3
3120230401010002,7,5,-2
3120230401020002,7,6,-1
3120230401030003,7,3,-4
3120230410010006,7,6,-1
3120230410010012,7,4,-3
3120230410020004,7,5,-2
3120230410020010,7,5,-2
3120230410020011,7,5,-2
3120230428010005,7,6,-1
3120230428030002,7,6,-1
3120230520010004,7,6,-1
3120230520010010,7,5,-2
3120230526010002,7,6,-1
3120230526010005,7,4,-3
3120230526010008,7,5,-2
3120230526030011,7,6,-1
3120230526030012,7,4,-3
3120230601010001,7,6,-1
3120230601030001,7,6,-1
3120230614010001,7,5,-2
3120230614010011,7,6,-1
3120230614030010,7,5,-2
3120230627010008,7,5,-2
3120230704020004,7,6,-1
3120230704030007,7,5,-2
3120230727010001,7,6,-1
3120230727010002,7,5,-2
3120230727010003,7,6,-1
3120230826010005,9,8,-1
3120230826020004,9,7,-2
3120230826020006,9,8,-1
3120230826030005,9,8,-1
3120230908030002,7,5,-2
3120230924010010,7,5,-2
3120230924010011,7,6,-1
3120230924030010,7,5,-2
3120231002020002,7,6,-1
3120231002020008,7,6,-1
3120231020010004,7,4,-3
3120231020020003,7,6,-1
3120231020030004,7,6,-1
3120231025010004,7,4,-3
3120231025010012,7,5,-2
3120231025020010,7,6,-1
3120231025030012,7,6,-1
3120231108010007,7,6,-1
3120231108020002,7,5,-2
3120231121020007,7,5,-2
3120231121030005,7,6,-1
3120231226010008,7,6,-1
3120231226010009,7,5,-2
3120231226010012,7,6,-1
3120240123010001,7,6,-1
3120240123020002,7,6,-1
3120240123020005,7,6,-1
3120240123030010,7,6,-1
3120240128030007,7,6,-1
3120240128030009,7,5,-2
3120240210020002,7,6,-1
3120240210020006,7,6,-1
3120240401020005,7,5,-2
3120240511010004,7,5,-2
3120240511030008,7,6,-1
3120240511030009,7,6,-1
3120240527020009,7,5,-2
3120240527020012,7,5,-2
3120240610030003,7,6,-1
3120240621010004,7,6,-1
3120240621020010,7,6,-1
3120240713010006,9,7,-2
3120240713020008,9,7,-2
3120240713020009,9,7,-2
3120240713020012,9,8,-1
3120240713030006,9,7,-2
3120240801010001,9,6,-3
3120240801010003,9,7,-2
3120240801010004,9,7,-2
3120240801010006,9,7,-2
3120240801010010,9,7,-2
3120240801020002,7,6,-1
3120240801020007,9,8,-1
3120240801030012,9,7,-2
3120240918020008,7,6,-1
3120241015010003,7,6,-1
3120241015010006,7,6,-1
3120241022010002,7,6,-1
3120241022020001,7,6,-1
3120241022030001,7,6,-1
3120241030010007,7,6,-1
3120241030020009,7,5,-2
3120241030030007,7,6,-1
3120241105010002,7,5,-2
3120241105030006,7,5,-2
3120241114020006,7,5,-2
3120241125010003,7,6,-1
3120241125010005,7,6,-1
3120241125010008,7,5,-2
3120241125010010,7,5,-2
3120241125020007,7,6,-1
3120241125030003,7,4,-3
3120241125030009,7,5,-2
3120241216030003,7,6,-1
3120241216030011,7,6,-1
3120241224020002,7,6,-1
3120241224030001,7,6,-1
3120250104010005,7,5,-2
3120250104030002,7,5,-2
3120250129010009,7,6,-1
3120250129020007,7,4,-3
3120250225010005,7,6,-1
3120250327010006,7,5,-2
3120250327030001,7,6,-1
3120250416010003,7,6,-1
3120250416020004,7,6,-1
3120250416020009,7,6,-1
3120250416030001,6,5,-1
3120250422010001,7,6,-1
3120250422010010,7,5,-2
3120250422020001,7,6,-1
3120250422020003,7,5,-2
3120250422030005,7,0,-7
3120250601030005,7,6,-1
3120250616020004,7,6,-1
3120250616020008,7,4,-3
3120250707020001,7,6,-1
3120250707030011,7,6,-1
3120250720020001,6,5,-1
3120250727010003,7,6,-1
3120250727010006,7,6,-1
3120250823010008,9,7,-2
3120250823010009,9,4,-5
3120250823030008,9,8,-1
3120250918020003,7,6,-1
3120250918030006,7,6,-1
3120251126010001,7,5,-2
3120251126030002,7,6,-1
3120251126030005,7,0,-7
3120251126030007,7,6,-1
3120251202010009,7,5,-2
3120251202010012,7,5,-2
3120251202020010,7,5,-2
3120251208020002,7,6,-1
3120251221020009,7,4,-3
3120251221030004,7,5,-2
3120260111030007,7,6,-1
3120260121010011,7,6,-1
3120260121020008,7,5,-2
3120260121030004,7,6,-1
3120260127030003,7,6,-1
3120260204020003,7,5,-2
3120260204020008,7,5,-2
3120260204020010,7,6,-1
3120260204030002,7,6,-1
3120260222010002,7,6,-1
3120260304010002,7,6,-1
3120260316010001,7,6,-1
3120260316020006,7,5,-2
3120260327020007,7,6,-1
3120260416010005,7,4,-3
3120260514010007,7,6,-1
3120260514020007,7,6,-1
3120260531010006,7,6,-1
3120260531010007,7,4,-3
3120260531020007,7,6,-1
3120260531030006,7,0,-7
3120260625010008,7,6,-1
3120260625010010,7,5,-2
3120260625020009,7,6,-1
3120260625020011,7,6,-1
3120260625020012,7,5,-2
3420231007010002,7,6,-1
3420231017010003,7,5,-2
3420231026010003,7,6,-1
3420231026010004,7,5,-2
3420231111010010,7,5,-2
3420231111020001,7,6,-1
3420231118020001,7,6,-1
3420231118020007,7,3,-4
3420231118020008,7,5,-2
3420231118030008,7,6,-1
3420231118030011,7,6,-1
3420231124010005,7,6,-1
3420231124020007,7,6,-1
3420231124030001,7,5,-2
3420231124030002,7,6,-1
3420231206020011,7,5,-2
3420231206020012,7,3,-4
3420231206030001,7,6,-1
3420231213020005,7,6,-1
3420231213030008,7,6,-1
3420231213030009,7,5,-2
3420231226030001,7,6,-1
3420240118010001,9,7,-2
3420240118030005,9,7,-2
3420240118030007,9,7,-2
3420240118030008,9,7,-2
3420240118030010,9,6,-3
3420240126010005,7,6,-1
3420240126020004,7,6,-1
3420240207010004,7,4,-3
3420240224020001,7,6,-1
3420240224020005,7,6,-1
3420240224020009,7,6,-1
3420240224030001,6,5,-1
3420240224030012,7,6,-1
3420240310020001,7,5,-2
3420240310030011,7,6,-1
3420240321010007,7,4,-3
3420240321020008,7,6,-1
3420240321020009,7,5,-2
3420240321020010,7,6,-1
3420240321030004,7,5,-2
3420240321030012,7,6,-1
3420240326020001,7,6,-1
3420240326020011,7,6,-1
3420240404010001,9,8,-1
3420240404010002,9,8,-1
3420240404010007,9,8,-1
3420240404020004,9,8,-1
3420240404030004,9,8,-1
3420240404040008,9,7,-2
3420240503010002,7,5,-2
3420240503030005,7,6,-1
3420240604020003,7,5,-2
3420240613020008,7,6,-1
3420240627010010,7,6,-1
3420240627020010,7,5,-2
3420240716020001,6,5,-1
3420240729030011,7,5,-2
3420240810020004,7,6,-1
3420240810020011,7,4,-3
3420240810030001,6,5,-1
3420240810030002,6,5,-1
3420240820020010,7,6,-1
3420240820030012,7,6,-1
3420240828010009,7,5,-2
3420240828020008,7,6,-1
3420240828030006,7,6,-1
3420240828030007,7,5,-2
3420240929030004,7,6,-1
3420241011010005,9,8,-1
3420241011020011,9,7,-2
3420241011040003,9,6,-3
3420241112030001,7,6,-1
3420241118020001,7,6,-1
3420241130010001,7,6,-1
3420241130010004,7,6,-1
3420241212030006,7,6,-1
3420241222020004,7,5,-2
3420241222020009,7,5,-2
3420241222030009,7,5,-2
3420241222030012,7,6,-1
3420250120020001,7,6,-1
3420250125020004,7,5,-2
3420250125020008,7,5,-2
3420250125030005,7,6,-1
3420250203020010,7,5,-2
3420250203020012,7,5,-2
3420250304010105,7,4,-3
3420250304040001,6,5,-1
3420250304040006,7,4,-3
3420250313010009,7,6,-1
3420250404020003,7,5,-2
3420250419020008,9,8,-1
3420250419030008,9,8,-1
3420250419040006,9,5,-4
3420250419040011,9,8,-1
3420250428030002,7,6,-1
3420250515010009,7,6,-1
3420250515020004,7,5,-2
3420250515020005,7,6,-1
3420250515030009,7,5,-2
3420250515030012,7,4,-3
3420250523030001,7,6,-1
3420250607030004,7,5,-2
3420250625010001,7,6,-1
3420250625010003,7,5,-2
3420250625010004,7,6,-1
3420250625010005,7,5,-2
3420250625020001,7,6,-1
3420250630010006,7,5,-2
3420250630010007,7,3,-4
3420250630030005,7,6,-1
3420250707020003,7,6,-1
3420250716020001,7,6,-1
3420250716030009,7,5,-2
3420250809010011,7,6,-1
3420250809020001,6,5,-1
3420250809030002,6,5,-1
3420250828010001,7,6,-1
3420250828030008,7,6,-1
3420250903030006,7,4,-3
3420250914010001,7,6,-1
3420250914010005,7,4,-3
3420250914010010,7,6,-1
3420250928010001,7,6,-1
3420251003010007,7,5,-2
3420251003020010,7,6,-1
3420251003030006,7,6,-1
3420251010010001,7,3,-4
3420251025020006,7,3,-4
3420251025020009,7,5,-2
3420251025020011,7,4,-3
3420251025030001,7,6,-1
3520230106010011,7,6,-1
3520230106020010,7,5,-2
3520230106030007,7,6,-1
3520230120010002,7,6,-1
3520230120020006,7,6,-1
3520230202010001,7,5,-2
3520230202020007,7,6,-1
3520230202030008,7,6,-1
3520230202030012,7,5,-2
3520230311010003,7,6,-1
3520230311010011,7,6,-1
3520230422010004,7,6,-1
3520230422020002,7,3,-4
3520230502020002,9,7,-2
3520230502020007,9,6,-3
3520230502020008,9,6,-3
3520230502030006,9,8,-1
3520230502030009,9,8,-1
3520230502050002,9,7,-2
3520230502050011,9,8,-1
3520230529020004,7,6,-1
3520230529020008,7,4,-3
3520230616010007,7,6,-1
3520230616030012,7,4,-3
3520230721020008,7,4,-3
3520230721020010,7,5,-2
3520230803020002,7,6,-1
3520230803030004,7,6,-1
3520230914020001,7,6,-1
3520230927030006,7,5,-2
3520231020030006,7,6,-1
3520231106020010,7,5,-2
3520231106020012,7,6,-1
3520231114010007,7,5,-2
3520231114010008,7,6,-1
3520231210010006,7,5,-2
3520231210010012,7,6,-1
3520231210020002,7,6,-1
3520231210020004,7,6,-1
3520231210020011,7,6,-1
3520231210030012,7,5,-2
3520231217010001,7,6,-1
3520240101020002,7,6,-1
3520240101020007,7,6,-1
3520240101020010,7,6,-1
3520240101020011,7,5,-2
3520240101030004,7,5,-2
3520240101040002,6,5,-1
3520240318010006,7,6,-1
3520240318010008,7,6,-1
3520240401020005,7,6,-1
3520240423010007,7,3,-4
3520240428020004,7,6,-1
3520240428020009,7,5,-2
3520240504010002,7,6,-1
3520240510010002,7,6,-1
3520240510010003,7,6,-1
3520240510020005,7,6,-1
3520240510020006,7,6,-1
3520240510020011,7,4,-3
3520240510030011,7,6,-1
3520240719010007,7,6,-1
3520240719010012,7,5,-2
3520240807020002,7,6,-1
3520240813020002,7,5,-2
3520240813020009,9,8,-1
3520240813020011,9,8,-1
3520240813030005,9,8,-1
3520240813030008,9,8,-1
3520240813040009,9,5,-4
3520240813060007,9,7,-2
3520240813060009,9,7,-2
3520240831020001,6,5,-1
3520240915030001,6,5,-1
3520240915030002,7,6,-1
3520240926010002,7,6,-1
3520241006020005,7,5,-2
3520241025010004,7,6,-1
3520241108020010,7,6,-1
3520241209020005,7,5,-2
3520241209030006,7,6,-1
3520250117020003,7,6,-1
3520250117020005,7,6,-1
3520250220020005,7,6,-1
3520250220030001,7,5,-2
3520250301020009,7,6,-1
3520250310010004,7,5,-2
3520250401020012,7,6,-1
