rule,race_count,tickets,avg_tickets_per_race,bet,return,profit,roi,roi_without_max_hit,hit_count,hit_rate_per_ticket,hit_rate_per_race,avg_race_score,min_race_score,avg_ticket_score,min_ticket_score,avg_odds,median_odds,avg_expected,max_hit_payout,max_hit_share,month
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top2_by_ticket_score,498,995,1.997991967871486,99500,122140,22640,1.2275376884422111,1.0849246231155778,11,0.011055276381909548,0.02208835341365462,0.46495813808720415,0.3500441223711724,0.5237080262624025,0.2034711115545832,116.63226130653267,108.6,6066.393806081335,14190,0.11617815621418044,2026-05
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top2_by_ticket_score,442,884,2.0,88400,71690,-16710,0.810972850678733,0.6115384615384616,5,0.005656108597285068,0.011312217194570135,0.4737733347996968,0.350224717228412,0.5277310525115315,0.2680354963865757,117.31447963800905,109.15,6149.030751494259,17630,0.2459199330450551,2026-06
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top3_by_ticket_score,404,1212,3.0,121200,77740,-43460,0.6414191419141915,0.5339108910891089,7,0.005775577557755775,0.017326732673267328,0.43945784867395127,0.3501978346358184,0.5214421508496722,0.3313549357332579,117.44059405940594,110.15,6085.460710590127,13030,0.1676099819912529,2026-01
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top3_by_ticket_score,418,1254,3.0,125400,125020,-380,0.996969696969697,0.8951355661881978,11,0.008771929824561403,0.02631578947368421,0.44959694408519485,0.3500651787682592,0.5170760094409781,0.2005840838985856,116.45342902711322,111.0,5991.54100864572,12770,0.10214365701487763,2026-02
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top3_by_ticket_score,522,1566,3.0,156600,133320,-23280,0.8513409961685824,0.7694763729246488,12,0.007662835249042145,0.022988505747126436,0.4669611077200829,0.3502077801641641,0.5182738174828043,0.3314125663526822,118.45613026819925,111.4,6102.367784343715,12820,0.09615961596159615,2026-03
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top3_by_ticket_score,457,1369,2.9956236323851204,136900,168690,31790,1.2322132943754565,1.1028487947406866,14,0.010226442658875092,0.030634573304157548,0.43515984248468437,0.3500368422753134,0.5219874490009955,0.2771198844501316,116.8897735573411,110.4,6065.151490790399,17710,0.10498547631750549,2026-04
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top3_by_ticket_score,498,1492,2.995983935742972,149200,157590,8390,1.0562332439678284,0.9611260053619303,14,0.00938337801608579,0.028112449799196786,0.46499399083877374,0.3500441223711724,0.5120566471248579,0.2034711115545832,118.91474530831098,111.1,6037.265605240319,14190,0.0900437845040929,2026-05
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top3_by_ticket_score,442,1326,3.0,132600,71690,-60910,0.5406485671191553,0.4076923076923077,5,0.003770739064856712,0.011312217194570135,0.4737733347996967,0.350224717228412,0.5172308432449243,0.2649166661856438,119.41003016591253,110.9,6127.948201288451,17630,0.2459199330450551,2026-06
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top5_by_ticket_score,404,2020,5.0,202000,120420,-81580,0.5961386138613861,0.5034653465346535,10,0.0049504950495049506,0.024752475247524754,0.4394578486739513,0.3501978346358184,0.5035525354165387,0.2939730605734138,121.99633663366338,114.69999999999999,6085.719136776449,18720,0.1554559043348281,2026-01
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top5_by_ticket_score,418,2088,4.9952153110047846,208800,166690,-42110,0.798323754789272,0.7152777777777778,14,0.006704980842911878,0.03349282296650718,0.4496518224315186,0.3500651787682592,0.49978021098670794,0.2005840838985856,121.17547892720307,114.9,6009.834206817276,17340,0.10402543643889856,2026-02
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top5_by_ticket_score,522,2610,5.0,261000,258910,-2090,0.991992337164751,0.9355172413793104,22,0.00842911877394636,0.0421455938697318,0.4669611077200829,0.3502077801641641,0.5008430890760134,0.2949841985003096,122.18486590038314,115.45,6070.076741020348,14740,0.0569309798771774,2026-03
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top5_by_ticket_score,457,2281,4.991247264770241,228100,227270,-830,0.9963612450679526,0.9187198597106532,19,0.008329679964927663,0.04157549234135667,0.43513516493775783,0.3500368422753134,0.5037172004622367,0.235811627034794,121.50539237176676,114.5,6065.913422066645,17710,0.07792493509922119,2026-04
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top5_by_ticket_score,498,2482,4.983935742971887,248200,250870,2670,1.0107574536663981,0.9505237711522966,22,0.008863819500402902,0.04417670682730924,0.4651166438130009,0.3500441223711724,0.49480263929033097,0.2031462291488997,123.49903303787268,115.3,6031.7974760267525,14950,0.05959261769043728,2026-05
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top5_by_ticket_score,442,2210,5.0,221000,115720,-105280,0.5236199095022624,0.44384615384615383,9,0.004072398190045249,0.020361990950226245,0.47377333479969674,0.350224717228412,0.5002797093956564,0.2367720991824109,122.45425339366517,114.8,6073.5756048240355,17630,0.1523505012098168,2026-06
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top10_by_ticket_score,404,4040,10.0,404000,394710,-9290,0.9770049504950495,0.9078465346534653,28,0.006930693069306931,0.06930693069306931,0.4394578486739513,0.3501978346358184,0.470891808382838,0.2469546190694087,131.76834158415843,121.6,6103.269794124348,27940,0.07078614679131515,2026-01
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top10_by_ticket_score,418,4168,9.971291866028707,416800,318840,-97960,0.7649712092130518,0.7206813819577735,25,0.005998080614203455,0.05980861244019139,0.4497915233889609,0.3500651787682592,0.4689134947984138,0.2005840838985856,130.3533349328215,121.85,6030.09579571539,18460,0.057897377995232716,2026-02
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top10_by_ticket_score,522,5219,9.99808429118774,521900,522800,900,1.0017244682889443,0.9683464265184901,41,0.007855911094079326,0.07854406130268199,0.46697959411266055,0.3502077801641641,0.4693542838420599,0.2027342080811414,131.3298524621575,123.0,6077.115206118867,17420,0.03332058148431523,2026-03
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top10_by_ticket_score,457,4552,9.960612691466084,455200,498620,43420,1.0953866432337434,1.0461994727592268,39,0.008567662565905097,0.08533916849015317,0.4350759647006218,0.3500368422753134,0.47133784139004004,0.2021706590813099,131.68611599297014,122.0,6097.754899153485,22390,0.04490393486021419,2026-04
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top10_by_ticket_score,498,4929,9.897590361445783,492900,390430,-102470,0.7921079326435383,0.7387908297829174,31,0.006289308176100629,0.06224899598393574,0.46524931987964163,0.3500441223711724,0.4653486689725652,0.2004685645195078,132.75940353012783,123.5,6070.07553272456,26280,0.0673104013523551,2026-05
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top10_by_ticket_score,442,4419,9.997737556561086,441900,343080,-98820,0.7763747454175153,0.7307535641547862,26,0.005883684091423399,0.058823529411764705,0.4737981133530582,0.350224717228412,0.46982556367578504,0.2093022892120526,132.40864448970353,122.4,6122.274036713874,20160,0.05876180482686254,2026-06
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top1_by_expected_return,404,404,1.0,40400,0,-40400,0.0,0.0,0,0.0,0.0,0.4394578486739512,0.3501978346358184,0.29635836218481326,0.200013830669176,378.30445544554453,388.75,10902.12847251611,0,0.0,2026-01
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top1_by_expected_return,418,418,1.0,41800,0,-41800,0.0,0.0,0,0.0,0.0,0.4495969440851948,0.3500651787682592,0.28794672920110725,0.2006423339059967,385.03325358851674,397.05,10824.138399806925,0,0.0,2026-02
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top1_by_expected_return,522,522,1.0,52200,0,-52200,0.0,0.0,0,0.0,0.0,0.4669611077200829,0.3502077801641641,0.29726380324737484,0.2001327702891406,363.7605363984674,378.1,10308.187646974371,0,0.0,2026-03
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top1_by_expected_return,457,457,1.0,45700,0,-45700,0.0,0.0,0,0.0,0.0,0.4352830142232827,0.3500368422753134,0.2931451133428516,0.2001606083919922,377.97177242888404,400.1,10639.31339013204,0,0.0,2026-04
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top1_by_expected_return,498,498,1.0,49800,48130,-1670,0.9664658634538152,0.0,1,0.002008032128514056,0.002008032128514056,0.4648507238194497,0.3500441223711724,0.29955326039296487,0.201175517665475,371.0502008032129,390.4,10618.002165134083,48130,1.0,2026-05
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top1_by_expected_return,442,442,1.0,44200,0,-44200,0.0,0.0,0,0.0,0.0,0.47377333479969674,0.350224717228412,0.2957678745041135,0.2000585088272916,380.7022624434389,395.4,10849.464820231122,0,0.0,2026-06
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top2_by_expected_return,404,808,2.0,80800,41370,-39430,0.5120049504950495,0.0,1,0.0012376237623762376,0.0024752475247524753,0.4394578486739514,0.3501978346358184,0.2966053279874701,0.200013830669176,363.769801980198,374.55,10424.93907493439,41370,1.0,2026-01
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top2_by_expected_return,418,836,2.0,83600,77140,-6460,0.9227272727272727,0.4235645933014354,2,0.0023923444976076554,0.004784688995215311,0.4495969440851948,0.3500651787682592,0.28820528532176226,0.2006220145469616,370.5571770334928,380.75,10352.509684957551,41730,0.5409644801659321,2026-02
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top2_by_expected_return,522,1044,2.0,104400,46230,-58170,0.442816091954023,0.21867816091954023,2,0.0019157088122605363,0.0038314176245210726,0.466961107720083,0.3502077801641641,0.2994193028381946,0.2001327702891406,349.55632183908045,364.7,9900.752834298763,23400,0.5061648280337443,2026-03
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top2_by_expected_return,457,913,1.9978118161925602,91300,38140,-53160,0.4177437020810515,0.0,1,0.001095290251916758,0.002188183807439825,0.4351906691465351,0.3500368422753134,0.29454207784817515,0.2001606083919922,362.2009857612267,380.2,10189.16940455164,38140,1.0,2026-04
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top2_by_expected_return,498,995,1.997991967871486,99500,48130,-51370,0.4837185929648241,0.0,1,0.0010050251256281408,0.002008032128514056,0.46495813808720415,0.3500441223711724,0.29444375476942264,0.200069240274718,360.72040201005024,380.3,10122.766486918856,48130,1.0,2026-05
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top2_by_expected_return,442,884,2.0,88400,0,-88400,0.0,0.0,0,0.0,0.0,0.4737733347996968,0.350224717228412,0.29410785091797825,0.2000585088272916,369.0823529411765,386.05,10415.09143838275,0,0.0,2026-06
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top3_by_expected_return,404,1212,3.0,121200,83160,-38040,0.6861386138613862,0.34133663366336636,2,0.0016501650165016502,0.0049504950495049506,0.43945784867395127,0.3501978346358184,0.29678481860658906,0.200013830669176,354.35585808580856,365.2,10096.582678619317,41790,0.5025252525252525,2026-01
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top3_by_expected_return,418,1254,3.0,125400,105580,-19820,0.8419457735247209,0.509170653907496,3,0.0023923444976076554,0.007177033492822967,0.44959694408519485,0.3500651787682592,0.28826193393617544,0.2001347633079176,361.3533492822966,371.35,10021.940163678526,41730,0.39524531161204773,2026-02
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top3_by_expected_return,522,1566,3.0,156600,46230,-110370,0.29521072796934866,0.1457854406130268,2,0.001277139208173691,0.0038314176245210726,0.4669611077200829,0.3502077801641641,0.29938229437670694,0.2001327702891406,340.2545338441891,355.70000000000005,9612.601809732609,23400,0.5061648280337443,2026-03
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top3_by_expected_return,457,1369,2.9956236323851204,136900,60530,-76370,0.4421475529583638,0.1635500365230095,2,0.0014609203798392988,0.00437636761487965,0.43515984248468437,0.3500368422753134,0.296477758058794,0.2001606083919922,350.4873630387144,366.5,9863.178720591339,38140,0.6301007764744755,2026-04
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top3_by_expected_return,498,1492,2.995983935742972,149200,48130,-101070,0.3225871313672922,0.0,1,0.0006702412868632708,0.002008032128514056,0.46499399083877374,0.3500441223711724,0.29493734861989324,0.200069240274718,349.3166219839142,367.45,9791.298413862896,48130,1.0,2026-05
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top3_by_expected_return,442,1326,3.0,132600,30830,-101770,0.23250377073906486,0.0,1,0.0007541478129713424,0.0022624434389140274,0.4737733347996967,0.350224717228412,0.2959280917416597,0.2000585088272916,357.9398944193062,373.75,10095.066403140083,30830,1.0,2026-06
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top5_by_expected_return,404,2020,5.0,202000,215170,13170,1.0651980198019801,0.8333663366336633,6,0.0029702970297029703,0.01485148514851485,0.4394578486739513,0.3501978346358184,0.29782392247054384,0.200013830669176,338.9966336633663,349.65,9629.039361752908,46830,0.21764186457219872,2026-01
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top5_by_expected_return,418,2088,4.9952153110047846,208800,132360,-76440,0.6339080459770114,0.434051724137931,4,0.0019157088122605363,0.009569377990430622,0.4496518224315186,0.3500651787682592,0.28988976522386284,0.2001347633079176,345.86163793103447,359.1,9557.883593551995,41730,0.31527651858567546,2026-02
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top5_by_expected_return,522,2610,5.0,261000,74700,-186300,0.28620689655172415,0.1771264367816092,3,0.0011494252873563218,0.005747126436781609,0.4669611077200829,0.3502077801641641,0.30211748843470004,0.2001327702891406,323.9932183908046,329.7,9208.513836460523,28470,0.38112449799196785,2026-03
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top5_by_expected_return,457,2281,4.991247264770241,228100,154400,-73700,0.6768960982025427,0.5096887330118369,6,0.00263042525208242,0.01312910284463895,0.43513516493775783,0.3500368422753134,0.29998281666647,0.2001606083919922,333.09943007452875,343.9,9415.300008253877,38140,0.24702072538860104,2026-04
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top5_by_expected_return,498,2482,4.983935742971887,248200,156490,-91710,0.6304995970991136,0.43658340048348104,5,0.00201450443190975,0.010040160642570281,0.4651166438130009,0.3500441223711724,0.295750914320902,0.200069240274718,334.0553585817889,349.9,9331.884893828896,48130,0.30755958847210685,2026-05
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top5_by_expected_return,442,2210,5.0,221000,54510,-166490,0.24665158371040724,0.10714932126696833,2,0.0009049773755656109,0.004524886877828055,0.47377333479969674,0.350224717228412,0.2962810267743368,0.2000585088272916,343.8487330316742,359.85,9651.37446695452,30830,0.5655842964593653,2026-06
odds_100_500_race>=0.35_score>=0.2_expected>=3000_top10_by_expected_return,404,4040,10.0,404000,341850,-62150,0.8461633663366337,0.7302475247524752,11,0.0027227722772277226,0.027227722772277228,0.4394578486739513,0.3501978346358184,0.30045772244386926,0.2000111617217857,313.9376485148515,314.35,8919.114850869653,46830,0.13698990785432208,2026-01
