race_date,race_id,tickets,ret,hits,rule,bet,profit,cum_profit
2026-02-08,5320260205040007,2,0.0,0,high_odds_v1_top2,200,-200.0,-4400.0
2026-02-08,5320260205040008,2,0.0,0,high_odds_v1_top2,200,-200.0,-4600.0
2026-02-08,5320260205040009,2,0.0,0,high_odds_v1_top2,200,-200.0,-4800.0
2026-02-08,5320260205040010,2,0.0,0,high_odds_v1_top2,200,-200.0,-5000.0
2026-02-08,5320260205040012,2,0.0,0,high_odds_v1_top2,200,-200.0,-5200.0
2026-02-12,3820260212010002,2,0.0,0,high_odds_v1_top2,200,-200.0,-5400.0
2026-02-12,3820260212010003,2,0.0,0,high_odds_v1_top2,200,-200.0,-5600.0
2026-02-12,3820260212010004,2,0.0,0,high_odds_v1_top2,200,-200.0,-5800.0
2026-02-12,3820260212010005,2,0.0,0,high_odds_v1_top2,200,-200.0,-6000.0
2026-02-12,3820260212010006,2,0.0,0,high_odds_v1_top2,200,-200.0,-6200.0
2026-02-12,3820260212010008,2,0.0,0,high_odds_v1_top2,200,-200.0,-6400.0
2026-02-12,3820260212010009,2,0.0,0,high_odds_v1_top2,200,-200.0,-6600.0
2026-02-12,3820260212010010,2,0.0,0,high_odds_v1_top2,200,-200.0,-6800.0
2026-02-12,3820260212010011,1,0.0,0,high_odds_v1_top2,100,-100.0,-6900.0
2026-02-12,3820260212010012,2,0.0,0,high_odds_v1_top2,200,-200.0,-7100.0
2026-02-12,4220260210030008,2,0.0,0,high_odds_v1_top2,200,-200.0,-7300.0
2026-02-13,3820260212020001,2,0.0,0,high_odds_v1_top2,200,-200.0,-7500.0
2026-02-13,3820260212020002,2,0.0,0,high_odds_v1_top2,200,-200.0,-7700.0
2026-02-13,3820260212020004,2,0.0,0,high_odds_v1_top2,200,-200.0,-7900.0
2026-02-13,3820260212020005,2,0.0,0,high_odds_v1_top2,200,-200.0,-8100.0
2026-02-13,3820260212020006,2,0.0,0,high_odds_v1_top2,200,-200.0,-8300.0
2026-02-13,3820260212020007,2,0.0,0,high_odds_v1_top2,200,-200.0,-8500.0
2026-02-13,3820260212020008,2,0.0,0,high_odds_v1_top2,200,-200.0,-8700.0
2026-02-13,3820260212020009,2,0.0,0,high_odds_v1_top2,200,-200.0,-8900.0
2026-02-14,3820260212030001,2,0.0,0,high_odds_v1_top2,200,-200.0,-9100.0
2026-02-14,3820260212030002,2,0.0,0,high_odds_v1_top2,200,-200.0,-9300.0
2026-02-14,3820260212030003,2,11790.0,1,high_odds_v1_top2,200,11590.0,2290.0
2026-02-14,3820260212030004,2,0.0,0,high_odds_v1_top2,200,-200.0,2090.0
2026-02-14,3820260212030007,2,0.0,0,high_odds_v1_top2,200,-200.0,1890.0
2026-02-14,3820260212030008,2,0.0,0,high_odds_v1_top2,200,-200.0,1690.0
2026-02-14,3820260212030011,2,0.0,0,high_odds_v1_top2,200,-200.0,1490.0
2026-02-15,3820260212040003,2,0.0,0,high_odds_v1_top2,200,-200.0,1290.0
2026-02-15,3820260212040004,2,0.0,0,high_odds_v1_top2,200,-200.0,1090.0
2026-02-15,3820260212040005,2,0.0,0,high_odds_v1_top2,200,-200.0,890.0
2026-02-15,3820260212040006,2,0.0,0,high_odds_v1_top2,200,-200.0,690.0
2026-02-15,3820260212040010,2,0.0,0,high_odds_v1_top2,200,-200.0,490.0
2026-02-15,3820260212040011,2,0.0,0,high_odds_v1_top2,200,-200.0,290.0
2026-02-16,4220260214030003,2,0.0,0,high_odds_v1_top2,200,-200.0,90.0
2026-02-17,4320260216020010,2,0.0,0,high_odds_v1_top2,200,-200.0,-110.0
2026-02-20,8720260220010001,2,0.0,0,high_odds_v1_top2,200,-200.0,-310.0
2026-02-20,8720260220010002,2,0.0,0,high_odds_v1_top2,200,-200.0,-510.0
2026-02-20,8720260220010003,2,0.0,0,high_odds_v1_top2,200,-200.0,-710.0
2026-02-20,8720260220010004,2,0.0,0,high_odds_v1_top2,200,-200.0,-910.0
2026-02-20,8720260220010005,2,0.0,0,high_odds_v1_top2,200,-200.0,-1110.0
2026-02-20,8720260220010006,2,0.0,0,high_odds_v1_top2,200,-200.0,-1310.0
2026-02-20,8720260220010007,2,0.0,0,high_odds_v1_top2,200,-200.0,-1510.0
2026-02-20,8720260220010008,2,0.0,0,high_odds_v1_top2,200,-200.0,-1710.0
2026-02-20,8720260220010009,2,0.0,0,high_odds_v1_top2,200,-200.0,-1910.0
2026-02-20,8720260220010010,2,0.0,0,high_odds_v1_top2,200,-200.0,-2110.0
2026-02-20,8720260220010011,2,0.0,0,high_odds_v1_top2,200,-200.0,-2310.0
2026-02-20,8720260220010012,2,0.0,0,high_odds_v1_top2,200,-200.0,-2510.0
2026-02-21,6220260219030010,2,0.0,0,high_odds_v1_top2,200,-200.0,-2710.0
2026-02-21,8720260220020001,2,0.0,0,high_odds_v1_top2,200,-200.0,-2910.0
2026-02-21,8720260220020002,2,0.0,0,high_odds_v1_top2,200,-200.0,-3110.0
2026-02-21,8720260220020003,2,0.0,0,high_odds_v1_top2,200,-200.0,-3310.0
2026-02-21,8720260220020004,2,0.0,0,high_odds_v1_top2,200,-200.0,-3510.0
2026-02-21,8720260220020005,2,0.0,0,high_odds_v1_top2,200,-200.0,-3710.0
2026-02-21,8720260220020006,2,0.0,0,high_odds_v1_top2,200,-200.0,-3910.0
2026-02-21,8720260220020007,2,0.0,0,high_odds_v1_top2,200,-200.0,-4110.0
2026-02-21,8720260220020008,2,0.0,0,high_odds_v1_top2,200,-200.0,-4310.0
2026-02-21,8720260220020009,2,0.0,0,high_odds_v1_top2,200,-200.0,-4510.0
2026-02-21,8720260220020010,2,0.0,0,high_odds_v1_top2,200,-200.0,-4710.0
2026-02-21,8720260220020011,2,0.0,0,high_odds_v1_top2,200,-200.0,-4910.0
2026-02-21,8720260220020012,2,0.0,0,high_odds_v1_top2,200,-200.0,-5110.0
2026-02-22,8720260220030001,2,0.0,0,high_odds_v1_top2,200,-200.0,-5310.0
2026-02-22,8720260220030002,2,0.0,0,high_odds_v1_top2,200,-200.0,-5510.0
2026-02-22,8720260220030003,2,0.0,0,high_odds_v1_top2,200,-200.0,-5710.0
2026-02-22,8720260220030004,2,0.0,0,high_odds_v1_top2,200,-200.0,-5910.0
2026-02-22,8720260220030005,2,0.0,0,high_odds_v1_top2,200,-200.0,-6110.0
2026-02-22,8720260220030006,2,0.0,0,high_odds_v1_top2,200,-200.0,-6310.0
2026-02-22,8720260220030007,2,0.0,0,high_odds_v1_top2,200,-200.0,-6510.0
2026-02-22,8720260220030008,2,0.0,0,high_odds_v1_top2,200,-200.0,-6710.0
2026-02-22,8720260220030009,2,0.0,0,high_odds_v1_top2,200,-200.0,-6910.0
2026-02-22,8720260220030010,2,0.0,0,high_odds_v1_top2,200,-200.0,-7110.0
2026-02-22,8720260220030011,2,0.0,0,high_odds_v1_top2,200,-200.0,-7310.0
2026-02-22,8720260220030012,2,0.0,0,high_odds_v1_top2,200,-200.0,-7510.0
2026-02-23,8720260220040001,2,0.0,0,high_odds_v1_top2,200,-200.0,-7710.0
2026-02-23,8720260220040002,2,0.0,0,high_odds_v1_top2,200,-200.0,-7910.0
2026-02-23,8720260220040003,2,0.0,0,high_odds_v1_top2,200,-200.0,-8110.0
2026-02-23,8720260220040004,2,0.0,0,high_odds_v1_top2,200,-200.0,-8310.0
2026-02-23,8720260220040005,2,0.0,0,high_odds_v1_top2,200,-200.0,-8510.0
2026-02-23,8720260220040006,2,0.0,0,high_odds_v1_top2,200,-200.0,-8710.0
2026-02-23,8720260220040007,2,0.0,0,high_odds_v1_top2,200,-200.0,-8910.0
2026-02-23,8720260220040008,2,0.0,0,high_odds_v1_top2,200,-200.0,-9110.0
2026-02-23,8720260220040009,2,0.0,0,high_odds_v1_top2,200,-200.0,-9310.0
2026-02-23,8720260220040010,2,0.0,0,high_odds_v1_top2,200,-200.0,-9510.0
2026-02-23,8720260220040011,2,0.0,0,high_odds_v1_top2,200,-200.0,-9710.0
2026-02-23,8720260220040012,1,0.0,0,high_odds_v1_top2,100,-100.0,-9810.0
2026-02-26,8120260226010007,2,0.0,0,high_odds_v1_top2,200,-200.0,-10010.0
2026-02-28,4420260228010001,2,0.0,0,high_odds_v1_top2,200,-200.0,-10210.0
2026-02-28,4420260228010002,2,0.0,0,high_odds_v1_top2,200,-200.0,-10410.0
2026-02-28,4420260228010003,2,0.0,0,high_odds_v1_top2,200,-200.0,-10610.0
2026-02-28,4420260228010005,2,0.0,0,high_odds_v1_top2,200,-200.0,-10810.0
2026-02-28,4420260228010006,2,0.0,0,high_odds_v1_top2,200,-200.0,-11010.0
2026-02-28,4420260228010007,2,0.0,0,high_odds_v1_top2,200,-200.0,-11210.0
2026-02-28,4420260228010008,2,0.0,0,high_odds_v1_top2,200,-200.0,-11410.0
2026-02-28,4420260228010010,2,0.0,0,high_odds_v1_top2,200,-200.0,-11610.0
2026-02-28,4420260228010011,2,0.0,0,high_odds_v1_top2,200,-200.0,-11810.0
2026-02-28,4420260228010012,2,0.0,0,high_odds_v1_top2,200,-200.0,-12010.0
2026-03-01,4420260228020001,2,0.0,0,high_odds_v1_top2,200,-200.0,-12210.0
2026-03-01,4420260228020002,2,0.0,0,high_odds_v1_top2,200,-200.0,-12410.0
