rule,race_count,tickets,avg_tickets_per_race,bet,return,profit,roi,roi_without_max_hit,hit_count,hit_rate_per_ticket,hit_rate_per_race,avg_race_score,min_race_score,avg_score,min_score,avg_odds,median_odds,avg_expected,max_hit_payout,max_hit_share,month
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top5_by_direct_ticket_score,42,207,4.928571428571429,20700,0,-20700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.4788853573010731,0.227915950968631,134.2391304347826,121.4,6244.4739524373035,0,0.0,2026-06
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top10_by_direct_ticket_score,56,515,9.196428571428571,51500,0,-51500,0.0,0.0,0,0.0,0.0,1.0,1.0,0.4301912464597746,0.2056115120957848,152.0821359223301,138.8,6222.835221231628,0,0.0,2026-01
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top10_by_direct_ticket_score,44,429,9.75,42900,110190,67290,2.5685314685314684,0.0,1,0.002331002331002331,0.022727272727272728,1.0,1.0,0.4450939127915456,0.2113723556077303,149.2899766899767,135.8,6336.089569312996,110190,1.0,2026-02
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top10_by_direct_ticket_score,47,461,9.808510638297872,46100,0,-46100,0.0,0.0,0,0.0,0.0,1.0,1.0,0.4297474291241952,0.2038749720331262,154.50889370932757,143.0,6275.657061767849,0,0.0,2026-03
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top10_by_direct_ticket_score,44,414,9.409090909090908,41400,0,-41400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.42745580726540533,0.2054763873825486,157.49589371980673,144.0,6375.130892324626,0,0.0,2026-04
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top10_by_direct_ticket_score,42,400,9.523809523809524,40000,0,-40000,0.0,0.0,0,0.0,0.0,1.0,1.0,0.45480243020087996,0.2155809072500624,146.88424999999998,134.6,6402.381286695516,0,0.0,2026-05
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top10_by_direct_ticket_score,42,412,9.80952380952381,41200,0,-41200,0.0,0.0,0,0.0,0.0,1.0,1.0,0.44529509199872996,0.2046366081925107,152.03009708737864,135.5,6439.832323585994,0,0.0,2026-06
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top1_by_direct_expected_return,56,56,1.0,5600,0,-5600,0.0,0.0,0,0.0,0.0,1.0,1.0,0.28604566004738985,0.2022816096831738,351.5357142857143,357.45,9695.12810127373,0,0.0,2026-01
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top1_by_direct_expected_return,44,44,1.0,4400,0,-4400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.28400608282584416,0.2017986374210407,382.18863636363636,399.85,10621.354302474527,0,0.0,2026-02
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top1_by_direct_expected_return,47,47,1.0,4700,0,-4700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.29064651052627194,0.2007642628590173,339.45106382978724,360.4,9440.040211662035,0,0.0,2026-03
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top1_by_direct_expected_return,44,44,1.0,4400,0,-4400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2821014995689233,0.2054763873825486,363.65227272727276,395.7,9771.384384310824,0,0.0,2026-04
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top1_by_direct_expected_return,42,42,1.0,4200,0,-4200,0.0,0.0,0,0.0,0.0,1.0,1.0,0.30475045589180827,0.203279679505359,364.6190476190476,388.8,10576.672136935302,0,0.0,2026-05
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top1_by_direct_expected_return,42,42,1.0,4200,0,-4200,0.0,0.0,0,0.0,0.0,1.0,1.0,0.292261343618444,0.2013008351667791,367.57380952380953,386.25,10416.353841158032,0,0.0,2026-06
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top2_by_direct_expected_return,56,111,1.9821428571428572,11100,0,-11100,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2921642509642231,0.2022816096831738,332.6783783783784,340.6,9251.323061187137,0,0.0,2026-01
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top2_by_direct_expected_return,44,88,2.0,8800,0,-8800,0.0,0.0,0,0.0,0.0,1.0,1.0,0.28751319998799935,0.2017986374210407,366.15568181818185,372.65,10221.916559264679,0,0.0,2026-02
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top2_by_direct_expected_return,47,94,2.0,9400,0,-9400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2881976968205655,0.2007642628590173,332.63404255319153,334.25,9068.081853143136,0,0.0,2026-03
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top2_by_direct_expected_return,44,88,2.0,8800,0,-8800,0.0,0.0,0,0.0,0.0,1.0,1.0,0.29191778786957817,0.2040178427031995,335.34431818181815,350.05,9246.567857532153,0,0.0,2026-04
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top2_by_direct_expected_return,42,83,1.9761904761904763,8300,0,-8300,0.0,0.0,0,0.0,0.0,1.0,1.0,0.3117155323025057,0.2021060588140755,343.56024096385545,360.8,10163.506531501444,0,0.0,2026-05
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top2_by_direct_expected_return,42,84,2.0,8400,0,-8400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.29231553146325817,0.2013008351667791,354.45238095238096,375.25,9954.481832903406,0,0.0,2026-06
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top3_by_direct_expected_return,56,165,2.9464285714285716,16500,0,-16500,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2908481298136735,0.2022816096831738,326.34484848484846,333.3,8992.36022749608,0,0.0,2026-01
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top3_by_direct_expected_return,44,131,2.977272727272727,13100,0,-13100,0.0,0.0,0,0.0,0.0,1.0,1.0,0.28984122288981584,0.2002433056845402,356.2748091603053,362.7,9920.734708839494,0,0.0,2026-02
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top3_by_direct_expected_return,47,141,3.0,14100,0,-14100,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2956006513403056,0.2007642628590173,316.92127659574476,328.8,8789.137495472278,0,0.0,2026-03
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top3_by_direct_expected_return,44,132,3.0,13200,0,-13200,0.0,0.0,0,0.0,0.0,1.0,1.0,0.29612703707317556,0.2039245796583012,320.2280303030303,310.4,8903.380325795531,0,0.0,2026-04
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top3_by_direct_expected_return,42,124,2.9523809523809526,12400,0,-12400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.3035546259087286,0.2021060588140755,342.1209677419355,360.25,9843.957266119764,0,0.0,2026-05
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top3_by_direct_expected_return,42,125,2.9761904761904763,12500,0,-12500,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2959546832752008,0.2013008351667791,340.17839999999995,340.9,9640.372075393894,0,0.0,2026-06
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top5_by_direct_expected_return,56,270,4.821428571428571,27000,0,-27000,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2990052563903,0.200561915391648,306.11703703703705,302.6,8595.315963987887,0,0.0,2026-01
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top5_by_direct_expected_return,44,217,4.931818181818182,21700,0,-21700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.29465251705713225,0.2002433056845402,335.2410138248848,348.6,9397.108838411503,0,0.0,2026-02
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top5_by_direct_expected_return,47,235,5.0,23500,0,-23500,0.0,0.0,0,0.0,0.0,1.0,1.0,0.3053227190720929,0.2007642628590173,293.3914893617021,282.4,8352.402234398121,0,0.0,2026-03
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top5_by_direct_expected_return,44,214,4.863636363636363,21400,0,-21400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.30699665467564186,0.2018634038637066,299.0747663551402,287.25,8539.424171758541,0,0.0,2026-04
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top5_by_direct_expected_return,42,205,4.880952380952381,20500,0,-20500,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2986126118419365,0.2011324664006948,332.35999999999996,338.3,9399.70421419629,0,0.0,2026-05
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top5_by_direct_expected_return,42,207,4.928571428571429,20700,0,-20700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2970237725004483,0.2013008351667791,324.9932367149758,327.6,9192.588628272822,0,0.0,2026-06
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top10_by_direct_expected_return,56,515,9.196428571428571,51500,0,-51500,0.0,0.0,0,0.0,0.0,1.0,1.0,0.30446472155798576,0.200561915391648,284.01067961165046,273.9,8049.156664993835,0,0.0,2026-01
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top10_by_direct_expected_return,44,429,9.75,42900,0,-42900,0.0,0.0,0,0.0,0.0,1.0,1.0,0.30182714606161265,0.2001496881244416,303.84638694638693,289.9,8650.682988337034,0,0.0,2026-02
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top10_by_direct_expected_return,47,461,9.808510638297872,46100,0,-46100,0.0,0.0,0,0.0,0.0,1.0,1.0,0.314005322369344,0.2002642289092521,266.14295010845984,255.4,7750.633231429828,0,0.0,2026-03
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top10_by_direct_expected_return,44,414,9.409090909090908,41400,0,-41400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.3101779538858067,0.2000355243673282,277.2338164251208,270.8,7956.493929717841,0,0.0,2026-04
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top10_by_direct_expected_return,42,400,9.523809523809524,40000,0,-40000,0.0,0.0,0,0.0,0.0,1.0,1.0,0.29962770749422046,0.2003807414819735,311.65725,304.55,8754.63144100873,0,0.0,2026-05
odds_100_500_race>=0.5_score>=0.2_expected>=5000_top10_by_direct_expected_return,42,412,9.80952380952381,41200,0,-41200,0.0,0.0,0,0.0,0.0,1.0,1.0,0.30255791238222624,0.2000175157395276,299.68106796116507,290.70000000000005,8518.033670012153,0,0.0,2026-06
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top1_by_direct_ticket_score,20,20,1.0,2000,0,-2000,0.0,0.0,0,0.0,0.0,1.0,1.0,0.31424165046827646,0.2319560435825743,362.64500000000004,353.54999999999995,11113.499732922839,0,0.0,2026-01
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top1_by_direct_ticket_score,23,23,1.0,2300,0,-2300,0.0,0.0,0,0.0,0.0,1.0,1.0,0.3333961010642215,0.2291570505953418,350.71739130434787,341.5,11452.475269818606,0,0.0,2026-02
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top1_by_direct_ticket_score,19,19,1.0,1900,0,-1900,0.0,0.0,0,0.0,0.0,1.0,1.0,0.31563027661090126,0.231811904131669,358.31578947368416,357.8,10788.059435361565,0,0.0,2026-03
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top1_by_direct_ticket_score,17,17,1.0,1700,0,-1700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.29866019663170273,0.2256773080749712,381.52941176470586,389.9,10999.56562172497,0,0.0,2026-04
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top1_by_direct_ticket_score,25,25,1.0,2500,0,-2500,0.0,0.0,0,0.0,0.0,1.0,1.0,0.3336059399175155,0.2114456787654077,359.13199999999995,362.6,11462.165152944568,0,0.0,2026-05
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top1_by_direct_ticket_score,24,24,1.0,2400,0,-2400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.3236020467505442,0.2229312887807769,359.7,345.2,11260.108357629537,0,0.0,2026-06
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top2_by_direct_ticket_score,20,34,1.7,3400,0,-3400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.30487319452212197,0.2262445522913323,381.8294117647059,379.54999999999995,11378.552848033392,0,0.0,2026-01
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top2_by_direct_ticket_score,23,42,1.826086956521739,4200,0,-4200,0.0,0.0,0,0.0,0.0,1.0,1.0,0.31596090074336797,0.2291570505953418,368.6166666666667,369.15,11377.364898719145,0,0.0,2026-02
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top2_by_direct_ticket_score,19,28,1.4736842105263157,2800,0,-2800,0.0,0.0,0,0.0,0.0,1.0,1.0,0.30853564935682304,0.2073418113304121,364.17857142857144,362.9,10715.394434098484,0,0.0,2026-03
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top2_by_direct_ticket_score,17,26,1.5294117647058822,2600,0,-2600,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2901930954074061,0.2235914310124715,396.3269230769231,395.7,11155.223349705797,0,0.0,2026-04
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top2_by_direct_ticket_score,25,44,1.76,4400,0,-4400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.3180578293723471,0.2079400723875745,374.4477272727272,383.4,11459.50637899932,0,0.0,2026-05
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top2_by_direct_ticket_score,24,39,1.625,3900,0,-3900,0.0,0.0,0,0.0,0.0,1.0,1.0,0.31221803113096447,0.2201501524210359,364.05897435897435,366.3,11011.370835147303,0,0.0,2026-06
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top3_by_direct_ticket_score,20,44,2.2,4400,0,-4400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.299241754800179,0.2128464698217566,386.5386363636364,388.95,11288.63550378919,0,0.0,2026-01
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top3_by_direct_ticket_score,23,53,2.3043478260869565,5300,0,-5300,0.0,0.0,0,0.0,0.0,1.0,1.0,0.3090335792524484,0.2291570505953418,379.49433962264146,392.4,11459.823088007639,0,0.0,2026-02
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top3_by_direct_ticket_score,19,33,1.736842105263158,3300,0,-3300,0.0,0.0,0,0.0,0.0,1.0,1.0,0.3022102352342907,0.2073418113304121,371.0121212121212,370.1,10727.944893040103,0,0.0,2026-03
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top3_by_direct_ticket_score,17,31,1.8235294117647058,3100,0,-3100,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2853894214282019,0.2039245796583012,400.00000000000006,395.7,11088.86805370212,0,0.0,2026-04
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top3_by_direct_ticket_score,25,57,2.28,5700,0,-5700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.30858804918163857,0.2079400723875745,383.1736842105264,391.5,11407.90975211926,0,0.0,2026-05
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top3_by_direct_ticket_score,24,47,1.9583333333333333,4700,0,-4700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.30816669018265574,0.2201501524210359,367.4489361702128,375.0,10984.679453852403,0,0.0,2026-06
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top5_by_direct_ticket_score,20,57,2.85,5700,0,-5700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2920509478311062,0.2128464698217566,396.0438596491228,403.2,11317.60277558902,0,0.0,2026-01
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top5_by_direct_ticket_score,23,64,2.782608695652174,6400,0,-6400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.30403415661677347,0.2090650599661775,384.6546875,391.85,11435.322229732126,0,0.0,2026-02
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top5_by_direct_ticket_score,19,36,1.894736842105263,3600,0,-3600,0.0,0.0,0,0.0,0.0,1.0,1.0,0.29885176877916586,0.2073418113304121,374.99444444444435,382.05,10740.570661095664,0,0.0,2026-03
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top5_by_direct_ticket_score,17,36,2.1176470588235294,3600,0,-3600,0.0,0.0,0,0.0,0.0,1.0,1.0,0.27983923724958315,0.2039245796583012,404.6888888888889,396.65,11010.7364632397,0,0.0,2026-04
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top5_by_direct_ticket_score,25,72,2.88,7200,0,-7200,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2997659976035317,0.207727405818791,388.99305555555554,393.35,11275.563729748803,0,0.0,2026-05
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top5_by_direct_ticket_score,24,54,2.25,5400,0,-5400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.3015302507397643,0.2099138202969405,374.9518518518519,389.6,10949.083837376444,0,0.0,2026-06
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top10_by_direct_ticket_score,20,71,3.55,7100,0,-7100,0.0,0.0,0,0.0,0.0,1.0,1.0,0.28210959470277935,0.2128464698217566,406.62253521126763,413.1,11220.427073646511,0,0.0,2026-01
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top10_by_direct_ticket_score,23,76,3.3043478260869565,7600,0,-7600,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2999443167915488,0.2090650599661775,389.9078947368421,396.75,11458.012710682393,0,0.0,2026-02
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top10_by_direct_ticket_score,19,37,1.9473684210526316,3700,0,-3700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2974140050114622,0.2073418113304121,376.58108108108104,394.0,10738.231888405406,0,0.0,2026-03
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top10_by_direct_ticket_score,17,37,2.176470588235294,3700,0,-3700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.27821190915175503,0.2039245796583012,406.6540540540541,397.6,10996.528596148184,0,0.0,2026-04
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top10_by_direct_ticket_score,25,84,3.36,8400,0,-8400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2915902021897222,0.2047083690650296,396.8285714285714,396.25,11189.315445777374,0,0.0,2026-05
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top10_by_direct_ticket_score,24,57,2.375,5700,0,-5700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.29734511482125775,0.2060234945315335,379.89473684210526,394.2,10919.415322311615,0,0.0,2026-06
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top1_by_direct_expected_return,20,20,1.0,2000,0,-2000,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2874068328378357,0.2319560435825743,420.24500000000006,418.9,12048.21031213028,0,0.0,2026-01
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top1_by_direct_expected_return,23,23,1.0,2300,0,-2300,0.0,0.0,0,0.0,0.0,1.0,1.0,0.3032093364344045,0.2291570505953418,402.3521739130435,410.3,12060.920671040269,0,0.0,2026-02
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top1_by_direct_expected_return,19,19,1.0,1900,0,-1900,0.0,0.0,0,0.0,0.0,1.0,1.0,0.30707804001178024,0.231811904131669,370.978947368421,394.0,10886.301086452937,0,0.0,2026-03
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top1_by_direct_expected_return,17,17,1.0,1700,0,-1700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.28941666005894695,0.2256773080749712,409.8588235294117,412.9,11447.478144703417,0,0.0,2026-04
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top1_by_direct_expected_return,25,25,1.0,2500,0,-2500,0.0,0.0,0,0.0,0.0,1.0,1.0,0.30885871964713457,0.2114456787654077,399.69199999999995,396.8,11983.198006994684,0,0.0,2026-05
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top1_by_direct_expected_return,24,24,1.0,2400,0,-2400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.30214306340863006,0.2229312887807769,387.9666666666667,397.75,11448.019589083857,0,0.0,2026-06
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top2_by_direct_expected_return,20,34,1.7,3400,0,-3400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.28661936039684277,0.2128464698217566,412.5852941176471,414.9,11704.027764519315,0,0.0,2026-01
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top2_by_direct_expected_return,23,42,1.826086956521739,4200,0,-4200,0.0,0.0,0,0.0,0.0,1.0,1.0,0.304174076557042,0.2291570505953418,393.2190476190476,403.85,11729.178416742156,0,0.0,2026-02
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top2_by_direct_expected_return,19,28,1.4736842105263157,2800,0,-2800,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2896579023836661,0.2073418113304121,390.53214285714284,414.54999999999995,10831.499903945432,0,0.0,2026-03
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top2_by_direct_expected_return,17,26,1.5294117647058822,2600,0,-2600,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2886411446228561,0.2235914310124715,400.6192307692308,405.25,11207.002287662839,0,0.0,2026-04
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top2_by_direct_expected_return,25,44,1.76,4400,0,-4400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.3056338337792209,0.2079400723875745,392.14772727272725,392.9,11664.965936874345,0,0.0,2026-05
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top2_by_direct_expected_return,24,39,1.625,3900,0,-3900,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2980909533674985,0.2201501524210359,385.4615384615384,395.2,11185.374184724898,0,0.0,2026-06
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top3_by_direct_expected_return,20,44,2.2,4400,0,-4400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.28299517483618264,0.2128464698217566,414.8136363636364,415.2,11580.662797398116,0,0.0,2026-01
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top3_by_direct_expected_return,23,53,2.3043478260869565,5300,0,-5300,0.0,0.0,0,0.0,0.0,1.0,1.0,0.29659958833253436,0.2090650599661775,399.677358490566,407.4,11604.79378163655,0,0.0,2026-02
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top3_by_direct_expected_return,19,33,1.736842105263158,3300,0,-3300,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2943202208381777,0.2073418113304121,383.44545454545454,401.3,10800.903146660688,0,0.0,2026-03
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top3_by_direct_expected_return,17,31,1.8235294117647058,3100,0,-3100,0.0,0.0,0,0.0,0.0,1.0,1.0,0.28459969686018227,0.2039245796583012,401.5387096774194,395.7,11105.538157276222,0,0.0,2026-04
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top3_by_direct_expected_return,25,57,2.28,5700,0,-5700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2986368814244916,0.207727405818791,396.7842105263158,393.4,11536.80476226845,0,0.0,2026-05
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top3_by_direct_expected_return,24,47,1.9583333333333333,4700,0,-4700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.29912604786420055,0.2201501524210359,379.4574468085107,393.2,11064.105525311175,0,0.0,2026-06
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top5_by_direct_expected_return,20,57,2.85,5700,0,-5700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2840812762184889,0.2128464698217566,409.9245614035088,416.7,11402.119703882341,0,0.0,2026-01
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top5_by_direct_expected_return,23,64,2.782608695652174,6400,0,-6400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2975555427161448,0.2090650599661775,395.359375,403.54999999999995,11532.774088002769,0,0.0,2026-02
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top5_by_direct_expected_return,19,36,1.894736842105263,3600,0,-3600,0.0,0.0,0,0.0,0.0,1.0,1.0,0.29702500012461114,0.2073418113304121,378.07499999999993,395.7,10757.277805286612,0,0.0,2026-03
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top5_by_direct_expected_return,17,36,2.1176470588235294,3600,0,-3600,0.0,0.0,0,0.0,0.0,1.0,1.0,0.27747461623360475,0.2039245796583012,408.6444444444444,405.25,11018.396773378048,0,0.0,2026-04
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top5_by_direct_expected_return,25,72,2.88,7200,0,-7200,0.0,0.0,0,0.0,0.0,1.0,1.0,0.29478161428615546,0.207727405818791,398.87361111111113,396.25,11342.961864519859,0,0.0,2026-05
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top5_by_direct_expected_return,24,54,2.25,5400,0,-5400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.29439440240449355,0.2060234945315335,383.4722222222223,394.7,10963.47474728725,0,0.0,2026-06
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top10_by_direct_expected_return,20,71,3.55,7100,0,-7100,0.0,0.0,0,0.0,0.0,1.0,1.0,0.28204476082243174,0.2128464698217566,406.86901408450706,413.1,11222.877453844583,0,0.0,2026-01
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top10_by_direct_expected_return,23,76,3.3043478260869565,7600,0,-7600,0.0,0.0,0,0.0,0.0,1.0,1.0,0.29891302912929607,0.2090650599661775,393.16052631578947,401.95,11513.259778930818,0,0.0,2026-02
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top10_by_direct_expected_return,19,37,1.9473684210526316,3700,0,-3700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2974140050114622,0.2073418113304121,376.58108108108104,394.0,10738.231888405406,0,0.0,2026-03
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top10_by_direct_expected_return,17,37,2.176470588235294,3700,0,-3700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2782119091517551,0.2039245796583012,406.6540540540541,397.6,10996.528596148184,0,0.0,2026-04
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top10_by_direct_expected_return,25,84,3.36,8400,0,-8400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2906007708923228,0.2047083690650296,399.1845238095239,397.4,11203.779632244794,0,0.0,2026-05
odds_100_500_race>=0.5_score>=0.2_expected>=10000_top10_by_direct_expected_return,24,57,2.375,5700,0,-5700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.2973451148212578,0.2060234945315335,379.89473684210526,394.2,10919.415322311615,0,0.0,2026-06
odds_100_500_race>=0.5_score>=0.3_expected>=0_top1_by_direct_ticket_score,57,57,1.0,5700,0,-5700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.5224394251372428,0.4023260380704989,115.8701754385965,110.4,6009.720446301091,0,0.0,2026-01
odds_100_500_race>=0.5_score>=0.3_expected>=0_top1_by_direct_ticket_score,44,44,1.0,4400,0,-4400,0.0,0.0,0,0.0,0.0,1.0,1.0,0.5342134437653338,0.3057170333397638,117.49545454545455,107.9,6192.572832954308,0,0.0,2026-02
odds_100_500_race>=0.5_score>=0.3_expected>=0_top1_by_direct_ticket_score,47,47,1.0,4700,0,-4700,0.0,0.0,0,0.0,0.0,1.0,1.0,0.5335725893872908,0.3711011542727018,116.46170212765956,106.9,6151.661295082979,0,0.0,2026-03
odds_100_500_race>=0.5_score>=0.3_expected>=0_top1_by_direct_ticket_score,45,45,1.0,4500,0,-4500,0.0,0.0,0,0.0,0.0,1.0,1.0,0.5265128789772658,0.3010208484777486,113.41555555555556,107.9,5958.353549956766,0,0.0,2026-04
odds_100_500_race>=0.5_score>=0.3_expected>=0_top1_by_direct_ticket_score,42,42,1.0,4200,0,-4200,0.0,0.0,0,0.0,0.0,1.0,1.0,0.5392624797962821,0.3789292996511106,115.62380952380951,109.1,6234.945479489714,0,0.0,2026-05
